year,stateabbrev,WRLURI,planner,luPcCum,roll2005t
1959,"GA",-.2918936,8,.3825693,
1960,"GA",-.2918936,8,.3825693,
1961,"GA",-.2918936,8,.3259281,
1962,"GA",-.2918936,8,.3504019,
1963,"GA",-.2918936,8,.3421292,
1964,"GA",-.2918936,8,.3656144,
1965,"GA",-.2918936,8,.3523583,
1966,"GA",-.2918936,8,.2671156,
1967,"GA",-.2918936,8,.2632483,
1968,"GA",-.2918936,8,.2776064,
1969,"GA",-.2918936,8,.3215528,
1970,"GA",-.2918936,8,.3432664,
1971,"GA",-.2918936,8,.3432664,
1972,"GA",-.2918936,8,.3395949,
1973,"GA",-.2918936,8,.4343113,
1974,"GA",-.2918936,8,.4508672,
1975,"GA",-.2918936,8,.4211523,
1976,"GA",-.2918936,8,.4568394,
1977,"GA",-.2918936,8,.4725281,
1978,"GA",-.2918936,8,.4812632,
1979,"GA",-.2918936,8,.4929624,
1980,"GA",-.2918936,8,.6170698,
1981,"GA",-.2918936,8,.7427804,
1982,"GA",-.2918936,8,.8281769,
1983,"GA",-.2918936,8,.7553511,
1984,"GA",-.2918936,8,.8010007,
1985,"GA",-.2918936,8,.828548,
1986,"GA",-.2918936,8,.9508075,
1987,"GA",-.2918936,8,1.041289,
1988,"GA",-.2918936,8,1.092279,
1989,"GA",-.2918936,8,1.145819,
1990,"GA",-.2918936,8,1.046062,
1991,"GA",-.2918936,8,.9804748,
1992,"GA",-.2918936,8,.8889449,
1993,"GA",-.2918936,8,.8477761,
1994,"GA",-.2918936,8,.9018056,
1995,"GA",-.2918936,8,.8893032,
1996,"GA",-.2918936,8,.8151718,
1997,"GA",-.2918936,8,.7513766,
1998,"GA",-.2918936,8,.7137355,
1999,"GA",-.2918936,8,.6542645,
2000,"GA",-.2918936,8,.6932825,
2001,"GA",-.2918936,8,.6928462,
2002,"GA",-.2918936,8,.8427235,
2003,"GA",-.2918936,8,.8952433,
2004,"GA",-.2918936,8,.8809616,
2005,"GA",-.2918936,8,.8375828,6
2006,"GA",-.2918936,8,.8292295,
2007,"GA",-.2918936,8,.8283397,
2008,"GA",-.2918936,8,.791926,
2009,"GA",-.2918936,8,.7629998,
2010,"GA",-.2918936,8,.698509,
1880,"IA",-.8430056,6,,
1900,"IA",-.8430056,6,,
1920,"IA",-.8430056,6,,
1929,"IA",-.8430056,6,,
1930,"IA",-.8430056,6,,
1931,"IA",-.8430056,6,,
1932,"IA",-.8430056,6,,
1933,"IA",-.8430056,6,,
1934,"IA",-.8430056,6,,
1935,"IA",-.8430056,6,,
1936,"IA",-.8430056,6,,
1937,"IA",-.8430056,6,,
1938,"IA",-.8430056,6,,
1939,"IA",-.8430056,6,,
1940,"IA",-.8430056,6,0,
1941,"IA",-.8430056,6,0,
1942,"IA",-.8430056,6,0,
1943,"IA",-.8430056,6,0,
1944,"IA",-.8430056,6,0,
1945,"IA",-.8430056,6,0,
1946,"IA",-.8430056,6,0,
1947,"IA",-.8430056,6,0,
1948,"IA",-.8430056,6,0,
1949,"IA",-.8430056,6,0,
1950,"IA",-.8430056,6,.0380952,
1951,"IA",-.8430056,6,.0380952,
1952,"IA",-.8430056,6,.076176,
1953,"IA",-.8430056,6,.076176,
1954,"IA",-.8430056,6,.1142567,
1955,"IA",-.8430056,6,.1142567,
1956,"IA",-.8430056,6,.2252445,
1957,"IA",-.8430056,6,.2620633,
1958,"IA",-.8430056,6,.298991,
1959,"IA",-.8430056,6,.3356344,
1960,"IA",-.8430056,6,.2975392,
1961,"IA",-.8430056,6,.3338237,
1962,"IA",-.8430056,6,.2957429,
1963,"IA",-.8430056,6,.2957429,
1964,"IA",-.8430056,6,.2576622,
1965,"IA",-.8430056,6,.2576622,
1966,"IA",-.8430056,6,.1828801,
1967,"IA",-.8430056,6,.181865,
1968,"IA",-.8430056,6,.1806134,
1969,"IA",-.8430056,6,.2152712,
1970,"IA",-.8430056,6,.2152712,
1971,"IA",-.8430056,6,.2841824,
1972,"IA",-.8430056,6,.3541002,
1973,"IA",-.8430056,6,.389016,
1974,"IA",-.8430056,6,.4238842,
1975,"IA",-.8430056,6,.4932943,
1976,"IA",-.8430056,6,.5259646,
1977,"IA",-.8430056,6,.5244743,
1978,"IA",-.8430056,6,.5573147,
1979,"IA",-.8430056,6,.6231499,
1980,"IA",-.8430056,6,.7604173,
1981,"IA",-.8430056,6,.8615502,
1982,"IA",-.8430056,6,.8608799,
1983,"IA",-.8430056,6,.8956373,
1984,"IA",-.8430056,6,.930733,
1985,"IA",-.8430056,6,.9320022,
1986,"IA",-.8430056,6,.9705772,
1987,"IA",-.8430056,6,.9724039,
1988,"IA",-.8430056,6,.9761316,
1989,"IA",-.8430056,6,.9472753,
1990,"IA",-.8430056,6,.8459657,
1991,"IA",-.8430056,6,.7826164,
1992,"IA",-.8430056,6,.8552934,
1993,"IA",-.8430056,6,.9971133,
1994,"IA",-.8430056,6,1.032385,
1995,"IA",-.8430056,6,.9617058,
1996,"IA",-.8430056,6,.9584213,
1997,"IA",-.8430056,6,.9914585,
1998,"IA",-.8430056,6,1.057009,
1999,"IA",-.8430056,6,1.051552,
2000,"IA",-.8430056,6,1.186297,
2001,"IA",-.8430056,6,1.247956,
2002,"IA",-.8430056,6,1.378675,
2003,"IA",-.8430056,6,1.337135,
2004,"IA",-.8430056,6,1.401182,
2005,"IA",-.8430056,6,1.536114,22
2006,"IA",-.8430056,6,1.700166,
2007,"IA",-.8430056,6,1.697673,
2008,"IA",-.8430056,6,1.692472,
2009,"IA",-.8430056,6,1.787481,
2010,"IA",-.8430056,6,1.780719,
1880,"ID",-.4868784,7,,
1900,"ID",-.4868784,7,,
1920,"ID",-.4868784,7,,
1929,"ID",-.4868784,7,,
1930,"ID",-.4868784,7,,
1931,"ID",-.4868784,7,,
1932,"ID",-.4868784,7,,
1933,"ID",-.4868784,7,,
1934,"ID",-.4868784,7,,
1935,"ID",-.4868784,7,,
1936,"ID",-.4868784,7,,
1937,"ID",-.4868784,7,,
1938,"ID",-.4868784,7,,
1939,"ID",-.4868784,7,,
1940,"ID",-.4868784,7,0,
1941,"ID",-.4868784,7,0,
1942,"ID",-.4868784,7,0,
1943,"ID",-.4868784,7,0,
1944,"ID",-.4868784,7,.3891051,
1945,"ID",-.4868784,7,.3242542,
1946,"ID",-.4868784,7,.2779322,
1947,"ID",-.4868784,7,.2431907,
1948,"ID",-.4868784,7,.417823,
1949,"ID",-.4868784,7,.5514793,
1950,"ID",-.4868784,7,.7209708,
1951,"ID",-.4868784,7,.7209708,
1952,"ID",-.4868784,7,.7209708,
1953,"ID",-.4868784,7,.7209708,
1954,"ID",-.4868784,7,.5264183,
1955,"ID",-.4868784,7,.5264183,
1956,"ID",-.4868784,7,.5264183,
1957,"ID",-.4868784,7,.5264183,
1958,"ID",-.4868784,7,.3449301,
1959,"ID",-.4868784,7,.3216985,
1960,"ID",-.4868784,7,.152207,
1961,"ID",-.4868784,7,.2984058,
1962,"ID",-.4868784,7,.2984058,
1963,"ID",-.4868784,7,.4448187,
1964,"ID",-.4868784,7,.7389364,
1965,"ID",-.4868784,7,.7389364,
1966,"ID",-.4868784,7,.7389364,
1967,"ID",-.4868784,7,.7389364,
1968,"ID",-.4868784,7,.8828213,
1969,"ID",-.4868784,7,.7306143,
1970,"ID",-.4868784,7,.8700347,
1971,"ID",-.4868784,7,.7238358,
1972,"ID",-.4868784,7,.7238358,
1973,"ID",-.4868784,7,.577423,
1974,"ID",-.4868784,7,.4070718,
1975,"ID",-.4868784,7,.4070718,
1976,"ID",-.4868784,7,.4070718,
1977,"ID",-.4868784,7,.520265,
1978,"ID",-.4868784,7,.3763801,
1979,"ID",-.4868784,7,.483603,
1980,"ID",-.4868784,7,.7661311,
1981,"ID",-.4868784,7,.9739872,
1982,"ID",-.4868784,7,1.384783,
1983,"ID",-.4868784,7,2.505099,
1984,"ID",-.4868784,7,2.885954,
1985,"ID",-.4868784,7,3.288348,
1986,"ID",-.4868784,7,4.096248,
1987,"ID",-.4868784,7,3.983054,
1988,"ID",-.4868784,7,3.983054,
1989,"ID",-.4868784,7,4.177514,
1990,"ID",-.4868784,7,4.051896,
1991,"ID",-.4868784,7,3.84404,
1992,"ID",-.4868784,7,3.526555,
1993,"ID",-.4868784,7,2.586619,
1994,"ID",-.4868784,7,2.343974,
1995,"ID",-.4868784,7,2.196396,
1996,"ID",-.4868784,7,1.887215,
1997,"ID",-.4868784,7,2.131412,
1998,"ID",-.4868784,7,2.211263,
1999,"ID",-.4868784,7,2.37992,
2000,"ID",-.4868784,7,2.776201,
2001,"ID",-.4868784,7,3.00348,
2002,"ID",-.4868784,7,3.507018,
2003,"ID",-.4868784,7,3.766721,
2004,"ID",-.4868784,7,3.86399,
2005,"ID",-.4868784,7,3.819223,40
2006,"ID",-.4868784,7,3.59286,
2007,"ID",-.4868784,7,3.813748,
2008,"ID",-.4868784,7,4.059774,
2009,"ID",-.4868784,7,4.425749,
2010,"ID",-.4868784,7,4.178586,
1880,"IL",-.1121334,7,,
1900,"IL",-.1121334,7,,
1920,"IL",-.1121334,7,,
1929,"IL",-.1121334,7,,
1930,"IL",-.1121334,7,,
1931,"IL",-.1121334,7,,
1932,"IL",-.1121334,7,,
1933,"IL",-.1121334,7,,
1934,"IL",-.1121334,7,,
1935,"IL",-.1121334,7,,
1936,"IL",-.1121334,7,,
1937,"IL",-.1121334,7,,
1938,"IL",-.1121334,7,,
1939,"IL",-.1121334,7,,
1940,"IL",-.1121334,7,.1265022,
1941,"IL",-.1121334,7,.1257902,
1942,"IL",-.1121334,7,.1252474,
1943,"IL",-.1121334,7,.1261313,
1944,"IL",-.1121334,7,.1009051,
1945,"IL",-.1121334,7,.1059828,
1946,"IL",-.1121334,7,.1083408,
1947,"IL",-.1121334,7,.1097791,
1948,"IL",-.1121334,7,.149551,
1949,"IL",-.1121334,7,.169198,
1950,"IL",-.1121334,7,.1908806,
1951,"IL",-.1121334,7,.1783728,
1952,"IL",-.1121334,7,.1659566,
1953,"IL",-.1121334,7,.197204,
1954,"IL",-.1121334,7,.2512464,
1955,"IL",-.1121334,7,.2911034,
1956,"IL",-.1121334,7,.3418136,
1957,"IL",-.1121334,7,.3608591,
1958,"IL",-.1121334,7,.364663,
1959,"IL",-.1121334,7,.3901451,
1960,"IL",-.1121334,7,.4053859,
1961,"IL",-.1121334,7,.435001,
1962,"IL",-.1121334,7,.4836391,
1963,"IL",-.1121334,7,.5548757,
1964,"IL",-.1121334,7,.5386405,
1965,"IL",-.1121334,7,.5698136,
1966,"IL",-.1121334,7,.589911,
1967,"IL",-.1121334,7,.659365,
1968,"IL",-.1121334,7,.7179289,
1969,"IL",-.1121334,7,.7574915,
1970,"IL",-.1121334,7,.7978081,
1971,"IL",-.1121334,7,.8395845,
1972,"IL",-.1121334,7,.8442413,
1973,"IL",-.1121334,7,.8620909,
1974,"IL",-.1121334,7,.948466,
1975,"IL",-.1121334,7,1.050035,
1976,"IL",-.1121334,7,1.116623,
1977,"IL",-.1121334,7,1.173946,
1978,"IL",-.1121334,7,1.222225,
1979,"IL",-.1121334,7,1.262649,
1980,"IL",-.1121334,7,1.268957,
1981,"IL",-.1121334,7,1.381077,
1982,"IL",-.1121334,7,1.450337,
1983,"IL",-.1121334,7,1.439837,
1984,"IL",-.1121334,7,1.385756,
1985,"IL",-.1121334,7,1.261424,
1986,"IL",-.1121334,7,1.199597,
1987,"IL",-.1121334,7,1.147135,
1988,"IL",-.1121334,7,1.121408,
1989,"IL",-.1121334,7,1.095274,
1990,"IL",-.1121334,7,1.156235,
1991,"IL",-.1121334,7,1.154245,
1992,"IL",-.1121334,7,1.125753,
1993,"IL",-.1121334,7,1.172395,
1994,"IL",-.1121334,7,1.228211,
1995,"IL",-.1121334,7,1.216772,
1996,"IL",-.1121334,7,1.17027,
1997,"IL",-.1121334,7,1.114163,
1998,"IL",-.1121334,7,1.031363,
1999,"IL",-.1121334,7,.9659733,
2000,"IL",-.1121334,7,.8972796,
2001,"IL",-.1121334,7,.7798187,
2002,"IL",-.1121334,7,.7576078,
2003,"IL",-.1121334,7,.6360397,
2004,"IL",-.1121334,7,.6133808,
2005,"IL",-.1121334,7,.650649,3
2006,"IL",-.1121334,7,.6488782,
2007,"IL",-.1121334,7,.6390231,
2008,"IL",-.1121334,7,.6842702,
2009,"IL",-.1121334,7,.7294962,
2010,"IL",-.1121334,7,.664389,
1880,"IN",-.8587673,9,,
1900,"IN",-.8587673,9,,
1920,"IN",-.8587673,9,,
1929,"IN",-.8587673,9,,
1930,"IN",-.8587673,9,,
1931,"IN",-.8587673,9,,
1932,"IN",-.8587673,9,,
1933,"IN",-.8587673,9,,
1934,"IN",-.8587673,9,,
1935,"IN",-.8587673,9,,
1936,"IN",-.8587673,9,,
1937,"IN",-.8587673,9,,
1938,"IN",-.8587673,9,,
1939,"IN",-.8587673,9,,
1940,"IN",-.8587673,9,0,
1941,"IN",-.8587673,9,0,
1942,"IN",-.8587673,9,0,
1943,"IN",-.8587673,9,0,
1944,"IN",-.8587673,9,0,
1945,"IN",-.8587673,9,0,
1946,"IN",-.8587673,9,.0385788,
1947,"IN",-.8587673,9,.0337564,
1948,"IN",-.8587673,9,.0300057,
1949,"IN",-.8587673,9,.0270051,
1950,"IN",-.8587673,9,.0270051,
1951,"IN",-.8587673,9,.0514192,
1952,"IN",-.8587673,9,.0755272,
1953,"IN",-.8587673,9,.0755272,
1954,"IN",-.8587673,9,.1224315,
1955,"IN",-.8587673,9,.1224315,
1956,"IN",-.8587673,9,.117858,
1957,"IN",-.8587673,9,.1399379,
1958,"IN",-.8587673,9,.1835774,
1959,"IN",-.8587673,9,.1835774,
1960,"IN",-.8587673,9,.1835774,
1961,"IN",-.8587673,9,.180305,
1962,"IN",-.8587673,9,.1984268,
1963,"IN",-.8587673,9,.2401021,
1964,"IN",-.8587673,9,.1931978,
1965,"IN",-.8587673,9,.1931978,
1966,"IN",-.8587673,9,.1707662,
1967,"IN",-.8587673,9,.1486863,
1968,"IN",-.8587673,9,.1246815,
1969,"IN",-.8587673,9,.241345,
1970,"IN",-.8587673,9,.2797791,
1971,"IN",-.8587673,9,.3348291,
1972,"IN",-.8587673,9,.3492445,
1973,"IN",-.8587673,9,.3638636,
1974,"IN",-.8587673,9,.4386315,
1975,"IN",-.8587673,9,.5881341,
1976,"IN",-.8587673,9,.6253672,
1977,"IN",-.8587673,9,.6623695,
1978,"IN",-.8587673,9,.697817,
1979,"IN",-.8587673,9,.7638049,
1980,"IN",-.8587673,9,.7435833,
1981,"IN",-.8587673,9,.831612,
1982,"IN",-.8587673,9,.8664094,
1983,"IN",-.8587673,9,.9018515,
1984,"IN",-.8587673,9,.9003661,
1985,"IN",-.8587673,9,.8607695,
1986,"IN",-.8587673,9,.9152104,
1987,"IN",-.8587673,9,1.02438,
1988,"IN",-.8587673,9,.9875066,
1989,"IN",-.8587673,9,.8591668,
1990,"IN",-.8587673,9,.9489107,
1991,"IN",-.8587673,9,.9093256,
1992,"IN",-.8587673,9,.8707507,
1993,"IN",-.8587673,9,.9532601,
1994,"IN",-.8587673,9,1.035323,
1995,"IN",-.8587673,9,.9937764,
1996,"IN",-.8587673,9,.9867617,
1997,"IN",-.8587673,9,.9581333,
1998,"IN",-.8587673,9,1.073282,
1999,"IN",-.8587673,9,1.20094,
2000,"IN",-.8587673,9,1.224306,
2001,"IN",-.8587673,9,1.230225,
2002,"IN",-.8587673,9,1.307312,
2003,"IN",-.8587673,9,1.32672,
2004,"IN",-.8587673,9,1.235548,
2005,"IN",-.8587673,9,1.310533,20
2006,"IN",-.8587673,9,1.383785,
2007,"IN",-.8587673,9,1.501366,
2008,"IN",-.8587673,9,1.476961,
2009,"IN",-.8587673,9,1.480769,
2010,"IN",-.8587673,9,1.518922,
1880,"KS",-.9663722,10,,
1900,"KS",-.9663722,10,,
1920,"KS",-.9663722,10,,
1929,"KS",-.9663722,10,,
1930,"KS",-.9663722,10,,
1931,"KS",-.9663722,10,,
1932,"KS",-.9663722,10,,
1933,"KS",-.9663722,10,,
1934,"KS",-.9663722,10,,
1935,"KS",-.9663722,10,,
1936,"KS",-.9663722,10,,
1937,"KS",-.9663722,10,,
1938,"KS",-.9663722,10,,
1939,"KS",-.9663722,10,,
1940,"KS",-.9663722,10,0,
1941,"KS",-.9663722,10,0,
1942,"KS",-.9663722,10,0,
1943,"KS",-.9663722,10,0,
1944,"KS",-.9663722,10,0,
1945,"KS",-.9663722,10,0,
1946,"KS",-.9663722,10,0,
1947,"KS",-.9663722,10,.0675311,
1948,"KS",-.9663722,10,.1187544,
1949,"KS",-.9663722,10,.2107751,
1950,"KS",-.9663722,10,.2107751,
1951,"KS",-.9663722,10,.2107751,
1952,"KS",-.9663722,10,.2107751,
1953,"KS",-.9663722,10,.2609255,
1954,"KS",-.9663722,10,.2609255,
1955,"KS",-.9663722,10,.2609255,
1956,"KS",-.9663722,10,.2609255,
1957,"KS",-.9663722,10,.2538931,
1958,"KS",-.9663722,10,.201039,
1959,"KS",-.9663722,10,.1897355,
1960,"KS",-.9663722,10,.1897355,
1961,"KS",-.9663722,10,.1897355,
1962,"KS",-.9663722,10,.1897355,
1963,"KS",-.9663722,10,.1395851,
1964,"KS",-.9663722,10,.1395851,
1965,"KS",-.9663722,10,.1395851,
1966,"KS",-.9663722,10,.2759487,
1967,"KS",-.9663722,10,.3199895,
1968,"KS",-.9663722,10,.3651158,
1969,"KS",-.9663722,10,.3172459,
1970,"KS",-.9663722,10,.3617334,
1971,"KS",-.9663722,10,.4507754,
1972,"KS",-.9663722,10,.4507754,
1973,"KS",-.9663722,10,.6274251,
1974,"KS",-.9663722,10,.847895,
1975,"KS",-.9663722,10,.8917812,
1976,"KS",-.9663722,10,.7554176,
1977,"KS",-.9663722,10,.7506718,
1978,"KS",-.9663722,10,.8341454,
1979,"KS",-.9663722,10,.8746246,
1980,"KS",-.9663722,10,.998982,
1981,"KS",-.9663722,10,1.035734,
1982,"KS",-.9663722,10,1.119025,
1983,"KS",-.9663722,10,1.14937,
1984,"KS",-.9663722,10,1.011405,
1985,"KS",-.9663722,10,1.091108,
1986,"KS",-.9663722,10,1.214432,
1987,"KS",-.9663722,10,1.169038,
1988,"KS",-.9663722,10,1.16229,
1989,"KS",-.9663722,10,1.198407,
1990,"KS",-.9663722,10,1.069863,
1991,"KS",-.9663722,10,1.02411,
1992,"KS",-.9663722,10,.9408181,
1993,"KS",-.9663722,10,.8120546,
1994,"KS",-.9663722,10,.7683014,
1995,"KS",-.9663722,10,.7216057,
1996,"KS",-.9663722,10,.636529,
1997,"KS",-.9663722,10,.7094747,
1998,"KS",-.9663722,10,.6627934,
1999,"KS",-.9663722,10,.5414753,
2000,"KS",-.9663722,10,.5011746,
2001,"KS",-.9663722,10,.4951485,
2002,"KS",-.9663722,10,.7162622,
2003,"KS",-.9663722,10,.7849284,
2004,"KS",-.9663722,10,.8193194,
2005,"KS",-.9663722,10,.8517036,7
2006,"KS",-.9663722,10,.9944235,
2007,"KS",-.9663722,10,.9524288,
2008,"KS",-.9663722,10,.9840924,
2009,"KS",-.9663722,10,1.089998,
2010,"KS",-.9663722,10,1.264874,
1880,"KY",-.423602,10,,
1900,"KY",-.423602,10,,
1920,"KY",-.423602,10,,
1929,"KY",-.423602,10,,
1930,"KY",-.423602,10,,
1931,"KY",-.423602,10,,
1932,"KY",-.423602,10,,
1933,"KY",-.423602,10,,
1934,"KY",-.423602,10,,
1935,"KY",-.423602,10,,
1936,"KY",-.423602,10,,
1937,"KY",-.423602,10,,
1938,"KY",-.423602,10,,
1939,"KY",-.423602,10,,
1940,"KY",-.423602,10,0,
1941,"KY",-.423602,10,0,
1942,"KY",-.423602,10,0,
1943,"KY",-.423602,10,0,
1944,"KY",-.423602,10,.1529052,
1945,"KY",-.423602,10,.127421,
1946,"KY",-.423602,10,.109218,
1947,"KY",-.423602,10,.0955658,
1948,"KY",-.423602,10,.1638335,
1949,"KY",-.423602,10,.1474501,
1950,"KY",-.423602,10,.1815101,
1951,"KY",-.423602,10,.1815101,
1952,"KY",-.423602,10,.2842498,
1953,"KY",-.423602,10,.353144,
1954,"KY",-.423602,10,.3456094,
1955,"KY",-.423602,10,.3456094,
1956,"KY",-.423602,10,.3456094,
1957,"KY",-.423602,10,.3456094,
1958,"KY",-.423602,10,.3083843,
1959,"KY",-.423602,10,.3083843,
1960,"KY",-.423602,10,.3400922,
1961,"KY",-.423602,10,.3728361,
1962,"KY",-.423602,10,.2700964,
1963,"KY",-.423602,10,.2012022,
1964,"KY",-.423602,10,.1322841,
1965,"KY",-.423602,10,.1641313,
1966,"KY",-.423602,10,.1959076,
1967,"KY",-.423602,10,.2589593,
1968,"KY",-.423602,10,.2564858,
1969,"KY",-.423602,10,.3502945,
1970,"KY",-.423602,10,.4392972,
1971,"KY",-.423602,10,.4368723,
1972,"KY",-.423602,10,.4368723,
1973,"KY",-.423602,10,.5555113,
1974,"KY",-.423602,10,.6725718,
1975,"KY",-.423602,10,.6695534,
1976,"KY",-.423602,10,.7227523,
1977,"KY",-.423602,10,.7715887,
1978,"KY",-.423602,10,.7956702,
1979,"KY",-.423602,10,.7567515,
1980,"KY",-.423602,10,.6565627,
1981,"KY",-.423602,10,.6807338,
1982,"KY",-.423602,10,.7350307,
1983,"KY",-.423602,10,.6705266,
1984,"KY",-.423602,10,.6075867,
1985,"KY",-.423602,10,.6058229,
1986,"KY",-.423602,10,.5479642,
1987,"KY",-.423602,10,.5175241,
1988,"KY",-.423602,10,.5164914,
1989,"KY",-.423602,10,.4887952,
1990,"KY",-.423602,10,.4342133,
1991,"KY",-.423602,10,.460318,
1992,"KY",-.423602,10,.4856924,
1993,"KY",-.423602,10,.4840206,
1994,"KY",-.423602,10,.4558803,
1995,"KY",-.423602,10,.5317111,
1996,"KY",-.423602,10,.5301079,
1997,"KY",-.423602,10,.5498554,
1998,"KY",-.423602,10,.5205992,
1999,"KY",-.423602,10,.5680685,
2000,"KY",-.423602,10,.6174631,
2001,"KY",-.423602,10,.6106123,
2002,"KY",-.423602,10,.5553916,
2003,"KY",-.423602,10,.6729482,
2004,"KY",-.423602,10,.8158013,
2005,"KY",-.423602,10,.8563522,8
2006,"KY",-.423602,10,.9967456,
2007,"KY",-.423602,10,1.013013,
2008,"KY",-.423602,10,1.221028,
2009,"KY",-.423602,10,1.192693,
2010,"KY",-.423602,10,1.442405,
1880,"LA",-1.140521,8,,
1900,"LA",-1.140521,8,,
1920,"LA",-1.140521,8,,
1929,"LA",-1.140521,8,,
1930,"LA",-1.140521,8,,
1931,"LA",-1.140521,8,,
1932,"LA",-1.140521,8,,
1933,"LA",-1.140521,8,,
1934,"LA",-1.140521,8,,
1935,"LA",-1.140521,8,,
1936,"LA",-1.140521,8,,
1937,"LA",-1.140521,8,,
1938,"LA",-1.140521,8,,
1939,"LA",-1.140521,8,,
1940,"LA",-1.140521,8,.4219409,
1941,"LA",-1.140521,8,.4109704,
1942,"LA",-1.140521,8,.2739803,
1943,"LA",-1.140521,8,.2054852,
1944,"LA",-1.140521,8,.1643882,
1945,"LA",-1.140521,8,.1369901,
1946,"LA",-1.140521,8,.1174201,
1947,"LA",-1.140521,8,.1027426,
1948,"LA",-1.140521,8,.1341277,
1949,"LA",-1.140521,8,.15868,
1950,"LA",-1.140521,8,.1906423,
1951,"LA",-1.140521,8,.1506423,
1952,"LA",-1.140521,8,.1506423,
1953,"LA",-1.140521,8,.1506423,
1954,"LA",-1.140521,8,.1506423,
1955,"LA",-1.140521,8,.1506423,
1956,"LA",-1.140521,8,.1836239,
1957,"LA",-1.140521,8,.1836239,
1958,"LA",-1.140521,8,.1451031,
1959,"LA",-1.140521,8,.1383101,
1960,"LA",-1.140521,8,.0641536,
1961,"LA",-1.140521,8,.1249994,
1962,"LA",-1.140521,8,.1847901,
1963,"LA",-1.140521,8,.3032384,
1964,"LA",-1.140521,8,.3322576,
1965,"LA",-1.140521,8,.4752782,
1966,"LA",-1.140521,8,.4986347,
1967,"LA",-1.140521,8,.5265598,
1968,"LA",-1.140521,8,.5820691,
1969,"LA",-1.140521,8,.6337929,
1970,"LA",-1.140521,8,.7159799,
1971,"LA",-1.140521,8,.6820835,
1972,"LA",-1.140521,8,.6222928,
1973,"LA",-1.140521,8,.635811,
1974,"LA",-1.140521,8,.7114841,
1975,"LA",-1.140521,8,.6199176,
1976,"LA",-1.140521,8,.6141915,
1977,"LA",-1.140521,8,.7356843,
1978,"LA",-1.140521,8,.8274761,
1979,"LA",-1.140521,8,.8170561,
1980,"LA",-1.140521,8,.7822276,
1981,"LA",-1.140521,8,.9420502,
1982,"LA",-1.140521,8,1.079899,
1983,"LA",-1.140521,8,1.06169,
1984,"LA",-1.140521,8,1.138796,
1985,"LA",-1.140521,8,1.200769,
1986,"LA",-1.140521,8,1.240923,
1987,"LA",-1.140521,8,1.252642,
1988,"LA",-1.140521,8,1.268554,
1989,"LA",-1.140521,8,1.337159,
1990,"LA",-1.140521,8,1.384553,
1991,"LA",-1.140521,8,1.315337,
1992,"LA",-1.140521,8,1.387132,
1993,"LA",-1.140521,8,1.458713,
1994,"LA",-1.140521,8,1.368922,
1995,"LA",-1.140521,8,1.369681,
1996,"LA",-1.140521,8,1.438047,
1997,"LA",-1.140521,8,1.412624,
1998,"LA",-1.140521,8,1.51966,
1999,"LA",-1.140521,8,1.445832,
2000,"LA",-1.140521,8,1.485251,
2001,"LA",-1.140521,8,1.501687,
2002,"LA",-1.140521,8,1.336515,
2003,"LA",-1.140521,8,1.26177,
2004,"LA",-1.140521,8,1.235665,
2005,"LA",-1.140521,8,1.143328,15
2006,"LA",-1.140521,8,1.239852,
2007,"LA",-1.140521,8,1.264117,
2008,"LA",-1.140521,8,1.151682,
2009,"LA",-1.140521,8,1.329329,
2010,"LA",-1.140521,8,1.459228,
1880,"MA",1.57086,9,,
1900,"MA",1.57086,9,,
1920,"MA",1.57086,9,,
1929,"MA",1.57086,9,,
1930,"MA",1.57086,9,,
1931,"MA",1.57086,9,,
1932,"MA",1.57086,9,,
1933,"MA",1.57086,9,,
1934,"MA",1.57086,9,,
1935,"MA",1.57086,9,,
1936,"MA",1.57086,9,,
1937,"MA",1.57086,9,,
1938,"MA",1.57086,9,,
1939,"MA",1.57086,9,,
1940,"MA",1.57086,9,0,
1941,"MA",1.57086,9,0,
1942,"MA",1.57086,9,0,
1943,"MA",1.57086,9,.0584522,
1944,"MA",1.57086,9,.0467617,
1945,"MA",1.57086,9,.0389681,
1946,"MA",1.57086,9,.0334012,
1947,"MA",1.57086,9,.0292261,
1948,"MA",1.57086,9,.0259787,
1949,"MA",1.57086,9,.0444735,
1950,"MA",1.57086,9,.0444735,
1951,"MA",1.57086,9,.0444735,
1952,"MA",1.57086,9,.0444735,
1953,"MA",1.57086,9,.0627072,
1954,"MA",1.57086,9,.0627072,
1955,"MA",1.57086,9,.0627072,
1956,"MA",1.57086,9,.1035987,
1957,"MA",1.57086,9,.1238868,
1958,"MA",1.57086,9,.1238868,
1959,"MA",1.57086,9,.1223369,
1960,"MA",1.57086,9,.1998563,
1961,"MA",1.57086,9,.2381778,
1962,"MA",1.57086,9,.2571783,
1963,"MA",1.57086,9,.2155637,
1964,"MA",1.57086,9,.2706298,
1965,"MA",1.57086,9,.3251554,
1966,"MA",1.57086,9,.3565313,
1967,"MA",1.57086,9,.3541196,
1968,"MA",1.57086,9,.4431192,
1969,"MA",1.57086,9,.4766738,
1970,"MA",1.57086,9,.4692844,
1971,"MA",1.57086,9,.4309628,
1972,"MA",1.57086,9,.4813811,
1973,"MA",1.57086,9,.5505396,
1974,"MA",1.57086,9,.5820238,
1975,"MA",1.57086,9,.6489809,
1976,"MA",1.57086,9,.7158713,
1977,"MA",1.57086,9,.7676317,
