year,stateabbrev,WRLURI,planner,luPcCum,roll2005t
1978,"MA",1.57086,9,.7308702,
1979,"MA",1.57086,9,.8518013,
1980,"MA",1.57086,9,.9034938,
1981,"MA",1.57086,9,1.059509,
1982,"MA",1.57086,9,1.128708,
1983,"MA",1.57086,9,1.197495,
1984,"MA",1.57086,9,1.19655,
1985,"MA",1.57086,9,1.177095,
1986,"MA",1.57086,9,1.207352,
1987,"MA",1.57086,9,1.272504,
1988,"MA",1.57086,9,1.287156,
1989,"MA",1.57086,9,1.312613,
1990,"MA",1.57086,9,1.340227,
1991,"MA",1.57086,9,1.300521,
1992,"MA",1.57086,9,1.510235,
1993,"MA",1.57086,9,1.504291,
1994,"MA",1.57086,9,1.566342,
1995,"MA",1.57086,9,1.692273,
1996,"MA",1.57086,9,1.79795,
1997,"MA",1.57086,9,1.791654,
1998,"MA",1.57086,9,1.916095,
1999,"MA",1.57086,9,1.874904,
2000,"MA",1.57086,9,1.835512,
2001,"MA",1.57086,9,1.922403,
2002,"MA",1.57086,9,1.885732,
2003,"MA",1.57086,9,2.142984,
2004,"MA",1.57086,9,2.447585,
2005,"MA",1.57086,9,2.703752,33
2006,"MA",1.57086,9,3.037076,
2007,"MA",1.57086,9,3.297292,
2008,"MA",1.57086,9,3.554255,
2009,"MA",1.57086,9,3.978996,
2010,"MA",1.57086,9,4.28071,
1880,"MD",1.159479,14,,
1900,"MD",1.159479,14,,
1920,"MD",1.159479,14,,
1929,"MD",1.159479,14,,
1930,"MD",1.159479,14,,
1931,"MD",1.159479,14,,
1932,"MD",1.159479,14,,
1933,"MD",1.159479,14,,
1934,"MD",1.159479,14,,
1935,"MD",1.159479,14,,
1936,"MD",1.159479,14,,
1937,"MD",1.159479,14,,
1938,"MD",1.159479,14,,
1939,"MD",1.159479,14,,
1940,"MD",1.159479,14,.5437738,
1941,"MD",1.159479,14,.5327111,
1942,"MD",1.159479,14,.3551407,
1943,"MD",1.159479,14,.2663555,
1944,"MD",1.159479,14,.2130844,
1945,"MD",1.159479,14,.1775704,
1946,"MD",1.159479,14,.1522032,
1947,"MD",1.159479,14,.1331778,
1948,"MD",1.159479,14,.2651584,
1949,"MD",1.159479,14,.2815795,
1950,"MD",1.159479,14,.3121278,
1951,"MD",1.159479,14,.3009298,
1952,"MD",1.159479,14,.3409298,
1953,"MD",1.159479,14,.3798857,
1954,"MD",1.159479,14,.4916176,
1955,"MD",1.159479,14,.6010268,
1956,"MD",1.159479,14,.7433249,
1957,"MD",1.159479,14,.9521659,
1958,"MD",1.159479,14,.8871346,
1959,"MD",1.159479,14,.9420449,
1960,"MD",1.159479,14,1.081983,
1961,"MD",1.159479,14,1.16696,
1962,"MD",1.159479,14,1.2189,
1963,"MD",1.159479,14,1.298078,
1964,"MD",1.159479,14,1.444078,
1965,"MD",1.159479,14,1.612447,
1966,"MD",1.159479,14,1.659594,
1967,"MD",1.159479,14,1.770157,
1968,"MD",1.159479,14,1.965211,
1969,"MD",1.159479,14,2.203454,
1970,"MD",1.159479,14,2.28331,
1971,"MD",1.159479,14,2.306526,
1972,"MD",1.159479,14,2.459617,
1973,"MD",1.159479,14,2.706533,
1974,"MD",1.159479,14,2.811703,
1975,"MD",1.159479,14,2.702307,
1976,"MD",1.159479,14,2.72858,
1977,"MD",1.159479,14,2.742935,
1978,"MD",1.159479,14,2.5283,
1979,"MD",1.159479,14,2.381629,
1980,"MD",1.159479,14,2.313448,
1981,"MD",1.159479,14,2.258142,
1982,"MD",1.159479,14,2.223249,
1983,"MD",1.159479,14,1.997303,
1984,"MD",1.159479,14,1.817666,
1985,"MD",1.159479,14,1.694604,
1986,"MD",1.159479,14,1.657182,
1987,"MD",1.159479,14,1.476744,
1988,"MD",1.159479,14,1.536601,
1989,"MD",1.159479,14,1.558717,
1990,"MD",1.159479,14,1.488854,
1991,"MD",1.159479,14,1.518262,
1992,"MD",1.159479,14,1.369059,
1993,"MD",1.159479,14,1.39086,
1994,"MD",1.159479,14,1.307135,
1995,"MD",1.159479,14,1.537947,
1996,"MD",1.159479,14,1.613957,
1997,"MD",1.159479,14,1.596364,
1998,"MD",1.159479,14,1.777234,
1999,"MD",1.159479,14,1.717947,
2000,"MD",1.159479,14,1.720731,
2001,"MD",1.159479,14,1.783525,
2002,"MD",1.159479,14,1.998307,
2003,"MD",1.159479,14,1.928373,
2004,"MD",1.159479,14,1.955028,
2005,"MD",1.159479,14,1.73254,24
2006,"MD",1.159479,14,1.70925,
2007,"MD",1.159479,14,1.891912,
2008,"MD",1.159479,14,1.797191,
2009,"MD",1.159479,14,1.889253,
2010,"MD",1.159479,14,1.996325,
1880,"ME",.7450889,11,,
1900,"ME",.7450889,11,,
1920,"ME",.7450889,11,,
1929,"ME",.7450889,11,,
1930,"ME",.7450889,11,,
1931,"ME",.7450889,11,,
1932,"ME",.7450889,11,,
1933,"ME",.7450889,11,,
1934,"ME",.7450889,11,,
1935,"ME",.7450889,11,,
1936,"ME",.7450889,11,,
1937,"ME",.7450889,11,,
1938,"ME",.7450889,11,,
1939,"ME",.7450889,11,,
1940,"ME",.7450889,11,0,
1941,"ME",.7450889,11,0,
1942,"ME",.7450889,11,.3977725,
1943,"ME",.7450889,11,.608503,
1944,"ME",.7450889,11,.4868024,
1945,"ME",.7450889,11,.4056687,
1946,"ME",.7450889,11,.347716,
1947,"ME",.7450889,11,.3042515,
1948,"ME",.7450889,11,.2704458,
1949,"ME",.7450889,11,.2434012,
1950,"ME",.7450889,11,.2434012,
1951,"ME",.7450889,11,.2434012,
1952,"ME",.7450889,11,.2333591,
1953,"ME",.7450889,11,.1092896,
1954,"ME",.7450889,11,.2171645,
1955,"ME",.7450889,11,.2171645,
1956,"ME",.7450889,11,.2171645,
1957,"ME",.7450889,11,.2171645,
1958,"ME",.7450889,11,.2171645,
1959,"ME",.7450889,11,.2171645,
1960,"ME",.7450889,11,.2171645,
1961,"ME",.7450889,11,.2171645,
1962,"ME",.7450889,11,.1078749,
1963,"ME",.7450889,11,.2085798,
1964,"ME",.7450889,11,.1007049,
1965,"ME",.7450889,11,.2010058,
1966,"ME",.7450889,11,.2010058,
1967,"ME",.7450889,11,.3006074,
1968,"ME",.7450889,11,.3006074,
1969,"ME",.7450889,11,.3006074,
1970,"ME",.7450889,11,.5012528,
1971,"ME",.7450889,11,.5997092,
1972,"ME",.7450889,11,.6963447,
1973,"ME",.7450889,11,1.264587,
1974,"ME",.7450889,11,1.547593,
1975,"ME",.7450889,11,1.633636,
1976,"ME",.7450889,11,2.092369,
1977,"ME",.7450889,11,2.354637,
1978,"ME",.7450889,11,2.623585,
1979,"ME",.7450889,11,2.89027,
1980,"ME",.7450889,11,2.955851,
1981,"ME",.7450889,11,3.386946,
1982,"ME",.7450889,11,3.906138,
1983,"ME",.7450889,11,3.848665,
1984,"ME",.7450889,11,4.517519,
1985,"ME",.7450889,11,5.363046,
1986,"ME",.7450889,11,5.246157,
1987,"ME",.7450889,11,6.319398,
1988,"ME",.7450889,11,7.04726,
1989,"ME",.7450889,11,7.600275,
1990,"ME",.7450889,11,8.389483,
1991,"ME",.7450889,11,8.991629,
1992,"ME",.7450889,11,9.021739,
1993,"ME",.7450889,11,9.05423,
1994,"ME",.7450889,11,8.907095,
1995,"ME",.7450889,11,8.759838,
1996,"ME",.7450889,11,8.978415,
1997,"ME",.7450889,11,8.180869,
1998,"ME",.7450889,11,8.613621,
1999,"ME",.7450889,11,8.662247,
2000,"ME",.7450889,11,10.66067,
2001,"ME",.7450889,11,12.17347,
2002,"ME",.7450889,11,13.91958,
2003,"ME",.7450889,11,16.03104,
2004,"ME",.7450889,11,17.81445,
2005,"ME",.7450889,11,18.97717,47
2006,"ME",.7450889,11,20.07886,
2007,"ME",.7450889,11,20.27021,
2008,"ME",.7450889,11,19.81771,
2009,"ME",.7450889,11,19.7015,
2010,"ME",.7450889,11,17.17492,
1880,"MI",.0152725,10,,
1900,"MI",.0152725,10,,
1920,"MI",.0152725,10,,
1929,"MI",.0152725,10,,
1930,"MI",.0152725,10,,
1931,"MI",.0152725,10,,
1932,"MI",.0152725,10,,
1933,"MI",.0152725,10,,
1934,"MI",.0152725,10,,
1935,"MI",.0152725,10,,
1936,"MI",.0152725,10,,
1937,"MI",.0152725,10,,
1938,"MI",.0152725,10,,
1939,"MI",.0152725,10,,
1940,"MI",.0152725,10,0,
1941,"MI",.0152725,10,0,
1942,"MI",.0152725,10,0,
1943,"MI",.0152725,10,.0926612,
1944,"MI",.0152725,10,.1107657,
1945,"MI",.0152725,10,.0923048,
1946,"MI",.0152725,10,.0791184,
1947,"MI",.0152725,10,.0898047,
1948,"MI",.0152725,10,.1334774,
1949,"MI",.0152725,10,.1201296,
1950,"MI",.0152725,10,.1357376,
1951,"MI",.0152725,10,.1357376,
1952,"MI",.0152725,10,.1507751,
1953,"MI",.0152725,10,.1137107,
1954,"MI",.0152725,10,.0953923,
1955,"MI",.0152725,10,.0953923,
1956,"MI",.0152725,10,.0953923,
1957,"MI",.0152725,10,.1185667,
1958,"MI",.0152725,10,.0702809,
1959,"MI",.0152725,10,.0831559,
1960,"MI",.0152725,10,.1313723,
1961,"MI",.0152725,10,.1567112,
1962,"MI",.0152725,10,.1668848,
1963,"MI",.0152725,10,.1917048,
1964,"MI",.0152725,10,.2039193,
1965,"MI",.0152725,10,.2158853,
1966,"MI",.0152725,10,.2393816,
1967,"MI",.0152725,10,.2924461,
1968,"MI",.0152725,10,.3269447,
1969,"MI",.0152725,10,.3710109,
1970,"MI",.0152725,10,.4083492,
1971,"MI",.0152725,10,.4387403,
1972,"MI",.0152725,10,.5464978,
1973,"MI",.0152725,10,.63191,
1974,"MI",.0152725,10,.6965394,
1975,"MI",.0152725,10,.8163279,
1976,"MI",.0152725,10,.8367035,
1977,"MI",.0152725,10,.8095255,
1978,"MI",.0152725,10,.8184959,
1979,"MI",.0152725,10,.8696767,
1980,"MI",.0152725,10,.8225356,
1981,"MI",.0152725,10,.8536745,
1982,"MI",.0152725,10,.8304127,
1983,"MI",.0152725,10,.8196527,
1984,"MI",.0152725,10,.8533126,
1985,"MI",.0152725,10,.7656289,
1986,"MI",.0152725,10,.8422685,
1987,"MI",.0152725,10,.8529371,
1988,"MI",.0152725,10,.9721932,
1989,"MI",.0152725,10,1.004562,
1990,"MI",.0152725,10,1.025717,
1991,"MI",.0152725,10,1.023951,
1992,"MI",.0152725,10,1.00919,
1993,"MI",.0152725,10,.9830923,
1994,"MI",.0152725,10,.924684,
1995,"MI",.0152725,10,.9632902,
1996,"MI",.0152725,10,.9964887,
1997,"MI",.0152725,10,1.093608,
1998,"MI",.0152725,10,1.144125,
1999,"MI",.0152725,10,1.185506,
2000,"MI",.0152725,10,1.240949,
2001,"MI",.0152725,10,1.356025,
2002,"MI",.0152725,10,1.430812,
2003,"MI",.0152725,10,1.616372,
2004,"MI",.0152725,10,1.852681,
2005,"MI",.0152725,10,2.058528,29
2006,"MI",.0152725,10,2.253561,
2007,"MI",.0152725,10,2.32022,
2008,"MI",.0152725,10,2.458847,
2009,"MI",.0152725,10,2.458765,
2010,"MI",.0152725,10,2.530622,
1880,"MN",.2426256,15,,
1900,"MN",.2426256,15,,
1920,"MN",.2426256,15,,
1929,"MN",.2426256,15,,
1930,"MN",.2426256,15,,
1931,"MN",.2426256,15,,
1932,"MN",.2426256,15,,
1933,"MN",.2426256,15,,
1934,"MN",.2426256,15,,
1935,"MN",.2426256,15,,
1936,"MN",.2426256,15,,
1937,"MN",.2426256,15,,
1938,"MN",.2426256,15,,
1939,"MN",.2426256,15,,
1940,"MN",.2426256,15,.3584229,
1941,"MN",.2426256,15,.3631026,
1942,"MN",.2426256,15,.2420684,
1943,"MN",.2426256,15,.1815513,
1944,"MN",.2426256,15,.2245118,
1945,"MN",.2426256,15,.1870931,
1946,"MN",.2426256,15,.2647551,
1947,"MN",.2426256,15,.2316607,
1948,"MN",.2426256,15,.2059206,
1949,"MN",.2426256,15,.2194001,
1950,"MN",.2426256,15,.1835578,
1951,"MN",.2426256,15,.1467796,
1952,"MN",.2426256,15,.1467796,
1953,"MN",.2426256,15,.1795665,
1954,"MN",.2426256,15,.1399311,
1955,"MN",.2426256,15,.1399311,
1956,"MN",.2426256,15,.0668584,
1957,"MN",.2426256,15,.0974021,
1958,"MN",.2426256,15,.0974021,
1959,"MN",.2426256,15,.1227483,
1960,"MN",.2426256,15,.1811424,
1961,"MN",.2426256,15,.1811424,
1962,"MN",.2426256,15,.2096081,
1963,"MN",.2426256,15,.2334624,
1964,"MN",.2426256,15,.2334624,
1965,"MN",.2426256,15,.2613021,
1966,"MN",.2426256,15,.2613021,
1967,"MN",.2426256,15,.2580883,
1968,"MN",.2426256,15,.3391036,
1969,"MN",.2426256,15,.3595156,
1970,"MN",.2426256,15,.3273321,
1971,"MN",.2426256,15,.3792545,
1972,"MN",.2426256,15,.5318134,
1973,"MN",.2426256,15,.5523891,
1974,"MN",.2426256,15,.6036915,
1975,"MN",.2426256,15,.8051049,
1976,"MN",.2426256,15,1.007299,
1977,"MN",.2426256,15,1.130728,
1978,"MN",.2426256,15,1.174567,
1979,"MN",.2426256,15,1.268084,
1980,"MN",.2426256,15,1.51115,
1981,"MN",.2426256,15,1.629472,
1982,"MN",.2426256,15,1.521061,
1983,"MN",.2426256,15,1.540429,
1984,"MN",.2426256,15,1.801799,
1985,"MN",.2426256,15,1.739838,
1986,"MN",.2426256,15,1.846784,
1987,"MN",.2426256,15,1.955757,
1988,"MN",.2426256,15,2.040392,
1989,"MN",.2426256,15,2.005356,
1990,"MN",.2426256,15,1.941097,
1991,"MN",.2426256,15,1.996034,
1992,"MN",.2426256,15,2.079129,
1993,"MN",.2426256,15,2.245937,
1994,"MN",.2426256,15,2.085096,
1995,"MN",.2426256,15,2.218222,
1996,"MN",.2426256,15,2.121269,
1997,"MN",.2426256,15,2.197432,
1998,"MN",.2426256,15,2.17492,
1999,"MN",.2426256,15,2.241801,
2000,"MN",.2426256,15,2.401622,
2001,"MN",.2426256,15,2.537683,
2002,"MN",.2426256,15,2.700767,
2003,"MN",.2426256,15,2.872711,
2004,"MN",.2426256,15,2.996052,
2005,"MN",.2426256,15,3.08629,36
2006,"MN",.2426256,15,3.493832,
2007,"MN",.2426256,15,3.63804,
2008,"MN",.2426256,15,3.832232,
2009,"MN",.2426256,15,4.176157,
2010,"MN",.2426256,15,4.319737,
1880,"MO",-.8157814,7,,
1900,"MO",-.8157814,7,,
1920,"MO",-.8157814,7,,
1929,"MO",-.8157814,7,,
1930,"MO",-.8157814,7,,
1931,"MO",-.8157814,7,,
1932,"MO",-.8157814,7,,
1933,"MO",-.8157814,7,,
1934,"MO",-.8157814,7,,
1935,"MO",-.8157814,7,,
1936,"MO",-.8157814,7,,
1937,"MO",-.8157814,7,,
1938,"MO",-.8157814,7,,
1939,"MO",-.8157814,7,,
1940,"MO",-.8157814,7,0,
1941,"MO",-.8157814,7,0,
1942,"MO",-.8157814,7,0,
1943,"MO",-.8157814,7,0,
1944,"MO",-.8157814,7,.056243,
1945,"MO",-.8157814,7,.094312,
1946,"MO",-.8157814,7,.1568469,
1947,"MO",-.8157814,7,.137241,
1948,"MO",-.8157814,7,.2376124,
1949,"MO",-.8157814,7,.239611,
1950,"MO",-.8157814,7,.239611,
1951,"MO",-.8157814,7,.2645176,
1952,"MO",-.8157814,7,.3148701,
1953,"MO",-.8157814,7,.3148701,
1954,"MO",-.8157814,7,.335937,
1955,"MO",-.8157814,7,.3316609,
1956,"MO",-.8157814,7,.2784553,
1957,"MO",-.8157814,7,.2784553,
1958,"MO",-.8157814,7,.2221753,
1959,"MO",-.8157814,7,.266871,
1960,"MO",-.8157814,7,.3131031,
1961,"MO",-.8157814,7,.3111903,
1962,"MO",-.8157814,7,.2837894,
1963,"MO",-.8157814,7,.4431701,
1964,"MO",-.8157814,7,.4164941,
1965,"MO",-.8157814,7,.4594636,
1966,"MO",-.8157814,7,.4815728,
1967,"MO",-.8157814,7,.5917293,
1968,"MO",-.8157814,7,.6096252,
1969,"MO",-.8157814,7,.6900316,
1970,"MO",-.8157814,7,.7291827,
1971,"MO",-.8157814,7,.7061889,
1972,"MO",-.8157814,7,.8094671,
1973,"MO",-.8157814,7,.7966956,
1974,"MO",-.8157814,7,.8786678,
1975,"MO",-.8157814,7,.8740689,
1976,"MO",-.8157814,7,.9970808,
1977,"MO",-.8157814,7,1.052042,
1978,"MO",-.8157814,7,1.047954,
1979,"MO",-.8157814,7,.9379976,
1980,"MO",-.8157814,7,1.015151,
1981,"MO",-.8157814,7,1.096253,
1982,"MO",-.8157814,7,1.071454,
1983,"MO",-.8157814,7,.9450728,
1984,"MO",-.8157814,7,.941085,
1985,"MO",-.8157814,7,.9785196,
1986,"MO",-.8157814,7,1.03248,
1987,"MO",-.8157814,7,1.005793,
1988,"MO",-.8157814,7,1.081955,
1989,"MO",-.8157814,7,1.119545,
1990,"MO",-.8157814,7,1.09349,
1991,"MO",-.8157814,7,1.205782,
1992,"MO",-.8157814,7,1.296028,
1993,"MO",-.8157814,7,1.389627,
1994,"MO",-.8157814,7,1.476941,
1995,"MO",-.8157814,7,1.525694,
1996,"MO",-.8157814,7,1.418666,
1997,"MO",-.8157814,7,1.42619,
1998,"MO",-.8157814,7,1.397103,
1999,"MO",-.8157814,7,1.480421,
2000,"MO",-.8157814,7,1.433109,
2001,"MO",-.8157814,7,1.310623,
2002,"MO",-.8157814,7,1.189432,
2003,"MO",-.8157814,7,1.163181,
2004,"MO",-.8157814,7,1.010166,
2005,"MO",-.8157814,7,1.034121,13
2006,"MO",-.8157814,7,1.044758,
2007,"MO",-.8157814,7,.9837288,
2008,"MO",-.8157814,7,1.010114,
2009,"MO",-.8157814,7,.9154016,
2010,"MO",-.8157814,7,.8929405,
1880,"MS",-.7378471,7,,
1900,"MS",-.7378471,7,,
1920,"MS",-.7378471,7,,
1929,"MS",-.7378471,7,,
1930,"MS",-.7378471,7,,
1931,"MS",-.7378471,7,,
1932,"MS",-.7378471,7,,
1933,"MS",-.7378471,7,,
1934,"MS",-.7378471,7,,
1935,"MS",-.7378471,7,,
1936,"MS",-.7378471,7,,
1937,"MS",-.7378471,7,,
1938,"MS",-.7378471,7,,
1939,"MS",-.7378471,7,,
1940,"MS",-.7378471,7,0,
1941,"MS",-.7378471,7,0,
1942,"MS",-.7378471,7,.1512402,
1943,"MS",-.7378471,7,.1134301,
1944,"MS",-.7378471,7,.1851282,
1945,"MS",-.7378471,7,.1542735,
1946,"MS",-.7378471,7,.1322345,
1947,"MS",-.7378471,7,.1157052,
1948,"MS",-.7378471,7,.102849,
1949,"MS",-.7378471,7,.1405257,
1950,"MS",-.7378471,7,.1405257,
1951,"MS",-.7378471,7,.1405257,
1952,"MS",-.7378471,7,.0951537,
1953,"MS",-.7378471,7,.0951537,
1954,"MS",-.7378471,7,.0479616,
1955,"MS",-.7378471,7,.0479616,
1956,"MS",-.7378471,7,.0479616,
1957,"MS",-.7378471,7,.0479616,
1958,"MS",-.7378471,7,.0959003,
1959,"MS",-.7378471,7,.0947113,
1960,"MS",-.7378471,7,.1405408,
1961,"MS",-.7378471,7,.1858718,
1962,"MS",-.7378471,7,.1858718,
1963,"MS",-.7378471,7,.230435,
1964,"MS",-.7378471,7,.230435,
1965,"MS",-.7378471,7,.230435,
1966,"MS",-.7378471,7,.230435,
1967,"MS",-.7378471,7,.3202017,
1968,"MS",-.7378471,7,.3173284,
1969,"MS",-.7378471,7,.2705557,
1970,"MS",-.7378471,7,.3597926,
1971,"MS",-.7378471,7,.4468811,
1972,"MS",-.7378471,7,.490222,
1973,"MS",-.7378471,7,.4882155,
1974,"MS",-.7378471,7,.4882155,
1975,"MS",-.7378471,7,.5715514,
1976,"MS",-.7378471,7,.5715514,
1977,"MS",-.7378471,7,.5224384,
1978,"MS",-.7378471,7,.4773731,
1979,"MS",-.7378471,7,.4773731,
1980,"MS",-.7378471,7,.3819052,
1981,"MS",-.7378471,7,.2888709,
1982,"MS",-.7378471,7,.3237535,
1983,"MS",-.7378471,7,.3590869,
1984,"MS",-.7378471,7,.4366648,
1985,"MS",-.7378471,7,.3919671,
1986,"MS",-.7378471,7,.5461932,
1987,"MS",-.7378471,7,.5441714,
1988,"MS",-.7378471,7,.6991891,
1989,"MS",-.7378471,7,.854573,
1990,"MS",-.7378471,7,.8149744,
1991,"MS",-.7378471,7,.89103,
1992,"MS",-.7378471,7,.8890338,
1993,"MS",-.7378471,7,.848807,
1994,"MS",-.7378471,7,.8456064,
1995,"MS",-.7378471,7,1.027341,
1996,"MS",-.7378471,7,.9458928,
1997,"MS",-.7378471,7,1.015291,
1998,"MS",-.7378471,7,.9672316,
1999,"MS",-.7378471,7,1.059337,
2000,"MS",-.7378471,7,1.340201,
2001,"MS",-.7378471,7,1.364964,
2002,"MS",-.7378471,7,1.39368,
2003,"MS",-.7378471,7,1.530335,
2004,"MS",-.7378471,7,1.732869,
2005,"MS",-.7378471,7,1.615733,23
2006,"MS",-.7378471,7,1.646226,
2007,"MS",-.7378471,7,1.743089,
2008,"MS",-.7378471,7,1.737902,
2009,"MS",-.7378471,7,1.659402,
2010,"MS",-.7378471,7,1.546886,
1880,"MT",-.1050767,10,,
1900,"MT",-.1050767,10,,
1920,"MT",-.1050767,10,,
1929,"MT",-.1050767,10,,
1930,"MT",-.1050767,10,,
1931,"MT",-.1050767,10,,
1932,"MT",-.1050767,10,,
1933,"MT",-.1050767,10,,
1934,"MT",-.1050767,10,,
1935,"MT",-.1050767,10,,
1936,"MT",-.1050767,10,,
1937,"MT",-.1050767,10,,
1938,"MT",-.1050767,10,,
1939,"MT",-.1050767,10,,
1940,"MT",-.1050767,10,0,
1941,"MT",-.1050767,10,0,
1942,"MT",-.1050767,10,0,
1943,"MT",-.1050767,10,0,
1944,"MT",-.1050767,10,0,
1945,"MT",-.1050767,10,0,
1946,"MT",-.1050767,10,0,
1947,"MT",-.1050767,10,0,
1948,"MT",-.1050767,10,0,
1949,"MT",-.1050767,10,0,
1950,"MT",-.1050767,10,0,
1951,"MT",-.1050767,10,0,
1952,"MT",-.1050767,10,0,
1953,"MT",-.1050767,10,0,
1954,"MT",-.1050767,10,0,
1955,"MT",-.1050767,10,0,
1956,"MT",-.1050767,10,0,
1957,"MT",-.1050767,10,0,
1958,"MT",-.1050767,10,.1501502,
1959,"MT",-.1050767,10,.299627,
1960,"MT",-.1050767,10,.299627,
1961,"MT",-.1050767,10,.299627,
1962,"MT",-.1050767,10,.299627,
1963,"MT",-.1050767,10,.299627,
1964,"MT",-.1050767,10,.4412701,
1965,"MT",-.1050767,10,.5829131,
1966,"MT",-.1050767,10,.7243558,
1967,"MT",-.1050767,10,.7243558,
1968,"MT",-.1050767,10,.7170628,
1969,"MT",-.1050767,10,.5675859,
1970,"MT",-.1050767,10,.8544593,
1971,"MT",-.1050767,10,1.135738,
1972,"MT",-.1050767,10,1.274794,
1973,"MT",-.1050767,10,1.54975,
1974,"MT",-.1050767,10,1.408107,
1975,"MT",-.1050767,10,1.933835,
1976,"MT",-.1050767,10,1.924228,
1977,"MT",-.1050767,10,2.05387,
1978,"MT",-.1050767,10,1.911013,
1979,"MT",-.1050767,10,2.417877,
1980,"MT",-.1050767,10,2.511351,
1981,"MT",-.1050767,10,2.355807,
1982,"MT",-.1050767,10,2.465512,
1983,"MT",-.1050767,10,2.681939,
1984,"MT",-.1050767,10,2.925573,
1985,"MT",-.1050767,10,2.623023,
1986,"MT",-.1050767,10,2.736967,
1987,"MT",-.1050767,10,3.228393,
1988,"MT",-.1050767,10,3.728268,
1989,"MT",-.1050767,10,3.471519,
1990,"MT",-.1050767,10,3.466076,
1991,"MT",-.1050767,10,3.463847,
1992,"MT",-.1050767,10,3.336185,
1993,"MT",-.1050767,10,3.199932,
1994,"MT",-.1050767,10,3.072401,
1995,"MT",-.1050767,10,3.049829,
1996,"MT",-.1050767,10,3.142553,
1997,"MT",-.1050767,10,2.633861,
1998,"MT",-.1050767,10,2.470147,
1999,"MT",-.1050767,10,2.331452,
2000,"MT",-.1050767,10,2.399136,
2001,"MT",-.1050767,10,2.496148,
2002,"MT",-.1050767,10,2.923494,
2003,"MT",-.1050767,10,2.677104,
2004,"MT",-.1050767,10,2.991104,
2005,"MT",-.1050767,10,2.861597,35
2006,"MT",-.1050767,10,2.733025,
2007,"MT",-.1050767,10,2.724307,
2008,"MT",-.1050767,10,3.207471,
2009,"MT",-.1050767,10,3.909074,
2010,"MT",-.1050767,10,3.870159,
1880,"NC",-.2082547,12,,
1900,"NC",-.2082547,12,,
1920,"NC",-.2082547,12,,
1929,"NC",-.2082547,12,,
1930,"NC",-.2082547,12,,
1931,"NC",-.2082547,12,,
1932,"NC",-.2082547,12,,
1933,"NC",-.2082547,12,,
1934,"NC",-.2082547,12,,
1935,"NC",-.2082547,12,,
1936,"NC",-.2082547,12,,
1937,"NC",-.2082547,12,,
1938,"NC",-.2082547,12,,
1939,"NC",-.2082547,12,,
1940,"NC",-.2082547,12,0,
1941,"NC",-.2082547,12,0,
1942,"NC",-.2082547,12,0,
1943,"NC",-.2082547,12,0,
1944,"NC",-.2082547,12,0,
1945,"NC",-.2082547,12,0,
1946,"NC",-.2082547,12,0,
1947,"NC",-.2082547,12,.0331389,
1948,"NC",-.2082547,12,.0294568,
1949,"NC",-.2082547,12,.0265111,
1950,"NC",-.2082547,12,.0265111,
1951,"NC",-.2082547,12,.0265111,
1952,"NC",-.2082547,12,.0265111,
1953,"NC",-.2082547,12,.050783,
1954,"NC",-.2082547,12,.0749902,
1955,"NC",-.2082547,12,.098564,
1956,"NC",-.2082547,12,.1217712,
1957,"NC",-.2082547,12,.0952601,
1958,"NC",-.2082547,12,.0952601,
1959,"NC",-.2082547,12,.0952601,
1960,"NC",-.2082547,12,.1389951,
1961,"NC",-.2082547,12,.2247767,
1962,"NC",-.2082547,12,.2247767,
1963,"NC",-.2082547,12,.2005049,
1964,"NC",-.2082547,12,.1971223,
1965,"NC",-.2082547,12,.1735485,
1966,"NC",-.2082547,12,.1503413,
1967,"NC",-.2082547,12,.1503413,
1968,"NC",-.2082547,12,.1703253,
1969,"NC",-.2082547,12,.2498324,
1970,"NC",-.2082547,12,.2453196,
1971,"NC",-.2082547,12,.1595379,
1972,"NC",-.2082547,12,.2539473,
1973,"NC",-.2082547,12,.2911052,
1974,"NC",-.2082547,12,.3069031,
1975,"NC",-.2082547,12,.3791692,
1976,"NC",-.2082547,12,.4149253,
1977,"NC",-.2082547,12,.4325666,
1978,"NC",-.2082547,12,.4648448,
1979,"NC",-.2082547,12,.4198112,
1980,"NC",-.2082547,12,.5331578,
1981,"NC",-.2082547,12,.6506734,
1982,"NC",-.2082547,12,.6061053,
1983,"NC",-.2082547,12,.7664114,
1984,"NC",-.2082547,12,.8595746,
1985,"NC",-.2082547,12,.8352782,
1986,"NC",-.2082547,12,.9260728,
1987,"NC",-.2082547,12,.9865114,
1988,"NC",-.2082547,12,1.011403,
1989,"NC",-.2082547,12,1.083548,
1990,"NC",-.2082547,12,.9910029,
1991,"NC",-.2082547,12,.9177071,
1992,"NC",-.2082547,12,.9693559,
1993,"NC",-.2082547,12,.8144886,
1994,"NC",-.2082547,12,.7542691,
1995,"NC",-.2082547,12,.73353,
1996,"NC",-.2082547,12,.6603079,
1997,"NC",-.2082547,12,.6997702,
1998,"NC",-.2082547,12,.69945,
1999,"NC",-.2082547,12,.6683092,
2000,"NC",-.2082547,12,.6825279,
2001,"NC",-.2082547,12,.7357486,
2002,"NC",-.2082547,12,.8024023,
2003,"NC",-.2082547,12,.8904083,
2004,"NC",-.2082547,12,.9260666,
2005,"NC",-.2082547,12,1.036681,14
2006,"NC",-.2082547,12,1.117923,
2007,"NC",-.2082547,12,1.121021,
