statefip,skill,basePop,netMig,lr,lincShared
"New York",1,105902,-.0307758,10.11279,10.16902
"New York",0,381494,-.0258517,9.836269,10.16902
"New York",1,59268,-1.107977,10.18012,10.30374
"New York",0,170430,.8942177,9.98933,10.30374
"New York",1,26179,-.4135692,9.839569,9.787854
"New York",0,70540,-.4694011,9.435707,9.787854
"New York",1,28809,1.158537,10.083,9.91752
"New York",0,79172,1.382651,9.569235,9.91752
"New York",0,80628,.4292149,9.626865,9.976251
"New York",1,32602,-.2649474,10.034,9.976251
"New York",0,72759,1.38612,9.548192,9.853042
"New York",1,25573,.3762763,9.818411,9.853042
"New York",1,47274,-1.08201,10.17234,10.19629
"New York",0,100599,-.9501396,9.804597,10.19629
"New York",1,9826,-.7117817,9.769189,9.999366
"New York",0,46371,-1.103262,9.707625,9.999366
"New York",1,25716,.1978223,9.735244,9.972745
"New York",0,97627,.6121142,9.73179,9.972745
"New York",1,16533,.8043221,9.697886,9.576198
"New York",0,49361,-.7678999,9.194894,9.576198
"New York",1,19800,1.45885,10.03911,10.13025
"New York",0,61634,-.7662647,9.792754,10.13025
"New York",1,28189,.2728503,9.797175,9.733827
"New York",0,111448,-1.348496,9.280794,9.733827
"New York",0,54358,2.438438,9.539176,9.848716
"New York",1,16343,1.021202,9.880753,9.848716
"New York",1,68706,.0361151,10.22744,10.2003
"New York",0,177728,-.7770844,9.793536,10.2003
"New York",0,157817,4.33865,9.584273,9.929276
"New York",1,43075,1.473926,9.810125,9.929276
"New York",0,3505907,-1.128452,9.838263,10.32067
"New York",1,1144445,-.7998965,10.15522,10.32067
"North Carolina",0,89332,-1.342852,8.579766,8.987055
"North Carolina",1,15445,.7558911,9.663218,8.987055
"North Carolina",1,13859,3.42073,9.914147,9.681371
"North Carolina",0,35838,1.368292,9.25388,9.681371
"North Carolina",0,180534,.5397865,9.105548,9.516487
"North Carolina",1,38812,-1.235035,9.915804,9.516487
"North Carolina",0,43116,-1.749819,9.565952,9.868187
"North Carolina",1,12204,.5422993,9.903386,9.868187
"North Carolina",1,22580,-.46873,10.2791,10.06593
"North Carolina",0,47823,1.08234,9.666555,10.06593
"North Carolina",1,10167,.5306729,9.801716,9.444364
"North Carolina",0,46365,-1.537182,9.054547,9.444364
"North Carolina",1,17613,.3478295,9.684469,9.711975
"North Carolina",0,84736,.9135409,9.38296,9.711975
"North Carolina",1,20820,-.9945647,9.911376,9.480681
"North Carolina",0,92697,-1.417409,9.048989,9.480681
"North Carolina",1,22099,2.930184,9.668633,9.986152
"North Carolina",0,41583,4.926039,9.449822,9.986152
"North Carolina",0,72925,-1.0161,8.197659,8.879132
"North Carolina",1,10925,.2516398,8.911788,8.879132
"North Carolina",1,14646,3.398401,10.04068,9.834475
"North Carolina",0,26491,-3.541823,8.695685,9.834475
"North Carolina",1,9464,-.3076397,9.648379,8.998313
"North Carolina",0,60748,.44152,8.559807,8.998313
"North Carolina",1,22943,-.0518622,9.642724,9.087587
"North Carolina",0,100461,-2.930213,8.47784,9.087587
"North Carolina",0,71936,.09895,8.865676,9.304004
"North Carolina",1,13966,1.720565,9.756667,9.304004
"North Carolina",1,6488,1.400521,9.630033,8.988326
"North Carolina",0,29213,-.1148427,8.429007,8.988326
"North Carolina",0,85967,1.899867,8.504025,9.138056
"North Carolina",1,18514,.3991156,9.768184,9.138056
"North Dakota",1,20303,-2.336354,9.360445,8.897678
"North Dakota",0,78141,-5.811426,8.028719,8.897678
"North Dakota",1,16909,-1.55722,9.04361,8.989694
"North Dakota",0,47308,-3.692169,8.232632,8.989694
"North Dakota",1,16278,-4.116698,9.504277,9.152255
"North Dakota",0,43843,-7.390097,8.508686,9.152255
"North Dakota",1,22816,-1.295463,9.92919,9.680065
"North Dakota",0,38938,-2.14561,8.116377,9.680065
"Ohio",1,35893,-.108919,9.623153,9.473111
"Ohio",0,93561,-.451898,8.579688,9.473111
"Ohio",0,137204,-2.21137,9.832686,10.13829
"Ohio",1,50779,-1.60174,10.10552,10.13829
"Ohio",1,57806,.0673196,9.791652,9.639147
"Ohio",0,139759,-.650925,9.21778,9.639147
"Ohio",1,54192,.8801669,9.475986,9.632572
"Ohio",0,131341,1.097918,9.155935,9.632572
"Ohio",0,124423,.6513284,9.827689,10.1869
"Ohio",1,69949,1.42716,10.13555,10.1869
"Ohio",0,109455,.4300666,9.81596,10.14976
"Ohio",1,58426,-.7946105,10.07701,10.14976
"Ohio",0,40294,1.931214,9.795226,10.13396
"Ohio",1,16665,-1.931214,10.25932,10.13396
"Ohio",0,65102,3.994818,9.750869,9.984016
"Ohio",1,25991,.393005,9.698658,9.984016
"Ohio",0,494698,-1.677128,9.892923,10.2476
"Ohio",1,211092,-.9784781,10.14856,10.2476
"Ohio",1,27085,.325542,9.809425,9.716694
"Ohio",0,65069,.015192,9.232972,9.716694
"Ohio",0,75332,3.539849,9.535001,9.818991
"Ohio",1,28712,2.222137,9.690784,9.818991
"Ohio",1,54656,-.1494593,10.17396,10.1808
"Ohio",0,123988,-3.055798,9.885321,10.1808
"Ohio",0,89168,-1.734104,9.808012,10.08343
"Ohio",1,27434,-.2452788,10.12956,10.08343
"Ohio",1,44232,-.4884196,10.20257,10.22631
"Ohio",0,135122,.886515,9.94641,10.22631
"Ohio",1,19011,1.703657,9.67838,9.719172
"Ohio",0,45556,2.081559,9.348753,9.719172
"Ohio",1,28250,-1.222431,9.72064,9.656976
"Ohio",0,95847,1.110422,9.38385,9.656976
"Ohio",0,75364,-.9386693,9.645372,9.947721
"Ohio",1,17640,-.2505269,10.05219,9.947721
"Ohio",0,52863,3.461613,8.807896,9.249333
"Ohio",1,14100,2.350552,9.126287,9.249333
"Ohio",0,240575,-1.660429,9.729091,10.14302
"Ohio",1,83016,-.5887061,10.2591,10.14302
"Ohio",1,13352,-1.856126,9.876653,9.498199
"Ohio",0,68108,.3989688,9.18459,9.498199
"Ohio",0,54977,-1.152168,8.999028,9.415247
"Ohio",1,15846,.5393728,9.735671,9.415247
"Oklahoma",0,45136,-12.12671,8.344175,8.83936
"Oklahoma",1,12159,-3.665241,9.063145,8.83936
"Oklahoma",0,68822,-3.951491,8.76614,9.285405
"Oklahoma",1,29470,-1.800757,9.412082,9.285405
"Oklahoma",0,62380,-.6379746,9.014257,9.415728
"Oklahoma",1,17247,-1.758198,9.893892,9.415728
"Oklahoma",0,59858,-3.69076,9.362852,10.01211
"Oklahoma",1,41151,-1.705789,10.16807,10.01211
"Oklahoma",0,99906,-12.31719,8.2191,8.904223
"Oklahoma",1,30424,-2.915676,9.287345,8.904223
"Oklahoma",1,25295,-1.476555,9.807531,9.330351
"Oklahoma",0,72297,-2.009386,8.742593,9.330351
"Oklahoma",0,70508,-3.868922,9.450303,9.905299
"Oklahoma",1,52472,-1.678322,9.987939,9.905299
"Oklahoma",0,78880,-4.838196,8.905576,9.341485
"Oklahoma",1,18429,-.1027654,9.768662,9.341485
"Oklahoma",0,44139,-2.912155,8.586962,8.991542
"Oklahoma",1,12108,2.087222,9.334225,8.991542
"Oklahoma",0,41679,-1.368037,7.900067,8.659161
"Oklahoma",1,7077,1.390598,9.346372,8.659161
"Oklahoma",1,18457,-3.228237,9.67875,9.236559
"Oklahoma",0,73110,-8.943178,8.807528,9.236559
"Oklahoma",0,66610,-2.993839,8.078007,8.732813
"Oklahoma",1,9680,-1.179709,9.276556,8.732813
"Oregon",1,10409,-.3555148,9.576932,9.738281
"Oregon",0,24470,4.134293,9.445427,9.738281
"Oregon",1,10522,9.12158,9.347508,9.467852
"Oregon",0,22082,-.3128451,7.272322,9.467852
"Oregon",0,32256,5.342244,9.269523,9.56263
"Oregon",1,14728,-1.064192,9.521667,9.56263
"Oregon",1,94220,.5112047,10.02085,10.03379
"Oregon",0,140324,.7162835,9.726751,10.03379
"Oregon",1,18202,.654097,9.555144,9.634417
"Oregon",0,29956,9.448067,9.321397,9.634417
"Oregon",0,52534,14.82154,9.365714,9.706422
"Oregon",1,25157,7.018831,9.715297,9.706422
"Pennsylvania",1,20836,.0451003,9.85384,9.931623
"Pennsylvania",0,58986,-.035078,9.575908,9.931623
"Pennsylvania",1,24418,-1.535704,9.94784,10.02764
"Pennsylvania",0,65964,-.6948286,9.713145,10.02764
"Pennsylvania",1,14042,-.2410255,10.01653,10.07934
"Pennsylvania",0,32841,-2.531835,9.819588,10.07934
"Pennsylvania",1,38108,.6007693,9.93327,9.855324
"Pennsylvania",0,102545,1.392789,9.514982,9.855324
"Pennsylvania",1,18119,1.550548,9.620028,9.526145
"Pennsylvania",0,59273,2.332283,9.242636,9.526145
"Pennsylvania",0,119014,-1.862644,9.337693,9.861534
"Pennsylvania",1,30612,-2.055124,8.355922,9.861534
"Pennsylvania",0,62176,-.2198291,9.467468,9.814337
"Pennsylvania",1,23345,-2.881164,9.747157,9.814337
"Pennsylvania",0,87380,-.8385937,9.346002,9.610184
"Pennsylvania",1,21612,-.2541471,9.666824,9.610184
"Pennsylvania",1,19637,-.3597673,9.840732,9.706949
"Pennsylvania",0,84875,.8592315,9.428291,9.706949
"Pennsylvania",0,774570,.0066368,9.825603,10.17846
"Pennsylvania",1,234953,-.3912739,10.20942,10.17846
"Pennsylvania",1,23586,-1.644749,9.81704,9.895341
"Pennsylvania",0,110173,-1.02423,9.64619,9.895341
"Pennsylvania",1,24239,-.3890113,9.781954,9.545949
"Pennsylvania",0,87840,-.6566796,9.125422,9.545949
"Pennsylvania",0,51241,-1.038703,9.761032,10.00559
"Pennsylvania",1,15188,-1.318701,9.940341,10.00559
"Pennsylvania",1,42698,.0874018,9.914409,9.781793
"Pennsylvania",0,201004,-1.242091,9.419072,9.781793
"Pennsylvania",1,41637,-.5889995,9.966528,9.902616
"Pennsylvania",0,174662,-1.311148,9.558216,9.902616
"Pennsylvania",1,14808,.5062266,9.948808,9.80654
"Pennsylvania",0,64208,1.208616,9.472823,9.80654
"Pennsylvania",1,30060,3.492956,10.10907,10.0375
"Pennsylvania",0,86632,2.057553,9.616447,10.0375
"Pennsylvania",1,15474,-.116109,10.12636,9.923125
"Pennsylvania",0,70652,-1.273715,9.61117,9.923125
"Pennsylvania",1,16701,.7233483,10.06705,9.934882
"Pennsylvania",0,78274,1.396157,9.581017,9.934882
"Pennsylvania",0,103033,-2.42675,9.72901,10.03052
"Pennsylvania",1,19765,-.7329109,9.872775,10.03052
"Pennsylvania",0,136434,-.1334964,9.772382,10.08616
"Pennsylvania",1,32859,-.2285978,10.19574,10.08616
"Pennsylvania",1,332097,-.5397623,10.16055,10.19455
"Pennsylvania",0,1105573,-.234268,9.834121,10.19455
"Rhode Island",1,76162,0,10.04599,10.09535
"Rhode Island",0,264562,-.1860744,9.792907,10.09535
"South Carolina",0,25551,-2.745616,8.958213,9.158426
"South Carolina",1,3987,1.398199,9.784904,9.158426
"South Carolina",0,137846,-.3237117,9.213338,9.574942
"South Carolina",1,36692,-.5534611,9.908815,9.574942
"South Carolina",1,10485,.0170107,9.593238,9.348372
"South Carolina",0,60059,-.0155931,9.110641,9.348372
"South Carolina",1,7975,-2.00261,9.643156,8.993989
"South Carolina",0,38764,.7531184,8.453689,8.993989
"South Carolina",1,5388,-1.540397,10.07064,8.986461
"South Carolina",0,33563,1.997381,8.445823,8.986461
"South Carolina",0,28821,-2.83908,9.269234,9.895032
"South Carolina",1,14362,2.547299,10.32047,9.895032
"South Carolina",0,102435,.2651512,8.238008,8.802149
"South Carolina",1,21268,0,9.652359,8.802149
"South Carolina",1,13085,.2471607,9.874507,8.967754
"South Carolina",0,67834,-.1693051,8.287324,8.967754
"South Carolina",0,36101,1.298386,8.401707,8.785407
"South Carolina",1,5027,3.678759,8.419044,8.785407
"South Carolina",0,36501,1.664073,9.116235,9.582644
"South Carolina",1,11694,.4627036,9.997814,9.582644
"South Carolina",1,3187,-1.336005,9.933875,9.236263
"South Carolina",0,19268,.4453351,8.938591,9.236263
"South Dakota",0,43100,-3.698886,8.866681,9.302265
"South Dakota",1,15323,-2.593157,9.710525,9.302265
"South Dakota",1,18858,-1.206515,9.504581,9.058571
"South Dakota",0,55737,-6.722971,8.464881,9.058571
"South Dakota",1,42500,-.1798347,9.431255,9.123443
"South Dakota",0,117091,-2.209398,8.290058,9.123443
"Tennessee",0,127430,-2.315048,8.042816,8.62982
"Tennessee",1,23366,-1.11873,9.284913,8.62982
"Tennessee",0,132027,-.2636199,9.474624,9.882524
"Tennessee",1,48536,-.1750082,10.12885,9.882524
"Tennessee",0,67126,-1.419976,7.744176,8.489285
"Tennessee",1,9988,-.907747,9.263919,8.489285
"Tennessee",0,44446,-.8907784,8.365227,8.668622
"Tennessee",1,4949,-1.417148,9.378812,8.668622
"Tennessee",1,7827,-.9331523,9.657187,8.740108
"Tennessee",0,39325,-3.289362,7.816369,8.740108
"Tennessee",0,89486,1.123617,8.023566,8.775254
"Tennessee",1,15621,1.320559,9.254474,8.775254
"Tennessee",0,95101,-1.62101,9.598899,10.03988
"Tennessee",1,35620,-1.173492,10.27455,10.03988
"Tennessee",1,9227,-.4102888,9.36949,8.749627
"Tennessee",0,66817,-5.509968,8.221717,8.749627
"Tennessee",1,2926,.2518511,9.684305,9.127621
"Tennessee",0,36780,.231703,8.859803,9.127621
"Tennessee",1,14073,-1.286846,9.86978,9.254629
"Tennessee",0,78168,-3.604688,8.769744,9.254629
"Tennessee",1,22489,-2.618351,10.14888,9.995369
"Tennessee",0,66040,-2.612703,9.479172,9.995369
"Tennessee",1,28318,-.5386655,10.0013,9.855547
"Tennessee",0,80655,1.229662,9.513186,9.855547
"Tennessee",1,18673,-.157032,10.05017,9.364832
"Tennessee",0,127794,-1.32931,8.865345,9.364832
"Texas",0,32538,10.26185,9.016983,9.355928
"Texas",1,10846,5.241563,9.576655,9.355928
"Texas",0,45307,-6.868375,9.507412,9.827395
"Texas",1,15639,-2.625275,9.998111,9.827395
"Texas",0,95692,-2.023143,8.677168,9.136949
"Texas",1,23133,.0698506,9.682968,9.136949
"Texas",0,51803,3.016971,9.295542,9.704744
"Texas",1,27979,1.863829,9.729119,9.704744
"Texas",0,55647,10.0644,8.840472,9.480392
"Texas",1,26186,4.083927,9.766157,9.480392
"Texas",0,164760,-5.685098,8.703286,9.154752
"Texas",1,61850,-2.739508,9.281088,9.154752
"Texas",0,49811,.3080857,8.219272,8.769787
"Texas",1,15106,-1.33093,9.119031,8.769787
"Texas",1,9699,1.53596,9.936443,9.077716
"Texas",0,30276,1.153221,8.147453,9.077716
"Texas",0,72052,1.61492,9.445278,9.836841
"Texas",1,39904,.7377898,9.933131,9.836841
"Texas",0,28114,-2.532094,7.855507,8.576368
"Texas",1,8575,-1.090245,8.910186,8.576368
"Texas",1,56266,-.5856779,9.641745,8.880234
"Texas",0,243899,-4.828344,8.198279,8.880234
"Texas",1,77130,-.0904403,10.21927,10.07164
"Texas",0,111945,1.21592,9.524633,10.07164
"Texas",1,8764,-6.683138,9.51031,9.194644
"Texas",0,23616,-4.070414,8.619659,9.194644
"Texas",1,16789,2.895222,9.941964,9.754999
"Texas",0,25004,12.7653,9.306291,9.754999
"Texas",1,13461,1.883901,9.580082,8.694012
"Texas",0,66161,-2.776871,8.046323,8.694012
"Texas",0,66619,-6.010513,7.833185,8.602686
"Texas",1,9664,-.7354195,9.229893,8.602686
"Texas",0,79353,2.875048,8.560726,9.213646
"Texas",1,19741,4.47353,9.81558,9.213646
"Texas",0,111739,-2.348404,9.363682,9.726518
"Texas",1,45389,-.8006212,9.791447,9.726518
"Texas",1,58663,-.6908327,9.545088,9.014362
"Texas",0,272821,-3.313584,8.478476,9.014362
"Texas",1,13847,-2.994924,9.646354,9.138259
"Texas",0,74803,1.857868,8.74799,9.138259
"Texas",1,25343,2.635884,9.760555,9.284074
"Texas",0,104860,1.454652,8.777199,9.284074
"Texas",1,74657,3.430337,10.17645,10.0383
"Texas",0,162550,2.710291,9.666189,10.0383
"Texas",0,38536,-.1282638,9.764369,10.10981
"Texas",1,16039,.1594137,10.31116,10.10981
"Texas",0,53161,7.210804,8.744407,9.271475
"Texas",1,16956,.1112426,9.66479,9.271475
"Utah",0,23994,.5062895,9.155412,9.398976
"Utah",1,14324,-2.547106,9.324202,9.398976
"Utah",1,16144,-1.338583,9.989675,9.819081
"Utah",0,27036,2.149143,9.411186,9.819081
"Utah",0,55145,-1.630802,9.806433,10.17814
"Utah",1,42537,-1.167052,10.16214,10.17814
"Utah",1,11450,-.4902081,8.979061,9.338562
"Utah",0,29145,-.7587141,8.991712,9.338562
"Vermont",1,13678,.5077827,10.13829,9.886917
"Vermont",0,37525,.5663731,9.445375,9.886917
"Vermont",0,75956,-.1438037,9.444604,9.80074
"Vermont",1,30439,-.6927017,9.833722,9.80074
"Virginia",1,4845,1.071031,10.07759,9.546032
"Virginia",0,55284,4.357298,9.338835,9.546032
"Virginia",0,68422,.3697475,8.8275,9.182979
"Virginia",1,9469,.3132583,9.325924,9.182979
"Virginia",0,58667,-1.042482,9.265121,9.585816
"Virginia",1,15387,-1.299052,9.787234,9.585816
"Virginia",1,15639,3.578222,10.22099,10.18171
"Virginia",0,37460,-.8474736,9.888688,10.18171
"Virginia",0,56508,1.520034,9.206412,9.525169
"Virginia",1,14872,1.260857,9.528147,9.525169
"Virginia",0,58940,-.1366905,9.052896,9.432446
"Virginia",1,14218,-.0601438,9.46103,9.432446
"Virginia",0,29896,10.7106,10.18771,10.41198
"Virginia",1,12772,35.5442,10.2544,10.41198
"Virginia",1,19210,-.8594435,10.03488,9.421391
"Virginia",0,97028,.5850067,9.029195,9.421391
"Virginia",0,91832,-.3918968,9.812716,10.1901
"Virginia",1,40856,1.147052,10.24619,10.1901
"Virginia",1,16030,.7555382,9.333393,9.115166
"Virginia",0,97002,.4096185,8.751366,9.115166
"Virginia",0,48392,1.416681,8.863096,9.22601
"Virginia",1,9278,-1.560603,9.913391,9.22601
"Virginia",1,10862,1.388278,10.26821,10.20676
"Virginia",0,20976,3.900999,9.88665,10.20676
"Virginia",0,63399,.9093584,8.783959,9.23869
"Virginia",1,11379,-.4011875,9.878813,9.23869
"Virginia",0,88578,.0746958,9.674176,10.03685
"Virginia",1,30572,-.4691565,10.31406,10.03685
"Washington",0,38706,6.050634,9.717857,9.919291
"Washington",1,14776,3.552597,9.920298,9.919291
"Washington",0,49962,2.625535,9.305616,9.599367
"Washington",1,20576,-1.258896,9.62549,9.599367
"Washington",1,5000,12.50303,10.13454,10.19545
"Washington",0,11500,12.50303,10.0547,10.19545
"Washington",0,139503,1.499843,9.791599,10.10812
"Washington",1,109523,-.3140234,9.988869,10.10812
"Washington",0,57214,-.9918264,9.746097,10.01194
"Washington",1,26470,.3154725,10.04445,10.01194
"Washington",1,14387,3.397418,10.07146,9.874473
"Washington",0,35651,12.64639,9.627576,9.874473
"Washington",0,14991,11.95013,9.315408,9.656043
"Washington",1,4900,2.448344,10.01265,9.656043
"Washington",0,23706,9.61913,9.42315,9.572545
"Washington",1,9665,8.678193,9.48271,9.572545
"Washington",1,19407,.8713497,9.626534,9.482743
"Washington",0,41992,1.970716,9.111095,9.482743
"Washington",0,11662,-9.64351,9.115555,9.464069
"Washington",1,5842,-8.443784,9.49774,9.464069
"Washington",0,21963,-5.193254,9.362226,9.702162
"Washington",1,14026,-4.506933,9.750631,9.702162
"Washington",0,47215,2.678924,9.701912,10.02217
"Washington",1,33937,-3.2014,10.0641,10.02217
"West Virginia",0,38219,-4.391052,9.513082,9.787496
"West Virginia",1,10061,-2.458575,9.754421,9.787496
"West Virginia",1,16990,.3496812,9.97859,10.06476
"West Virginia",0,62225,-1.281323,9.817269,10.06476
"West Virginia",1,2982,1.019992,9.379593,9.24175
"West Virginia",0,26430,-1.081191,8.668245,9.24175
"West Virginia",1,12917,.1927844,10.09632,9.898767
"West Virginia",0,45179,1.621454,9.545609,9.898767
"West Virginia",0,63817,-3.829002,8.726842,9.223829
"West Virginia",1,11529,0,9.680265,9.223829
"West Virginia",0,92749,-.6980437,9.321877,9.763271
"West Virginia",1,31312,-1.479917,9.929996,9.763271
"West Virginia",1,25471,.5019928,10.15611,9.916245
"West Virginia",0,139870,-1.767862,9.669269,9.916245
"West Virginia",1,28928,.2039228,10.18226,10.10495
"West Virginia",0,82879,2.169811,9.790062,10.10495
"West Virginia",0,83817,2.066028,8.959778,9.435301
"West Virginia",1,15262,-.5934658,9.947688,9.435301
"Wisconsin",0,75733,1.463544,9.06322,9.464194
"Wisconsin",1,18217,-.4257584,9.638664,9.464194
"Wisconsin",0,77515,.644912,9.763093,10.06801
"Wisconsin",1,23429,-.1218497,10.13378,10.06801
"Wisconsin",1,18300,.5295277,9.622422,9.090554
"Wisconsin",0,65926,-1.251395,8.285005,9.090554
"Wisconsin",1,18671,-1.861303,9.857457,9.479088
"Wisconsin",0,61273,-.9931953,9.069775,9.479088
"Wisconsin",0,44967,-1.273327,8.15825,8.969213
"Wisconsin",1,13227,-1.847269,9.15726,8.969213
"Wisconsin",1,24166,.4452003,9.761417,9.520616
"Wisconsin",0,88143,.6170476,9.123388,9.520616
"Wisconsin",0,35754,-1.398679,8.859321,9.158121
"Wisconsin",1,9074,-.8922994,9.296743,9.158121
"Wisconsin",0,63550,-.9104315,8.617387,9.151884
"Wisconsin",1,14435,-.228249,9.68033,9.151884
"Wisconsin",1,46169,.18538,10.03921,9.881178
"Wisconsin",0,169604,-.1825993,9.527967,9.881178
"Wisconsin",1,44658,1.146889,9.782556,9.685075
"Wisconsin",0,125280,1.442291,9.183321,9.685075
"Wisconsin",1,28950,-.7652585,10.30091,10.11116
"Wisconsin",0,35342,2.277111,9.414037,10.11116
"Wisconsin",1,105234,.0887417,10.14601,10.26434
"Wisconsin",0,298184,-.6633319,9.943361,10.26434
"Wyoming",0,28292,-2.580732,9.671426,10.00051
"Wyoming",1,16424,-.5367206,10.00204,10.00051
"Wyoming",1,9100,3.352516,9.947539,9.596979
"Wyoming",0,20788,-1.047243,9.051331,9.596979
"Wyoming",1,10449,4.450476,10.07322,9.707182
"Wyoming",0,28603,-4.985661,9.291863,9.707182
