skill,basePop,netMig,lr,lincShared
0,58195,.9159194,10.96146,11.30389
1,20087,1.958305,11.50209,11.30389
0,51910,10.64818,11.00509,11.30682
1,12007,4.477682,11.57877,11.30682
1,30922,-1.856721,11.51033,11.07914
0,98392,-2.323028,10.6515,11.07914
0,57246,3.328037,10.70702,10.99204
1,13246,1.000113,11.23278,10.99204
1,18731,-4.414415,11.01304,10.82014
0,63930,-1.237585,10.55926,10.82014
1,18584,-1.978092,11.22008,11.00167
0,56185,-2.348567,10.69351,11.00167
0,66992,.4277047,10.58156,10.79558
1,8995,.0684328,11.06335,10.79558
1,5979,.1222536,10.95875,10.79527
0,52097,.6181555,10.60227,10.79527
1,11511,-.2401782,11.32356,10.97406
0,51359,-.7762049,10.6285,10.97406
1,10250,-2.022907,11.10381,10.8763
0,64049,-2.376883,10.63675,10.8763
0,76679,-1.49194,10.79336,11.11427
1,18231,-1.171636,11.48723,11.11427
1,31465,-1.001992,11.22967,11.02639
0,97578,-1.594817,10.68546,11.02639
1,6579,.965755,11.04227,10.81673
0,52028,.4879963,10.56493,10.81673
0,42232,-.9336314,10.71922,10.95737
1,6074,1.084751,11.20513,10.95737
1,76606,-4.011047,11.37583,11.2063
0,151140,-1.537678,10.79358,11.2063
0,70431,8.002086,10.86487,11.0743
1,10098,3.191397,11.11805,11.0743
0,39338,1.132566,10.62102,10.90298
1,9136,-1.019103,11.11006,10.90298
0,186770,-6.134257,10.41921,10.96509
1,77500,-4.3115,11.23802,10.96509
0,236984,-2.252012,10.79272,11.13359
1,68121,-1.565363,11.33614,11.13359
0,83777,6.42164,10.78125,11.18374
1,30088,3.375049,11.40422,11.18374
1,6916,.0994053,11.13661,10.96522
0,50425,.3662301,10.78362,10.96522
1,6173,.2224974,11.24631,10.99774
0,45513,1.0854,10.7533,10.99774
0,46979,-.896973,10.63112,10.85168
1,5085,.1959127,11.19378,10.85168
1,9472,-.131907,11.57045,11.17234
0,45870,1.888258,10.89508,11.17234
0,53953,.527726,10.67527,10.86781
1,7253,.1176355,11.03721,10.86781
0,68963,3.853433,10.79124,11.12512
1,21917,3.59375,11.19166,11.12512
0,39208,-3.762184,10.73017,11.06831
1,21528,.2568493,11.02227,11.06831
1,26334,5.41124,11.61814,11.37274
0,44075,2.972631,10.85665,11.37274
0,38687,.7863865,10.60557,10.97702
1,15612,2.057128,11.1592,10.97702
1,17067,2.619466,10.82431,10.82404
0,48328,2.075082,10.50229,10.82404
1,13545,-.5865489,11.08598,10.9763
0,47149,1.608067,10.69303,10.9763
0,47314,-.5790286,10.9112,11.12765
1,9678,-1.563377,11.30982,11.12765
1,12043,.2162055,11.20448,10.92723
0,58723,.4013227,10.68306,10.92723
0,70081,-1.554109,10.75069,11.05599
1,21354,-2.130475,11.30016,11.05599
1,9650,-1.161157,10.93036,10.76514
0,49429,-4.350108,10.52684,10.76514
0,42511,.2201452,10.67256,10.96088
1,9273,-1.573845,11.25885,10.96088
0,53856,-.099211,10.85,11.12821
1,10653,.398394,11.32743,11.12821
0,72307,2.372229,11.09249,11.42725
1,29496,4.547018,11.4805,11.42725
1,20551,2.788722,11.4697,11.3704
0,57370,3.566433,11.04017,11.3704
1,131442,1.493649,11.54441,11.41869
0,252450,3.711721,11.01913,11.41869
1,33546,2.03109,11.51949,11.4231
0,81023,4.564062,11.08867,11.4231
1,9644,1.523494,11.28682,11.19957
0,44114,3.238588,10.92549,11.19957
1,87787,-4.445068,11.26325,11.0322
0,293557,-9.300264,10.72209,11.0322
1,73669,5.358031,11.65744,11.6553
0,61082,1.16808,11.11199,11.6553
0,222323,-1.619544,11.08197,11.71265
1,274113,1.773038,11.71598,11.71265
0,315750,-.1272381,11.04846,11.38011
1,132229,-1.331536,11.42015,11.38011
0,182482,.4963714,11.1087,11.46046
1,85664,1.776644,11.51204,11.46046
0,52837,5.963597,10.77946,11.15782
1,12543,4.158764,11.49184,11.15782
0,57454,4.729425,10.73412,11.07649
1,18052,-.5350568,11.30437,11.07649
0,61781,6.493166,11.05914,11.38556
1,18334,4.594646,11.47128,11.38556
1,13062,2.219547,11.48027,11.42403
0,50059,4.139668,11.16977,11.42403
0,45115,-1.450002,10.81791,11.17275
1,18678,-3.301303,11.32523,11.17275
0,45554,1.07078,10.8256,11.12975
1,18885,1.23838,11.10988,11.12975
1,16803,-.481318,11.33047,11.27144
0,55914,2.951167,10.98897,11.27144
0,36155,-5.133096,11.03517,11.52885
1,22562,1.469762,11.70278,11.52885
1,36435,2.546262,11.62473,11.56417
0,64026,1.70713,11.13839,11.56417
0,42424,1.118732,10.72623,11.07518
1,10940,-1.525373,11.11296,11.07518
1,21998,-.0579519,11.72048,11.43245
0,53927,-1.373724,10.78625,11.43245
0,37606,2.048395,11.03545,11.57595
1,22441,5.047712,11.69331,11.57595
0,38484,-.2674747,10.90498,11.38528
1,20587,4.320225,11.43863,11.38528
0,35686,.336285,11.01757,11.51421
1,23490,.3971205,11.54697,11.51421
0,36833,-2.607237,10.84598,11.52551
1,30518,.4825467,11.62839,11.52551
0,48502,1.861125,10.86734,11.20836
1,12805,-.4387754,11.16967,11.20836
0,33703,-1.899885,11.06028,11.57802
1,25669,3.713872,11.6006,11.57802
0,22343,-3.784935,10.98796,11.92471
1,39164,2.544426,11.92601,11.92471
0,36438,.3667566,11.00796,11.47201
1,21366,.9411113,11.62763,11.47201
0,23684,-2.316499,10.84008,11.26586
1,28809,-10.38424,11.24438,11.26586
1,10384,.3650157,11.19546,11.10197
0,45504,-2.354709,10.82419,11.10197
1,17007,-1.712378,11.34577,11.23035
0,45304,-.1412271,10.90977,11.23035
0,62888,-2.786406,10.80998,11.04922
1,14057,-3.853402,11.02953,11.04922
0,38873,1.989682,10.95894,11.39503
1,19277,2.230439,11.51674,11.39503
0,48450,2.395549,11.06041,11.33877
1,15001,2.468046,11.40462,11.33877
1,22746,2.459336,11.56843,11.44857
0,36213,.3917977,11.06521,11.44857
0,61393,-.2567724,10.80632,11.13366
1,24286,-3.266845,11.18485,11.13366
1,25612,3.843282,11.80793,11.69747
0,30642,.2577595,11.09657,11.69747
1,29527,2.063342,11.58158,11.53345
0,30812,-3.155505,10.8339,11.53345
0,18060,-3.892438,10.94704,12.00746
1,39693,-4.377262,11.96888,12.00746
0,45118,-2.616977,11.00881,11.62713
1,62296,1.60966,11.55955,11.62713
0,34222,-1.109054,11.04515,11.60523
1,26821,1.387547,11.65527,11.60523
1,10070,-1.078205,11.18026,11.12003
0,46691,-.3206427,10.76916,11.12003
0,43676,-2.558052,10.94447,11.33005
1,22429,-1.281295,11.17012,11.33005
0,45830,-6.337181,10.79313,11.14861
1,23996,-.4983817,11.05429,11.14861
1,44932,-10.41543,11.23156,11.32058
0,19194,-3.808128,10.34051,11.32058
1,146731,-6.407476,11.19649,11.15413
0,210664,-6.551014,10.59574,11.15413
0,18791,-1.745595,10.7297,11.83238
1,65421,-4.627607,11.69563,11.83238
0,26073,-.8084176,11.19852,11.77321
1,29715,2.814225,11.80303,11.77321
1,19866,1.936626,11.65756,11.52576
0,36624,.6178085,11.10897,11.52576
1,24589,.7643331,11.59208,11.49567
0,42790,-2.606153,11.04131,11.49567
0,41415,-4.220106,10.88214,11.43799
1,27043,-1.332204,11.52451,11.43799
1,33148,.452015,11.63407,11.54872
0,50920,-.625684,10.99703,11.54872
0,49209,.1221404,10.88449,11.20934
1,11377,-1.941042,11.39458,11.20934
0,52433,1.66214,11.02512,11.42628
1,21568,2.048621,11.52022,11.42628
1,15074,1.185175,11.47574,11.36356
0,41964,4.184929,11.02037,11.36356
1,16712,1.800931,11.39612,11.32034
0,41258,2.8463,10.9963,11.32034
1,10784,-.379588,11.26683,11.09612
0,54550,-2.352527,10.77798,11.09612
0,70245,.6526468,10.85765,11.18354
1,18011,-.0985769,11.3741,11.18354
1,23079,2.946018,11.59785,11.49045
0,54687,2.777563,11.07504,11.49045
1,17826,5.512483,10.99706,11.12168
0,33766,1.492479,10.56117,11.12168
0,43417,7.814186,10.83686,11.21114
1,20518,6.683351,11.12298,11.21114
0,38977,1.504232,10.66392,10.93827
1,11946,-3.108615,11.19214,10.93827
0,43330,-1.886659,10.81213,11.05922
1,13013,-2.48833,11.22526,11.05922
0,41559,2.347362,10.65269,10.91611
1,9051,.9760917,11.07956,10.91611
0,56846,5.502258,10.69519,10.98517
1,12471,2.540502,11.1529,10.98517
0,58340,10.18751,10.66482,10.90817
1,8055,2.227577,11.09721,10.90817
0,48227,11.12855,10.71935,10.93934
1,6560,.6698669,11.13504,10.93934
1,8445,-.4158183,11.12055,11.02327
0,61297,1.879786,10.82702,11.02327
1,23925,-1.538462,11.59651,11.23333
0,81180,-1.082727,10.89087,11.23333
0,87599,-1.987422,10.96687,11.17204
1,20682,-.9706227,11.31652,11.17204
1,14787,-4.999039,11.24283,11.07346
0,47665,3.112791,10.82109,11.07346
0,68757,7.424545,10.73837,10.99325
1,12716,.6063358,11.1815,10.99325
1,12164,1.187569,11.22924,11.10202
0,71368,-.5351242,10.87257,11.10202
1,81848,-.2396786,11.4302,11.29984
0,210627,-1.406616,10.98263,11.29984
0,81679,4.07786,11.09507,11.3483
1,32474,.8076879,11.39006,11.3483
1,15140,5.482028,11.30314,11.12444
0,53995,3.831634,10.76972,11.12444
1,12627,2.972213,11.31856,11.20809
0,65934,8.366747,10.96063,11.20809
1,79785,-4.681695,11.39785,11.29909
0,161367,-2.167098,10.98512,11.29909
0,52211,.6110321,10.85541,11.06418
1,7524,-.7449569,11.13609,11.06418
0,222113,-1.328014,10.98112,11.24492
1,47839,-.5163881,11.51188,11.24492
0,66450,-1.38292,10.8017,11.10709
1,18009,.4783386,11.32801,11.10709
1,272387,.7955028,11.7679,11.65132
0,407686,-1.610562,11.1572,11.65132
0,111712,-.9256694,10.9119,11.27092
1,50765,-3.526037,11.48473,11.27092
0,69679,1.131566,10.86253,11.07556
1,10387,.7144106,11.31382,11.07556
1,12957,-.1380695,11.35927,11.12272
0,58746,.2817177,10.82769,11.12272
1,15151,-.4158346,11.36756,11.2371
0,63967,.1529361,10.98577,11.2371
1,10724,.4324698,11.24607,11.17438
0,58645,4.333348,10.9769,11.17438
1,11508,1.222752,11.53084,11.39023
0,64141,2.046293,11.15743,11.39023
0,81753,-.4527796,11.01617,11.48697
1,97142,-6.599961,11.51011,11.48697
1,22707,5.997367,11.71491,11.58929
0,55544,8.96602,11.28297,11.58929
1,17707,1.07197,11.37548,11.2937
0,111028,3.970171,11.034,11.2937
0,893598,-4.350429,10.95409,11.23494
1,210477,-.759731,11.41624,11.23494
0,336708,1.862086,11.15147,11.38581
1,87977,-.1678891,11.44309,11.38581
0,52498,-1.340729,10.69721,10.95635
1,14928,-1.767864,11.13999,10.95635
0,39555,3.792708,10.49378,10.84464
1,10963,-.8452433,11.1944,10.84464
1,9628,3.134993,11.06456,11.00873
0,39782,4.462659,10.79326,11.00873
1,26054,-1.180105,11.32535,11.11271
0,76225,-.2678947,10.81928,11.11271
1,12611,2.626463,11.23791,11.03689
0,65060,7.455807,10.77675,11.03689
0,40789,3.015034,10.6713,10.90776
1,7635,-.2560714,11.13321,10.90776
1,10276,.3182903,10.99839,10.86114
0,42506,2.593687,10.60291,10.86114
0,60456,1.645204,10.9124,11.16463
1,22634,-4.775545,11.23019,11.16463
0,87936,10.65769,11.06476,11.28006
1,17950,3.447104,11.36683,11.28006
1,32695,2.625091,11.52894,11.40961
0,120214,3.795068,11.18368,11.40961
0,53099,7.67275,11.13643,11.51592
1,22415,9.145324,11.63885,11.51592
1,65860,3.632522,11.65273,11.51644
0,122494,2.002612,11.15427,11.51644
0,372465,-4.140034,10.99906,11.46517
1,270694,-.6171102,11.59122,11.46517
0,171394,-3.927971,10.96863,11.36737
1,103328,-1.613267,11.44907,11.36737
1,34434,4.435648,11.62218,11.51848
0,68640,2.79702,11.17793,11.51848
1,11411,.5095866,11.26886,11.07014
0,51385,3.235875,10.8297,11.07014
1,10544,-.7009028,10.9779,10.89828
0,40961,-1.275604,10.67334,10.89828
0,34561,.6371778,10.84034,11.12976
1,16916,-6.583523,11.24987,11.12976
1,15761,-1.629312,11.33517,11.19685
0,47149,1.985376,10.92522,11.19685
1,13017,-1.016937,11.2626,11.02669
0,41067,1.930331,10.7187,11.02669
1,24438,-.0371224,11.62327,11.41305
0,40213,1.412198,10.97401,11.41305
0,46700,2.814341,10.78745,11.08558
1,10507,1.232367,11.37565,11.08558
0,48754,-1.913132,10.60863,10.85876
1,10416,.2129457,11.06971,10.85876
1,6331,4.134313,11.39249,11.1958
0,41706,17.8196,10.99996,11.1958
0,37523,3.194933,10.65253,10.90377
1,11899,-6.076241,11.04152,10.90377
0,47415,-.1524964,10.66382,10.84899
1,5701,-.2748701,10.85802,10.84899
0,55075,3.613601,10.82233,11.0422
1,9625,1.763524,11.38538,11.0422
1,7295,-.7427557,11.18463,10.91735
0,44539,.9376085,10.71656,10.91735
1,9710,-1.457359,11.19917,10.91223
0,40312,-2.402943,10.60635,10.91223
0,41657,-1.827372,10.55529,10.82378
1,8196,-2.064068,11.02549,10.82378
0,43702,.9745813,10.61797,10.83509
1,6576,.6245276,11.02419,10.83509
0,36711,-1.831304,10.61757,10.94346
1,13308,-6.441552,11.38618,10.94346
1,10780,-.6842809,11.05094,10.89598
0,46068,-.8126935,10.66017,10.89598
1,10032,.155516,11.13419,10.93251
0,52341,-1.218476,10.70761,10.93251
0,46483,2.739206,10.61146,10.84413
1,6233,-.0588057,11.16734,10.84413
0,39211,9.508738,10.89538,11.20227
1,13551,6.65441,11.40621,11.20227
0,113137,-1.985965,10.64535,11.07514
1,53734,-1.436439,11.29453,11.07514
0,42262,-2.021342,10.6405,10.97046
1,10030,-2.342615,11.33504,10.97046
0,64743,2.690109,10.5613,10.74479
1,9083,.1435809,10.89486,10.74479
0,46961,.5073894,10.6021,10.83789
1,7238,.0036901,11.14146,10.83789
1,16361,-3.601842,11.33981,11.04389
0,38361,2.079602,10.66133,11.04389
1,9631,.0028098,11.23909,10.75498
0,61549,.0323124,10.43006,10.75498
1,7951,2.253134,11.22209,10.90351
0,48770,11.29211,10.65256,10.90351
1,19927,-.636864,11.19429,11.00653
0,77268,-.241782,10.7087,11.00653
0,53903,2.932117,10.88455,11.12058
1,11681,.4726762,11.26391,11.12058
1,9465,-1.564693,11.10294,10.80732
0,38979,2.611263,10.55562,10.80732
1,10356,-1.553537,11.26787,11.0611
0,39852,-1.358349,10.81742,11.0611
1,10947,-4.023273,10.96775,10.81736
0,39410,2.388943,10.60987,10.81736
1,7393,.3097595,10.85948,10.89104
0,40386,1.906695,10.72805,10.89104
0,62858,1.27006,10.79663,11.09332
1,19894,.5014985,11.35318,11.09332
1,35365,-7.437205,11.33429,11.183
0,35979,1.489964,10.64155,11.183
1,13817,-2.537432,11.07514,10.92773
0,48963,2.494425,10.6637,10.92773
1,140060,-.3954508,11.39055,11.22742
0,389968,-3.193982,10.93405,11.22742
0,26983,73.98695,10.96301,11.15668
1,5197,12.48912,11.25571,11.15668
0,64752,8.999098,10.48731,10.73254
1,9511,1.326367,10.86165,10.73254
1,10987,3.591522,10.94597,10.84735
0,59401,7.991419,10.61901,10.84735
0,56471,6.426708,10.68443,10.91372
1,11013,-2.827337,11.16905,10.91372
0,66297,6.149842,10.9336,11.12356
1,9396,1.632912,11.26214,11.12356
0,99204,6.473933,11.09967,11.37954
1,39537,5.056905,11.43509,11.37954
0,311397,1.722614,11.00236,11.44407
1,205550,1.902516,11.59143,11.44407
1,59925,-10.17292,11.15179,10.91289
0,172604,-16.0466,10.6232,10.91289
0,89534,4.816993,10.99754,11.18084
1,12812,1.192035,11.3202,11.18084
0,75990,4.463958,10.72695,10.98186
1,16708,-.4110121,11.2218,10.98186
1,6679,-.0860876,10.9,10.7667
0,58371,-2.167563,10.57017,10.7667
0,46892,5.130753,10.64472,10.8797
1,6453,.2493204,11.21476,10.8797
1,6809,.4247402,10.74599,10.59349
0,50167,5.021413,10.32534,10.59349
1,44338,-1.659261,11.2762,11.04303
0,120615,2.185471,10.66025,11.04303
1,10145,.7936807,10.87577,10.79621
0,69610,7.082942,10.57636,10.79621
0,60062,4.699657,10.59162,10.90922
1,13454,.1632298,11.2292,10.90922
1,13631,2.755096,10.79972,10.82169
0,51521,4.939219,10.47465,10.82169
0,58621,-3.962381,10.5256,10.78037
1,17192,-.8059304,10.82691,10.78037
1,13222,.7925252,10.77582,10.65862
0,55167,-.9723786,10.35466,10.65862
1,19369,.1739528,11.23731,11.08026
0,46166,1.046769,10.67483,11.08026
0,32793,1.707978,10.48025,10.90514
1,21833,-5.215465,10.86062,10.90514
1,18023,1.679738,11.07805,10.96977
0,44963,1.098657,10.65812,10.96977
1,23171,-3.650735,10.91643,10.92777
0,44514,5.35126,10.55673,10.92777
1,12546,-1.222068,10.94969,10.84934
0,46616,-.5087726,10.60821,10.84934
0,72352,-.5319031,10.62296,10.84141
1,17702,-1.788927,10.90609,10.84141
0,42164,-.0604654,10.5873,10.8975
1,9105,1.318536,11.08438,10.8975
0,42962,1.90729,10.61246,10.89637
1,9783,.4739785,11.12373,10.89637
0,40770,-2.523704,10.60179,10.95137
1,16289,-2.56226,11.19237,10.95137
0,52811,2.222323,10.64558,10.881
1,13516,.2638443,10.97195,10.881
1,26646,2.356674,11.18439,11.15397
0,82703,4.375897,10.91488,11.15397
0,79685,-1.362043,10.88725,11.20872
1,53791,-6.704576,11.29035,11.20872
0,163669,-1.595454,10.88518,11.29
1,83596,-.6778153,11.45965,11.29
0,132935,3.754234,10.86251,11.2554
1,43932,1.06238,11.36588,11.2554
0,63549,6.208625,10.84407,11.07699
1,9865,1.266788,11.25316,11.07699
0,50118,9.966616,10.84123,11.16241
1,11588,4.111432,11.23358,11.16241
0,510241,16.56031,10.93529,11.22576
1,105937,4.825554,11.38064,11.22576
0,41884,1.887103,10.69025,11.06217
1,18897,-3.739655,11.34768,11.06217
1,13102,3.497021,11.14934,11.05947
0,43632,6.137413,10.75494,11.05947
0,39643,4.551186,10.9463,11.26491
1,18254,-3.621949,11.40269,11.26491
1,21942,-.7182218,11.32999,11.2834
0,42662,3.563247,10.9793,11.2834
1,14935,.9501911,11.19749,11.11295
0,44211,.0896088,10.84356,11.11295
0,37049,3.610392,11.07006,11.47467
1,21615,3.245602,11.6359,11.47467
0,35526,4.740232,11.20415,11.62133
1,20062,4.317479,11.71419,11.62133
0,43519,.0176479,10.87806,11.18282
1,13145,.7818015,11.34496,11.18282
0,43493,-.4833529,11.07345,11.41162
1,21263,.9883254,11.43323,11.41162
1,14939,2.651331,11.43418,11.39874
0,40618,2.917724,11.11671,11.39874
1,22844,1.934934,11.34545,11.30877
0,40569,1.588002,10.91041,11.30877
1,28641,-.5725956,11.33828,11.22894
0,106009,.8035648,10.90599,11.22894
0,39061,.0754177,10.78459,11.2178
1,12651,1.8487,11.39259,11.2178
0,286535,-1.000681,11.07776,11.65027
1,212925,-.6282786,11.72161,11.65027
0,209413,-4.598342,10.95775,11.39213
1,65012,-1.328596,11.58774,11.39213
1,73228,-13.66354,11.27155,11.15072
0,167610,-31.24009,10.71753,11.15072
1,27628,23.73886,11.45624,11.23619
0,93869,46.64313,10.79458,11.23619
0,35721,.7861965,11.21462,11.78496
1,30929,3.180795,11.90773,11.78496
1,156871,-1.287376,11.59774,11.53459
0,258703,-1.241416,11.13034,11.53459
1,80749,4.031821,11.82752,11.75317
0,81783,1.33143,11.16052,11.75317
0,204870,.5012897,11.16834,11.65208
1,123882,2.010938,11.76028,11.65208
1,53476,.6511116,11.44984,11.36256
0,173674,7.2965,11.06993,11.36256
0,308517,-4.711773,10.85293,11.4592
1,127476,-.8591881,11.72803,11.4592
0,142390,-1.809114,11.22212,11.78845
1,125089,1.968005,11.84777,11.78845
0,55819,2.346886,11.17595,11.4917
1,23648,.4429512,11.49471,11.4917
1,14057,2.654181,11.42043,11.38778
0,38803,3.212259,11.08098,11.38778
0,198084,-3.01239,11.02392,11.52433
1,94408,-1.24653,11.7083,11.52433
0,153994,-.0331028,11.1139,11.47975
1,69552,1.252986,11.61591,11.47975
1,75451,-.9645935,11.62294,11.39516
0,195855,-1.037574,10.9914,11.39516
0,127887,1.531234,11.05386,11.36031
1,38776,.1704037,11.54406,11.36031
1,73464,-1.47813,11.80204,11.60157
0,116641,-2.769522,11.06611,11.60157
1,10640,-1.860659,11.49177,11.16849
0,61485,-3.392721,10.91967,11.16849
0,44947,1.983954,10.71858,10.93569
1,7776,.5671149,11.09149,10.93569
0,44832,.3359933,10.4057,10.73737
1,12312,.351743,10.66744,10.73737
1,11719,-1.131007,10.99693,10.78397
0,49377,-4.817009,10.50116,10.78397
0,49178,.8077307,10.70432,11.18778
1,32780,1.940018,11.17332,11.18778
1,13962,4.737876,11.11337,11.07743
0,56787,10.01852,10.80245,11.07743
0,206381,-1.62705,10.72581,11.15936
1,98711,-1.342546,11.30296,11.15936
0,39275,-3.099025,10.38196,10.67117
1,6804,-.2625925,10.85558,10.67117
0,44196,1.373787,10.379,10.69053
1,8869,1.451051,10.90524,10.69053
0,62857,-1.376851,10.5028,10.85243
1,21829,-4.647758,11.15167,10.85243
0,50286,-1.805556,10.52878,10.78109
1,10194,-.3902116,10.93388,10.78109
1,6457,.3269181,11.00158,10.87837
0,47685,-4.72646,10.71878,10.87837
0,45211,-2.025032,10.74943,10.95705
1,11677,-4.665308,11.07514,10.95705
0,70247,-2.102841,10.79704,11.05425
1,17539,-1.238238,11.27793,11.05425
0,51488,-.1608111,10.77483,11.06558
1,13806,-.2021625,11.12137,11.06558
1,34900,-2.697151,11.28533,11.06038
0,124305,-4.086555,10.76871,11.06038
1,12174,-1.582379,11.25583,10.98107
0,63282,-8.265744,10.74005,10.98107
0,54789,-2.733245,10.90347,11.10686
1,11579,-3.543876,11.21082,11.10686
1,97906,-2.644404,11.45412,11.24935
0,227309,-1.920268,10.91653,11.24935
1,154463,-2.80902,11.52812,11.34462
0,301746,-2.208198,10.96915,11.34462
1,13724,2.066242,11.62232,11.2633
0,38690,-.5647346,10.7943,11.2633
0,43596,-.7916604,10.82772,11.07722
1,9836,-1.493487,11.21164,11.07722
1,10146,-1.318205,11.18615,11.08786
0,44322,-3.424029,10.871,11.08786
0,360112,-2.563413,10.88448,11.22789
1,153188,-3.005845,11.41261,11.22789
0,94444,-1.363564,10.90858,11.18602
1,25169,-1.870198,11.40043,11.18602
1,32614,-10.51867,11.20908,11.11146
0,36254,-1.112273,10.74251,11.11146
1,10720,-2.875654,11.32938,11.01581
0,42068,-1.602637,10.73191,11.01581
0,55241,.458093,10.66557,11.01015
1,15487,-1.426592,11.33545,11.01015
0,45068,-.2757778,10.77135,11.01176
1,8961,-.9735513,11.16513,11.01176
1,24525,-2.286742,11.47285,11.27738
0,53315,-2.431912,10.84498,11.27738
1,36927,.5931461,11.51617,11.31326
0,71478,2.605046,10.92072,11.31326
1,22937,-3.97665,11.31202,11.21324
0,60148,-.9424084,10.92599,11.21324
0,99247,-1.929217,10.91506,11.32658
1,63617,-4.191841,11.45341,11.32658
1,12696,2.151246,11.28881,11.12784
0,43504,1.928826,10.77727,11.12784
0,100726,-3.721521,10.77269,11.1668
1,37094,-3.936294,11.48345,11.1668
1,11522,-.6672019,11.2668,11.08785
0,44533,-2.62064,10.82565,11.08785
0,51935,.261842,10.75319,11.05009
1,11462,.0757134,11.38438,11.05009
1,12757,-2.395236,11.17656,10.96092
0,55253,-.7395971,10.71723,10.96092
1,13165,-1.606961,11.26868,11.02632
0,57403,-.8247364,10.78107,11.02632
0,94234,.7745308,10.84546,11.16097
1,33198,-.6874254,11.27354,11.16097
0,99439,.2451931,11.01856,11.41965
1,44937,-.7563584,11.52653,11.41965
1,43836,-.9123545,11.52438,11.36462
0,131096,1.407404,11.04794,11.36462
1,240479,1.047404,11.85074,11.72785
0,317854,-1.902091,11.01986,11.72785
0,89233,-1.137111,11.1084,11.62701
1,62731,-.7074044,11.68497,11.62701
1,115559,-1.511896,11.06428,10.97452
0,582108,-5.527565,10.58774,10.97452
0,477229,-4.966887,10.59979,11.52238
1,510009,-.7868416,11.61526,11.52238
0,173989,1.681832,11.06983,11.47692
1,67236,-.8481708,11.52129,11.47692
0,1052706,-7.388072,10.60451,11.08612
1,332202,-1.610215,11.21309,11.08612
1,349636,-1.933176,11.17558,11.18569
0,956815,-4.696005,10.7655,11.18569
0,451502,-2.71238,11.18783,11.70844
1,286042,-1.29999,11.77114,11.70844
0,541774,.0126426,11.15683,11.56095
1,233383,-.2092479,11.64942,11.56095
0,68427,6.601069,10.5886,10.85012
1,13893,2.612974,11.05548,10.85012
0,87973,2.086388,10.66955,11.06047
1,27298,3.360776,11.3625,11.06047
1,10276,6.928574,11.16753,10.95145
0,40658,11.3382,10.64126,10.95145
1,13577,1.272938,11.23506,10.9423
0,96012,4.489501,10.70414,10.9423
1,14656,-4.300081,10.94086,10.82557
0,46994,.945661,10.54204,10.82557
0,70172,2.208822,10.68321,10.93006
1,9101,.7329103,11.24716,10.93006
0,60667,2.170876,10.84491,11.12504
1,13773,1.499194,11.435,11.12504
0,92559,4.628672,10.82061,11.036
1,12806,.7934324,11.37204,11.036
0,232318,1.749918,10.89191,11.38839
1,138385,4.409729,11.59207,11.38839
0,114520,3.272626,10.88788,11.1004
1,17973,2.29597,11.26905,11.1004
1,9732,1.241183,11.30913,11.06797
0,52789,7.192783,10.81363,11.06797
0,50720,8.664157,10.86348,11.22014
1,12229,4.794357,11.57987,11.22014
0,46769,13.35699,10.94821,11.24918
1,10714,9.345372,11.50495,11.24918
1,10247,4.935449,11.43175,11.09401
0,49241,10.47774,10.78013,11.09401
0,153018,.044993,10.90042,11.29155
1,73684,-.4702208,11.5035,11.29155
0,112451,1.988101,10.80496,11.23448
1,49915,.6035746,11.4616,11.23448
1,7688,.6192321,11.32583,11.0508
0,59169,7.035913,10.83626,11.0508
1,6677,2.230798,11.32343,11.04846
0,51105,6.088401,10.80385,11.04846
0,67427,4.212736,10.87323,11.10506
1,10717,1.172195,11.39674,11.10506
0,53020,2.880998,10.80564,11.12688
1,13693,1.687827,11.38012,11.12688
0,69640,4.592736,10.78356,10.97701
1,8614,.719452,11.12551,10.97701
0,47209,6.593285,10.77605,10.9874
1,7028,.1364382,11.10664,10.9874
1,198750,3.983228,11.48242,11.38849
0,246994,2.366156,10.87398,11.38849
1,44932,-5.314664,11.48793,11.33788
0,45911,2.250036,10.80367,11.33788
0,68796,13.58602,10.77772,11.02194
1,11566,3.965805,11.10678,11.02194
0,58370,5.403291,10.70346,10.96222
1,10662,.8387415,11.22926,10.96222
1,5810,.5338313,11.04919,10.87963
0,47203,3.323713,10.67174,10.87963
0,44927,5.196563,10.68966,10.9257
1,6049,1.759652,11.18226,10.9257
1,11468,.1940309,11.39908,11.0787
0,62747,.9957556,10.82051,11.0787
1,6044,.6466693,11.1277,10.84555
0,45296,-.436307,10.63507,10.84555
1,35291,-2.826211,11.16015,11.01063
0,135220,-9.831624,10.74834,11.01063
1,7474,-.2636189,11.10383,10.82542
0,52461,2.657879,10.61905,10.82542
1,14675,2.589113,11.12082,10.95898
0,74622,5.307009,10.70787,10.95898
0,85315,7.138811,10.69859,11.06577
1,31189,2.567294,11.21976,11.06577
0,55231,4.770596,10.67937,10.891
1,7780,1.231531,11.08166,10.891
1,10776,-1.359892,11.03061,10.87076
0,67392,-17.13873,10.64297,10.87076
1,9418,.5957522,11.05821,10.98531
0,47317,.7931612,10.75262,10.98531
1,12712,-1.353541,11.31187,10.99424
0,67522,.8886507,10.72461,10.99424
1,14724,1.109195,11.28716,10.95551
0,65875,2.098041,10.64357,10.95551
1,22553,-3.381868,11.38955,11.16191
0,45989,.5383561,10.76209,11.16191
1,7051,.3925436,11.40006,10.88006
0,45682,1.765498,10.60929,10.88006
