skill,basePop,netMig,lr,lincShared
0,60739,4.504064,10.63932,10.89677
1,12839,1.42298,11.04649,10.89677
0,43773,-.2315988,10.59804,10.83096
1,11495,-1.451111,11.01369,10.83096
1,24924,-1.041801,11.18503,10.95051
0,76055,-2.841185,10.64915,10.95051
1,11576,-.3261047,10.97256,10.76068
0,43621,-.2663188,10.49662,10.76068
1,24954,-5.616599,11.34054,11.19106
0,42667,-3.092235,10.76615,11.19106
0,38122,-5.140665,10.80537,11.00011
1,17649,-9.4637,11.02158,11.00011
1,7814,-.5527211,11.2753,11.16887
0,48634,-1.20642,10.98491,11.16887
1,81830,-3.334884,11.43272,11.21097
0,247117,-1.624274,10.92019,11.21097
1,15787,.0402244,11.22121,11.16231
0,81169,-.3506745,10.94817,11.16231
0,122706,-.2390659,10.96086,11.23415
1,24952,1.053787,11.47682,11.23415
0,533938,-2.619545,10.82957,11.24611
1,215734,-1.213197,11.47644,11.24611
0,126095,.6569163,11.01826,11.36525
1,44703,.9180435,11.49484,11.36525
1,6673,-.6524385,11.22971,11.03546
0,45899,1.900251,10.83047,11.03546
0,200605,-.3925032,10.85767,11.12778
1,49584,-1.24346,11.30409,11.12778
0,58879,.2848137,10.8926,11.16834
1,20120,-3.159534,11.28046,11.16834
0,206961,.778392,10.88018,11.25762
1,77600,.1532185,11.51417,11.25762
1,20343,2.589509,11.51995,11.37532
0,57973,3.423311,11.05677,11.37532
0,47727,.4913872,10.84626,11.06317
1,7830,.77218,11.2055,11.06317
0,64181,-.5262957,10.82178,11.10399
1,14292,.259962,11.40906,11.10399
1,9003,-.6225479,11.28935,11.13498
0,52679,1.741189,10.91955,11.13498
0,64594,-.2669004,10.90835,11.13675
1,11839,-.1818586,11.29421,11.13675
1,7409,-.5714954,11.08325,11.01611
0,52434,1.68775,10.84012,11.01611
1,8249,.1722365,11.20695,11.03304
0,66648,-.3992149,10.85772,11.03304
1,9149,-.5821495,11.24706,11.07367
0,55611,.5790612,10.87015,11.07367
0,45538,-.014288,10.75141,11.07124
1,10453,.2339662,11.27469,11.07124
0,173673,-.6922248,10.81596,11.12189
1,41575,-.2936148,11.35426,11.12189
0,51252,-.8269234,10.73195,10.95146
1,7641,-.5399623,11.13988,10.95146
1,10068,-.3583027,10.98163,10.9198
0,64450,-.8749564,10.73105,10.9198
0,64391,3.692003,10.67198,10.91998
1,8415,1.216933,11.19114,10.91998
0,52792,2.012669,10.76064,11.01103
1,8619,-.8793213,11.25916,11.01103
0,29536,9.943972,11.15924,11.59679
1,17940,19.61412,11.72259,11.59679
0,53858,2.378933,10.9001,11.14738
1,8649,2.335738,11.44982,11.14738
1,9653,-.008073,11.26681,11.14096
0,64669,1.178655,10.91915,11.14096
1,23301,-.3482683,11.37675,11.18591
0,106484,-.6510767,10.9334,11.18591
1,209943,-2.835251,11.44918,11.30138
0,383232,-.8968686,10.90569,11.30138
0,57364,6.304736,10.92348,11.20498
1,14344,2.296815,11.36531,11.20498
0,47383,4.772231,10.96815,11.29154
1,14412,2.315721,11.52003,11.29154
1,7120,.0807551,11.22888,10.99467
0,52319,1.386295,10.79305,10.99467
1,7132,.4559963,11.22019,10.94329
0,47693,1.014136,10.73793,10.94329
0,48789,.9765872,10.67509,10.95308
1,14595,-7.448252,11.32431,10.95308
1,5946,.3658343,11.03989,10.96622
0,44350,1.208844,10.78137,10.96622
1,6991,-.3881903,11.17475,11.05995
0,47879,4.683798,10.86585,11.05995
0,49583,-.0361883,10.90032,11.30096
1,27790,-2.157083,11.44153,11.30096
1,80678,-2.737862,11.43435,11.23038
0,228030,-3.080581,10.88348,11.23038
1,18923,10.47183,11.53935,11.41245
0,51208,11.97046,11.06195,11.41245
0,123030,2.49824,10.99946,11.3454
1,44528,.1539765,11.55591,11.3454
0,310345,-4.200726,10.89105,11.33315
1,148290,-2.312296,11.55506,11.33315
0,92091,2.487078,10.98685,11.263
1,20893,3.243822,11.47748,11.263
0,47654,.1403136,10.68891,10.89585
1,5085,-.043611,11.11702,10.89585
1,7802,.0107591,11.28043,10.91459
0,57259,1.458631,10.68499,10.91459
1,11629,-1.050763,11.07259,10.82496
0,44140,-.8068999,10.57303,10.82496
1,13007,-1.379014,11.17448,10.94414
0,45223,-2.438606,10.6455,10.94414
1,12306,-3.620326,11.07415,10.78087
0,44153,-4.399653,10.53594,10.78087
0,85838,-4.737679,10.54948,10.89851
1,20501,-1.159499,11.2696,10.89851
0,82756,3.409655,10.54634,10.80614
1,18046,-1.245015,10.9786,10.80614
1,120966,-.6231572,11.36431,11.13263
0,354195,1.714998,10.79597,11.13263
1,9902,1.108093,10.94148,10.75575
0,73665,2.948532,10.54243,10.75575
0,90398,4.512875,10.63743,10.89658
1,18424,-.4511955,11.03569,10.89658
0,70030,8.358995,10.51826,10.8293
1,13102,1.314777,11.20389,10.8293
0,438486,.3203136,10.78657,11.10551
1,163112,-1.69216,11.27932,11.10551
1,11074,-.1665958,11.03966,10.9096
0,47751,-.8312793,10.57572,10.9096
0,43432,5.554481,10.6025,10.91978
1,8238,1.259919,11.02609,10.91978
0,44963,3.412088,10.66116,10.92064
1,9256,-1.040226,11.05242,10.92064
0,40354,12.82464,10.7197,11.10881
1,12513,7.127319,11.1527,11.10881
0,62337,3.692942,10.69761,10.98622
1,12346,2.41956,10.90373,10.98622
0,62508,1.64891,10.75285,11.11869
1,30038,-2.818058,11.1302,11.11869
0,119845,2.246431,10.69684,11.07647
1,48778,-2.00803,11.15281,11.07647
1,10915,2.615175,11.02846,10.82522
0,63038,6.615012,10.47191,10.82522
1,19824,1.762866,11.13588,11.00732
0,64584,6.226898,10.61812,11.00732
0,42899,5.327352,10.68152,10.96874
1,7032,.7790751,11.13719,10.96874
0,103972,.9972869,10.75528,11.12428
1,29089,.0390798,11.23151,11.12428
0,50391,7.220059,10.80711,11.15045
1,16409,1.109281,11.15991,11.15045
1,246628,2.781528,11.40406,11.31809
0,534094,.0653242,10.86617,11.31809
0,110675,-2.388577,10.79609,11.09338
1,34223,-2.085605,11.32329,11.09338
0,57490,1.111479,10.77743,11.01989
1,11967,-.486632,11.29183,11.01989
1,8057,-.7969521,11.16437,10.96814
0,46275,-.3276154,10.76202,10.96814
1,9795,-1.120121,11.25531,10.91814
0,48413,.2594145,10.63454,10.91814
0,55151,5.52062,10.65579,10.94046
1,10367,1.8224,11.04408,10.94046
0,49714,12.3137,10.88885,11.22707
1,14296,2.137166,11.51869,11.22707
1,30523,-1.365166,11.20434,11.09797
0,94297,-1.188912,10.75949,11.09797
1,40862,-.9503216,11.28767,11.05622
0,154756,-.211637,10.76651,11.05622
1,11234,-.7286707,11.41858,11.05714
0,50934,-2.195663,10.73964,11.05714
0,46862,2.229968,10.65615,10.95483
1,9372,-.2418466,11.36788,10.95483
0,75581,1.142838,10.65783,10.93452
1,14108,-.5028487,11.26744,10.93452
0,35834,-1.157013,10.72011,11.12732
1,33396,-12.23458,11.15693,11.12732
1,8624,-.6512268,11.20085,10.88034
0,58173,.2709703,10.67895,10.88034
1,8713,-1.247687,11.19334,10.93353
0,43704,1.83719,10.70593,10.93353
0,47753,.1505551,10.71646,10.99442
1,12690,-.1919163,11.28347,10.99442
0,453123,-1.990323,10.79793,11.24034
1,238624,-2.812733,11.5031,11.24034
1,21101,3.399979,11.378,11.20313
0,66576,1.05729,10.91267,11.20313
1,27274,-.5646284,11.2187,11.0325
0,114235,.2148273,10.77638,11.0325
0,153502,-.6605284,10.76505,11.11865
1,47095,-.728326,11.38564,11.11865
1,28304,-.1516636,11.48478,11.15693
0,98292,-.2685709,10.81746,11.15693
0,66118,.567302,10.64046,10.89464
1,10737,-.3057706,11.12485,10.89464
1,15606,-3.564899,11.25739,10.92349
0,68632,.378689,10.6705,10.92349
0,99339,-1.231602,10.63997,10.91761
1,18881,-1.05143,11.23269,10.91761
1,10765,-.7388357,11.10321,11.00961
0,56503,.4846286,10.79718,11.00961
0,48514,1.761907,10.69231,10.89714
1,6767,-.2731499,11.131,10.89714
1,19112,-.2982542,11.16498,11.05891
0,95220,2.80149,10.82506,11.05891
0,52866,.0237053,10.89633,11.16126
1,10411,-1.003524,11.44696,11.16126
1,37059,-.8680281,11.41183,11.23062
0,95886,.6529016,10.88672,11.23062
0,95026,.9208444,10.89933,11.25875
1,40176,-.2988122,11.48136,11.25875
1,40813,1.434765,11.40824,11.19644
0,159847,2.757401,10.91029,11.19644
1,53201,-.5610967,11.35884,11.1916
0,184013,-.1741044,10.88754,11.1916
1,39296,-.0499235,11.45087,11.21586
0,148992,1.406887,10.91538,11.21586
1,11061,-1.214434,11.35096,11.00619
0,66259,.00388,10.77299,11.00619
0,148914,.4268201,10.89842,11.24437
1,49296,-1.095807,11.46426,11.24437
1,33789,.4925926,11.39319,11.26298
0,101414,2.304682,10.91853,11.26298
0,212455,.6916174,11.0681,11.49652
1,109833,.8417937,11.66884,11.49652
0,221700,.9746867,11.05446,11.56884
1,169913,1.780074,11.68865,11.56884
1,176620,-3.465792,11.26685,11.03877
0,628939,-4.981634,10.74948,11.03877
1,104510,-2.906975,11.5485,11.38733
0,189679,-2.563998,10.95621,11.38733
0,120541,1.416882,11.07884,11.60883
1,95285,6.255502,11.75279,11.60883
1,25029,-5.841324,11.45851,11.099
0,57983,.3517564,10.55614,11.099
0,60102,-.4709768,10.86652,11.20753
1,21643,-.8220686,11.36896,11.20753
1,14949,-2.124305,11.42876,11.24915
0,46577,.5217307,10.93656,11.24915
0,71930,-1.756562,10.83193,11.19689
1,22402,-.977399,11.38883,11.19689
0,42829,.067701,10.86549,11.37826
1,28071,1.952045,11.47328,11.37826
1,25976,.377424,11.53119,11.32007
0,66228,.4858791,10.90469,11.32007
0,38704,2.09999,10.88538,11.30949
1,24582,.7442405,11.3599,11.30949
1,20755,-3.550277,11.2716,11.00595
0,71266,2.843916,10.73908,11.00595
1,53287,2.702163,11.4693,11.21134
0,141853,3.237675,10.81997,11.21134
0,105120,2.368098,10.82567,11.11425
1,25829,.4192472,11.34508,11.11425
1,7159,.2950885,11.3062,10.92462
0,52823,3.436031,10.6886,10.92462
1,17398,2.882964,11.39755,11.18798
0,62381,7.192369,10.85946,11.18798
0,56181,5.583938,10.72057,10.95284
1,8218,.0543487,11.26637,10.95284
1,14456,.9445378,11.41707,11.07678
0,70665,3.268289,10.82016,11.07678
1,12078,1.355658,11.422,11.00813
0,60728,-.315908,10.71196,11.00813
1,16367,-.4011745,11.39972,11.11217
0,56170,2.532501,10.76956,11.11217
0,189789,1.508139,10.82751,11.2072
1,93673,-.9690893,11.38202,11.2072
1,10536,.6515138,11.27716,10.9545
0,77720,4.510741,10.72744,10.9545
0,57180,1.803579,10.67413,10.92422
1,7691,.1603182,11.34326,10.92422
0,76444,12.2,10.63399,10.95019
1,16474,3.829183,11.14501,10.95019
0,70521,-1.865445,10.77476,11.04644
1,15035,-.6276591,11.35758,11.04644
0,42885,.2557545,10.64911,10.90806
1,7945,.9148141,11.20562,10.90806
0,74174,.6664098,10.63907,10.87397
1,14060,-1.418954,11.12626,10.87397
0,46807,3.771594,10.59465,11.04958
1,16694,4.75898,11.08295,11.04958
1,12597,2.164369,11.28066,11.00094
0,55506,3.152578,10.69034,11.00094
1,52013,1.128413,11.23609,11.10705
0,114061,-3.084167,10.6367,11.10705
0,57237,7.623074,10.76092,11.02311
1,10426,.9369966,11.28766,11.02311
1,8927,2.315905,11.11654,10.86173
0,51395,3.474686,10.5951,10.86173
1,16016,-2.63901,11.02319,10.98694
0,44537,-4.394497,10.66479,10.98694
1,7534,.7592999,10.51511,10.66612
0,39483,.3317949,10.41957,10.66612
1,12027,-2.257069,11.00067,10.7801
0,39500,-.589982,10.53303,10.7801
0,36985,.1277213,10.61433,10.90268
1,14690,-3.773585,11.13253,10.90268
1,10893,-.2547345,11.04158,10.78734
0,37000,-.1190153,10.48053,10.78734
0,79683,1.724304,10.81211,11.09101
1,34624,-1.006063,11.21754,11.09101
1,11278,-.293238,11.16183,10.9262
0,74318,2.399645,10.70871,10.9262
0,51339,5.499,10.62839,10.84483
1,6617,.1639175,11.14223,10.84483
0,55722,-.7715364,10.71008,11.00977
1,14009,.6023146,11.28474,11.00977
1,8486,2.736401,11.15293,11.06476
0,57842,6.778435,10.84387,11.06476
0,87311,7.60534,10.91093,11.21428
1,20863,4.457633,11.38919,11.21428
0,80220,8.408692,10.67249,10.88798
1,8688,.9459216,11.1757,10.88798
1,5137,.2103375,10.94562,10.75783
0,56193,3.722485,10.55756,10.75783
1,19280,.3054239,11.3166,10.9787
0,94660,1.757065,10.66797,10.9787
1,9859,.1253588,10.86109,10.77369
0,69912,5.453109,10.5494,10.77369
1,14151,.8166444,11.11889,10.96971
0,41075,3.965523,10.64418,10.96971
0,53829,3.477037,10.64915,10.86177
1,5877,.4488661,11.16002,10.86177
0,50193,8.295953,10.60797,10.89248
1,8884,.3554683,11.02803,10.89248
1,79425,-1.930319,11.39147,11.15088
0,176025,.3777647,10.74393,11.15088
1,10904,.6248494,11.3636,11.07495
0,43029,8.312165,10.71665,11.07495
0,55800,7.955779,10.79605,11.03986
1,8694,2.969269,11.18302,11.03986
0,68156,3.892555,10.74652,10.99187
1,11252,-.1800826,11.30546,10.99187
0,167301,.9683935,10.74251,11.12052
1,49553,-.085772,11.42336,11.12052
0,53768,5.834327,10.54632,10.87076
1,12495,-1.999608,11.27595,10.87076
0,217289,-4.065769,10.75361,11.2131
1,107668,-.5074517,11.38057,11.2131
1,22355,1.114862,11.28961,11.22576
0,64741,9.142785,10.98362,11.22576
1,24938,16.77828,11.79404,11.67726
0,32702,8.695351,11.14115,11.67726
1,10970,-.1136198,11.30962,11.03747
0,50639,5.659887,10.72647,11.03747
1,8918,2.012612,11.41658,11.10186
0,58159,5.457906,10.87092,11.10186
0,57392,5.328661,10.64056,10.82683
1,5682,.3567238,11.11834,10.82683
0,58949,4.170827,10.71987,10.9039
1,7153,.5279719,11.07585,10.9039
0,39550,3.486903,10.78546,11.11443
1,12674,-1.11443,11.40688,11.11443
1,5789,1.757711,11.39686,11.02988
0,44333,7.72116,10.75305,11.02988
0,343881,-2.467214,10.83257,11.24258
1,131392,-.20241,11.50501,11.24258
0,76016,-3.371061,10.66353,10.88003
1,13926,-.0022237,11.14481,10.88003
0,47887,-5.14886,10.58272,10.88684
1,8475,-.9013165,11.37748,10.88684
1,16682,-1.319665,11.28061,11.1724
0,35604,1.658188,10.86373,11.1724
0,57223,-4.141399,10.55006,10.77735
1,9397,-1.808766,11.15534,10.77735
1,38478,-6.924161,11.30855,11.08121
0,88541,-2.736598,10.73532,11.08121
0,56622,8.697843,10.65962,10.90462
1,8877,3.474862,11.15694,10.90462
0,49319,-2.500462,10.61827,10.91366
1,15629,-3.023958,11.06078,10.91366
0,54833,8.808268,10.76132,11.02747
1,12422,1.110698,11.24282,11.02747
1,8964,.8135943,11.34196,11.10573
0,39586,9.101957,10.84195,11.10573
1,10599,.3826316,11.17822,10.85541
0,60749,1.774402,10.62507,10.85541
0,47457,.6543642,10.66609,10.95191
1,10309,.1575321,11.13614,10.95191
1,9378,1.022245,11.03961,10.89437
0,59490,10.90201,10.67618,10.89437
1,18541,-1.190248,11.5009,11.0997
0,70180,-2.604795,10.75501,11.0997
1,19196,1.402089,11.33407,11.09612
0,65820,.9092407,10.76153,11.09612
1,6866,1.062786,10.97495,10.86213
0,47143,2.886556,10.65917,10.86213
1,5423,.6471677,10.94719,10.82041
0,50204,3.063261,10.6575,10.82041
0,51757,.1300775,10.65172,10.96472
1,15895,-4.555667,11.25502,10.96472
0,44826,6.954321,10.69184,10.9028
1,7343,.7226514,11.01554,10.9028
0,53808,1.222661,10.72606,10.92126
1,7779,-.0617013,11.2471,10.92126
0,43805,5.37429,10.91892,11.24343
1,11700,3.495181,11.61989,11.24343
0,121447,11.98402,11.1798,11.6536
1,103052,18.20231,11.766,11.6536
0,128137,10.02774,11.183,11.54346
1,76645,7.695013,11.63643,11.54346
1,346833,-1.190792,11.55661,11.30602
0,886044,-3.30114,10.85952,11.30602
0,42372,9.837844,11.0208,11.21678
1,8320,4.517478,11.3867,11.21678
0,581801,1.960956,10.95407,11.31623
1,219798,1.054393,11.54204,11.31623
1,8791,1.695762,11.31468,11.22044
0,49236,14.20201,11.01749,11.22044
1,13470,.9813956,11.16855,10.96001
0,52966,5.867301,10.62465,10.96001
1,7137,-.2880315,11.07273,10.8383
0,45635,1.572804,10.63587,10.8383
0,46229,-1.520126,10.6689,10.97018
1,15608,-2.103918,11.13553,10.97018
1,11963,-3.501119,11.33445,11.02686
0,41220,-1.801327,10.74806,11.02686
0,42634,-1.206621,10.49351,10.78889
1,7506,-.2313522,11.21771,10.78889
1,14757,-.903161,11.38486,11.13111
0,45033,-.9115237,10.85835,11.13111
1,8629,-1.517612,11.23487,10.97506
0,53574,-5.113901,10.7676,10.97506
1,7289,-.902956,10.95849,10.76936
0,45316,-6.126794,10.59467,10.76936
1,62228,-1.544491,11.1811,10.91501
0,284812,-5.57515,10.56823,10.91501
0,53154,7.350653,10.59066,10.86693
1,10473,3.666682,10.9992,10.86693
1,30502,-1.221846,11.31803,11.03087
0,125737,-6.25964,10.70919,11.03087
0,78156,-.8052852,10.77544,11.08024
1,24168,-4.437864,11.45355,11.08024
0,51624,4.576887,10.62763,10.87021
1,8679,2.35975,10.8858,10.87021
1,42571,-22.95431,11.32093,11.21326
0,35789,.8295049,10.75986,11.21326
1,12595,-2.086713,11.2336,10.85309
0,54592,4.171938,10.55681,10.85309
1,9217,-.579623,11.26096,11.07567
0,60656,-1.488415,10.87989,11.07567
0,97747,-1.467993,10.82594,11.10274
1,23507,-1.688192,11.39824,11.10274
1,39034,5.154367,11.59497,11.29713
0,150805,11.42811,11.00519,11.29713
1,509601,-.3236288,11.56194,11.31563
0,1349010,-2.451562,10.89406,11.31563
1,62754,7.766337,11.75246,11.54521
0,102253,8.333586,11.06148,11.54521
0,92099,3.115139,10.99864,11.23901
1,21668,4.779945,11.44389,11.23901
1,31776,1.023954,11.48094,11.26903
0,98601,.5253994,10.94438,11.26903
0,48423,-.8307081,10.72183,10.95688
1,8396,.3942343,11.284,10.95688
1,9953,3.324619,11.02806,11.02147
0,56220,9.875629,10.84636,11.02147
1,32249,17.15647,11.45894,11.40934
0,69118,18.77435,11.10383,11.40934
1,201326,.2418315,11.44322,11.33456
0,286617,.4211558,10.85426,11.33456
0,57570,11.30708,10.83738,11.11618
1,16817,6.838561,11.24927,11.11618
1,166416,.1744878,11.38645,11.10227
0,543089,-1.32374,10.73712,11.10227
1,7114,1.267133,11.1564,10.89313
0,49865,7.79761,10.69317,10.89313
1,13398,5.240426,11.05568,10.8983
0,56062,8.027641,10.56974,10.8983
1,9675,.0194078,10.92854,10.68311
0,62461,-2.079406,10.45706,10.68311
1,13621,-.2172142,11.1619,10.87444
0,74771,-2.84528,10.50818,10.87444
0,50176,1.466235,10.5418,10.79468
1,7932,-.0481861,11.08639,10.79468
1,9413,-.4304114,11.33594,11.06579
0,52156,-1.089834,10.83421,11.06579
1,44989,-1.099799,11.32283,10.95364
0,214604,-2.316704,10.63142,10.95364
1,35036,-.182052,11.29828,10.69976
0,217639,-1.715247,10.31139,10.69976
1,21485,-.1730667,11.23425,10.76443
0,135102,-2.919783,10.42907,10.76443
1,22109,-4.693196,11.31912,11.1781
0,50592,6.400187,10.87604,11.1781
1,19403,-.1856263,11.31275,11.24042
0,70024,1.633735,10.98171,11.24042
1,29423,2.2947,11.34615,11.34103
0,74425,2.546992,11.01375,11.34103
0,51560,4.344343,10.81122,11.15742
1,14595,2.640768,11.25398,11.15742
1,127866,-.9621409,11.40866,11.32068
0,323835,-2.965236,10.94674,11.32068
1,61713,-10.06597,11.32177,11.30247
0,93662,.9602575,10.97826,11.30247
0,60268,9.955331,10.69653,11.01713
1,15400,2.976159,11.18667,11.01713
1,41796,-1.132612,11.31978,11.21308
0,67244,-1.33529,10.85487,11.21308
0,53490,.6259864,10.69637,11.00315
1,21911,1.043753,11.03575,11.00315
1,21050,1.13693,11.0476,11.00849
0,49139,1.045748,10.65508,11.00849
0,54184,-1.687289,10.65334,10.99279
1,21381,-1.680672,11.11345,10.99279
1,77886,-1.145018,11.58872,11.58601
0,52243,-5.86956,10.78036,11.58601
1,44257,4.885258,11.55785,11.49998
0,40324,-5.340443,10.82835,11.49998
1,334569,.7742525,11.73443,11.739
0,269885,-2.184782,11.1208,11.739
0,49206,4.963138,10.85525,11.1286
1,11018,2.660069,11.36017,11.1286
1,54530,2.14746,11.56399,11.52364
0,122982,1.993668,11.22165,11.52364
0,82127,7.662845,11.05574,11.5093
1,44497,15.6558,11.60399,11.5093
0,77923,3.640823,10.71354,11.02832
1,20736,-.5149049,11.1949,11.02832
1,15136,5.691729,11.57002,11.4485
0,36922,7.664528,11.08964,11.4485
0,53086,7.220472,10.97618,11.2695
1,16120,1.440627,11.39483,11.2695
0,45392,1.409555,10.76883,11.19022
1,38819,-4.511287,11.26581,11.19022
0,80871,2.246179,10.73271,11.00074
1,19032,-.3913797,11.22811,11.00074
1,39657,-4.984169,11.30974,11.06932
0,74043,-7.971856,10.57984,11.06932
0,86644,3.720954,10.95456,11.3791
1,52487,2.189304,11.57238,11.3791
1,49489,2.549547,11.5911,11.43436
0,92144,1.767243,11.02393,11.43436
0,43680,7.525759,11.04718,11.39114
1,15716,7.732843,11.52499,11.39114
0,53003,-5.769606,10.61751,10.98512
1,13726,-1.771344,11.36113,10.98512
0,43664,3.273336,10.93542,11.26108
1,16672,3.386038,11.41177,11.26108
1,23123,-.1642356,11.36999,11.07369
0,84649,3.380285,10.76418,11.07369
0,67424,3.945647,10.69227,10.97715
1,12056,2.429542,11.094,10.97715
0,75562,-4.191939,10.73676,11.05281
1,21052,-2.5576,11.1726,11.05281
1,18434,-3.634768,11.12483,11.03778
0,59040,-4.012959,10.76335,11.03778
0,58121,2.653147,10.85181,11.24367
1,29360,2.801751,11.35196,11.24367
0,62761,1.619417,10.88012,11.1337
1,13995,-2.335974,11.2521,11.1337
1,30851,-11.56504,11.33133,11.0882
0,56265,.9447174,10.75481,11.0882
0,55512,-1.19269,10.59341,10.82047
1,6868,-.6636742,11.1369,10.82047
1,9472,.6136178,11.31167,10.90557
0,56530,2.031757,10.6172,10.90557
0,78784,-1.272123,10.66278,10.87176
1,9415,.4501185,11.22142,10.87176
1,72510,-1.611277,11.43719,11.29413
0,174375,-4.333597,10.87106,11.29413
1,25533,-3.111275,11.3817,11.0538
0,99014,-12.42182,10.66346,11.0538
0,74845,1.974898,11.01442,11.2655
1,26021,3.426328,11.30043,11.2655
0,79513,3.874938,10.77337,11.07318
1,16024,1.604614,11.34831,11.07318
1,7772,.5964798,11.30426,10.92251
0,50235,4.111573,10.67108,10.92251
0,64748,1.748538,10.76153,10.97456
1,9657,-.314495,11.2398,10.97456
1,8045,-.2695376,11.13258,10.89368
0,56139,3.220429,10.66884,10.89368
1,6584,-.0920842,11.23183,10.8885
0,50972,.4343596,10.6517,10.8885
0,57208,2.224205,10.8569,11.15522
1,26867,-2.90336,11.10521,11.15522
0,68588,3.496472,10.77926,11.09236
1,20416,4.336884,10.90479,11.09236
1,18992,-.5513276,11.15146,10.99079
0,65894,1.259336,10.6179,10.99079
1,11059,1.248143,10.90084,10.89375
0,62971,3.810617,10.61842,10.89375
0,154402,-.1615222,10.76908,11.13395
1,59810,-1.136724,11.29425,11.13395
1,21665,-9.386054,11.02879,10.96553
0,38552,-1.011342,10.61895,10.96553
1,24205,-.3837162,11.36661,11.23977
0,71178,1.634463,10.90865,11.23977
1,16665,-.6888384,11.46749,11.05571
0,93956,-3.273339,10.70102,11.05571
1,74031,4.351016,11.2689,11.32121
0,225830,5.551906,11.01117,11.32121
0,54478,1.765831,10.82091,11.08563
1,9288,1.130697,11.15118,11.08563
0,74055,2.705379,10.90293,11.25386
1,32991,2.327037,11.27984,11.25386
0,277384,3.076375,10.87796,11.20353
1,76344,1.128833,11.32181,11.20353
0,66882,2.057592,10.67705,10.93119
1,10733,.5256715,10.9652,10.93119
0,51308,7.736527,10.67532,10.9537
1,13230,4.008491,10.88645,10.9537
0,91033,-.2106609,10.93937,11.25782
1,30964,2.521374,11.23408,11.25782
0,401440,-30.88107,10.73984,11.40015
1,302004,-12.76918,11.35961,11.40015
0,203238,57.175,11.02698,11.47803
1,112762,33.35981,11.54305,11.47803
0,126118,8.957664,10.89127,11.2638
1,35375,5.123442,11.43244,11.2638
1,13547,-.7723921,11.28368,10.97508
0,69183,.3227366,10.72502,10.97508
0,66026,-1.770398,10.65164,10.92882
1,13956,-.9239579,11.21776,10.92882
0,39255,-.7502966,10.72169,11.03243
1,20588,-7.860568,11.22668,11.03243
0,90759,6.82799,10.74433,11.00374
1,17223,1.328925,11.26611,11.00374
0,49321,1.557865,10.54069,10.80167
1,9670,-2.141005,10.99108,10.80167
0,78476,1.759457,10.71192,10.97663
1,12859,.3656868,11.27686,10.97663
0,50482,-1.017702,10.73117,11.08367
1,14763,-2.568779,11.42308,11.08367
1,35146,-.7983352,11.33157,11.08344
0,126315,-1.095621,10.76831,11.08344
1,8263,-.19078,11.22884,10.77984
0,58830,.3830504,10.49791,10.77984
0,45104,2.091197,10.63255,10.92146
1,7354,-.7453582,11.32108,10.92146
0,56352,-2.076,10.61599,10.88085
1,7858,-.367544,11.23116,10.88085
0,66715,-3.064276,10.6075,10.83491
1,7854,-1.421502,11.06829,10.83491
0,73293,4.087468,10.66778,10.9152
1,16249,.2434612,11.0129,10.9152
1,29387,.2904908,11.54741,11.30233
0,90066,-.442852,10.97959,11.30233
0,85034,4.355755,10.7996,11.13451
1,22984,.3156881,11.44887,11.13451
1,19886,-2.685092,11.39074,11.10109
0,52551,1.866449,10.75175,11.10109
0,123672,2.038156,10.807,11.09074
1,30487,-.8860981,11.37841,11.09074
1,15439,.8095869,11.08156,10.9456
0,75101,4.067815,10.70049,10.9456
1,12022,.0363103,11.06485,10.96421
0,56829,1.177906,10.70051,10.96421
1,16807,-4.40996,11.31317,11.1725
0,36164,-.1585773,10.89888,11.1725
0,80440,1.887927,10.8703,11.10983
1,16015,1.44005,11.21055,11.10983
0,131694,-.9904221,11.05541,11.38629
1,110425,-4.112441,11.41722,11.38629
0,89534,5.1711,10.81258,11.03829
1,16749,.6812002,11.2264,11.03829
0,101961,3.367168,10.84293,11.0766
1,20397,.6047827,11.25735,11.0766
0,137211,1.119421,11.02377,11.25621
1,47170,.5857437,11.37004,11.25621
1,13871,-.2802493,11.58409,11.20721
0,51428,1.845358,10.90073,11.20721
0,61644,4.267867,10.89584,11.19402
1,18560,-.3491098,11.32956,11.19402
0,58955,2.411068,10.99021,11.27182
1,15203,1.940451,11.38418,11.27182
1,20978,-.1463217,11.39142,11.26262
0,75385,-.9827424,10.97984,11.26262
0,563047,-1.713126,10.96053,11.3469
1,237945,-.7772862,11.54203,11.3469
1,13854,.2012477,11.56557,11.2486
0,65650,.2289193,10.99899,11.2486
0,45067,.2536175,10.97266,11.233
1,12500,-.4603332,11.43968,11.233
1,15251,.6969421,11.27128,11.20747
0,51756,-3.14594,10.94741,11.20747
0,49311,-2.041142,10.66298,10.95311
1,13350,-.2345957,11.07658,10.95311
0,58963,3.338985,10.83716,11.01774
1,11807,.7983609,10.99998,11.01774
1,21538,-7.771136,11.18962,11.08107
0,40525,.1176224,10.7396,11.08107
