year,stateabbrev,liInc,lvalue,dlpop,lagliInc,dliInc
1949,"OH",9.54268,,.9252977,9.242726,1.499767
1950,"OH",9.631439,11.27833,.9025955,9.114642,2.583985
1951,"OH",9.688416,,.9291267,9.04413,3.221426
1952,"OH",9.712487,,1.042986,8.810427,4.510303
1953,"OH",9.760384,,1.213274,8.82297,4.687066
1954,"OH",9.7232,,1.366611,8.958979,3.821106
1955,"OH",9.787786,,1.420512,9.063669,3.620586
1956,"OH",9.81803,,1.514473,9.189287,3.143716
1957,"OH",9.812471,,1.617637,9.241116,2.856779
1958,"OH",9.75552,,1.696548,9.117636,3.189421
1959,"OH",9.808473,,1.698208,9.224653,2.919097
1960,"OH",9.825179,11.55129,1.699543,9.286652,2.692637
1961,"OH",9.821177,,1.739926,9.4583,1.814389
1962,"OH",9.856427,,1.769218,9.572404,1.420116
1963,"OH",9.878179,,1.873016,9.719146,.7951641
1964,"OH",9.92135,,1.874914,9.748073,.8663845
1965,"OH",9.973019,,1.943965,9.746437,1.132908
1966,"OH",10.02019,,1.59009,9.640353,1.89919
1967,"OH",10.0294,,1.506405,9.572284,2.2856
1968,"OH",10.07687,,1.445394,9.587937,2.444668
1969,"OH",10.10491,,1.406488,9.54268,2.811174
1970,"OH",10.09343,11.5625,1.451945,9.631439,2.309947
1971,"OH",10.1062,,1.432257,9.688416,2.088933
1972,"OH",10.15585,,1.306906,9.712487,2.216825
1973,"OH",10.201,,1.128945,9.760384,2.203069
1974,"OH",10.19056,,.9667206,9.7232,2.336788
1975,"OH",10.16702,,.8885002,9.787786,1.896162
1976,"OH",10.21213,,.7759762,9.81803,1.970501
1977,"OH",10.25329,,.6755257,9.812471,2.20407
1978,"OH",10.28061,,.5873203,9.75552,2.625461
1979,"OH",10.27499,,.551405,9.808473,2.332592
1980,"OH",10.237,11.7411,.5199051,9.825179,2.059126
1981,"OH",10.22482,,.4529381,9.821177,2.018218
1982,"OH",10.21401,,.4005241,9.856427,1.787925
1983,"OH",10.24183,,.3628445,9.878179,1.81828
1984,"OH",10.2984,,.3160572,9.92135,1.885266
1985,"OH",10.32204,,.2550793,9.973019,1.745119
1986,"OH",10.34649,,.1900864,10.02019,1.631513
1987,"OH",10.35385,,.1634598,10.0294,1.622252
1988,"OH",10.37692,,.1325703,10.07687,1.500244
1989,"OH",10.39551,,.124445,10.10491,1.452985
1990,"OH",10.3961,11.62194,.090704,10.09343,1.513381
1991,"OH",10.37479,,.0973225,10.1062,1.342945
1992,"OH",10.39701,,.1297379,10.15585,1.205812
1993,"OH",10.3995,,.1527214,10.201,.9925175
1994,"OH",10.428,,.1765156,10.19056,1.18721
1995,"OH",10.4376,,.196743,10.16702,1.352906
1996,"OH",10.44713,,.2228546,10.21213,1.174974
1997,"OH",10.48084,,.2295971,10.25329,1.137795
1998,"OH",10.52412,,.2334976,10.28061,1.217537
1999,"OH",10.53486,,.2426147,10.27499,1.299343
2000,"OH",10.55187,11.83665,.2540207,10.237,1.574316
2001,"OH",10.54383,,.2702141,10.22482,1.595063
2002,"OH",10.54756,,.2937031,10.21401,1.667728
2003,"OH",10.55221,,.3145313,10.24183,1.551867
2004,"OH",10.56233,,.3221035,10.2984,1.319628
2005,"OH",10.56008,,.3282547,10.32204,1.1902
2006,"OH",10.56805,,.3382111,10.34649,1.107798
2007,"OH",10.58147,,.3327274,10.35385,1.138082
2008,"OH",10.57335,,.3213596,10.37692,.9821415
2009,"OH",10.53818,,.3130436,10.39551,.7133293
2010,"OH",10.54127,11.85434,.3001022,10.3961,.7258463
1880,"OK",,,,,
1900,"OK",8.0425,,,,
1920,"OK",8.663625,,4.712086,8.0425,3.105621
1929,"OK",8.706986,,,,
1930,"OK",8.523482,10.44948,,,
1931,"OK",8.409321,,,,
1932,"OK",8.183617,,,,
1933,"OK",8.259789,,,,
1934,"OK",8.362453,,,,
1935,"OK",8.508185,,,,
1936,"OK",8.575132,,,,
1937,"OK",8.691152,,,,
1938,"OK",8.629923,,,,
1939,"OK",8.651389,,,,
1940,"OK",8.710552,9.961715,.6826496,8.663625,.2346373
1941,"OK",8.809318,,,,
1942,"OK",9.077074,,,,
1943,"OK",9.243446,,,,
1944,"OK",9.416759,,,,
1945,"OK",9.419016,,,,
1946,"OK",9.315707,,,,
1947,"OK",9.254827,,,,
1948,"OK",9.283998,,,,
1949,"OK",9.324746,,-.5970907,8.706986,3.088799
1950,"OK",9.294084,10.81562,-.3716612,8.523482,3.853006
1951,"OK",9.338667,,-.4186249,8.409321,4.64673
1952,"OK",9.40256,,-.3795481,8.183617,6.094718
1953,"OK",9.447812,,-.4594374,8.259789,5.940118
1954,"OK",9.428459,,-.3958607,8.362453,5.330029
1955,"OK",9.470456,,-.2934408,8.508185,4.811354
1956,"OK",9.507581,,-.1983881,8.575132,4.662242
1957,"OK",9.512155,,-.1126575,8.691152,4.105015
1958,"OK",9.565558,,-.1241589,8.629923,4.678178
1959,"OK",9.590526,,-.0952005,8.651389,4.695683
1960,"OK",9.604864,11.0229,.0236034,8.710552,4.47156
1961,"OK",9.609047,,.2542591,8.809318,3.998647
1962,"OK",9.621146,,.4277563,9.077074,2.720361
1963,"OK",9.636514,,.5088425,9.243446,1.965337
1964,"OK",9.689791,,.8684587,9.416759,1.365161
1965,"OK",9.745477,,.9321451,9.419016,1.632304
1966,"OK",9.780589,,.7056427,9.315707,2.324409
1967,"OK",9.822524,,.7717562,9.254827,2.838488
1968,"OK",9.868081,,.9040213,9.283998,2.920413
1969,"OK",9.90534,,.9293938,9.324746,2.90297
1970,"OK",9.931049,11.11072,.7049227,9.294084,3.184829
1971,"OK",9.95348,,.846982,9.338667,3.074064
1972,"OK",10.00113,,.9015512,9.40256,2.99283
1973,"OK",10.05799,,1.054263,9.447812,3.050914
1974,"OK",10.0505,,1.063304,9.428459,3.110218
1975,"OK",10.06207,,1.042938,9.470456,2.958074
1976,"OK",10.09,,1.084199,9.507581,2.912087
1977,"OK",10.12204,,1.139212,9.512155,3.049412
1978,"OK",10.16011,,1.253724,9.565558,2.972746
1979,"OK",10.18644,,1.302371,9.590526,2.97956
1980,"OK",10.18212,11.50457,1.318331,9.604864,2.886262
1981,"OK",10.22673,,1.315308,9.609047,3.088393
1982,"OK",10.24375,,1.39204,9.621146,3.112998
1983,"OK",10.20539,,1.497111,9.636514,2.844377
1984,"OK",10.23548,,1.475377,9.689791,2.728467
1985,"OK",10.24337,,1.465998,9.745477,2.489486
1986,"OK",10.23566,,1.408882,9.780589,2.275333
1987,"OK",10.21051,,1.272144,9.822524,1.939936
1988,"OK",10.22141,,1.176572,9.868081,1.766634
1989,"OK",10.24432,,1.086526,9.90534,1.694884
1990,"OK",10.24828,11.34418,1.022458,9.931049,1.586165
1991,"OK",10.22906,,.9652853,9.95348,1.377921
1992,"OK",10.24892,,.9608746,10.00113,1.238956
1993,"OK",10.24817,,.9413147,10.05799,.9508896
1994,"OK",10.25907,,.9146452,10.0505,1.042838
1995,"OK",10.26034,,.8844423,10.06207,.9913397
1996,"OK",10.28075,,.8403444,10.09,.9537554
1997,"OK",10.30522,,.814414,10.12204,.9158993
1998,"OK",10.33878,,.7804966,10.16011,.8933496
1999,"OK",10.35309,,.7302666,10.18644,.8332682
2000,"OK",10.39799,11.4536,.63766,10.18212,1.07935
2001,"OK",10.43286,,.5657816,10.22673,1.030674
2002,"OK",10.41661,,.4228687,10.24375,.8643055
2003,"OK",10.41957,,.3157473,10.20539,1.070924
2004,"OK",10.46677,,.3520823,10.23548,1.156416
2005,"OK",10.49277,,.4067707,10.24337,1.246972
2006,"OK",10.53917,,.4989719,10.23566,1.517553
2007,"OK",10.55688,,.6206036,10.21051,1.731858
2008,"OK",10.60839,,.7355404,10.22141,1.934929
2009,"OK",10.50517,,.8278561,10.24432,1.304259
2010,"OK",10.51937,11.54587,.8892107,10.24828,1.355457
1880,"OR",8.568302,,,,
1900,"OR",8.825203,,4.306426,8.568302,1.284504
1920,"OR",9.052632,,3.194423,8.825203,1.137147
1929,"OR",9.093674,,,,
1930,"OR",9.021313,10.80208,,,
1931,"OR",8.931187,,,,
1932,"OR",8.745725,,,,
1933,"OR",8.741949,,,,
1934,"OR",8.91394,,,,
1935,"OR",8.942122,,,,
1936,"OR",9.102235,,,,
1937,"OR",9.08438,,,,
1938,"OR",9.058959,,,,
1939,"OR",9.144552,,,,
1940,"OR",9.204766,10.55618,1.633139,9.052632,.7606697
1941,"OR",9.449637,,,,
1942,"OR",9.65948,,,,
1943,"OR",9.812818,,,,
1944,"OR",9.801044,,,,
1945,"OR",9.754681,,,,
1946,"OR",9.688309,,,,
1947,"OR",9.638989,,,,
1948,"OR",9.652911,,,,
1949,"OR",9.6384,,2.064152,9.093674,2.723632
1950,"OR",9.660146,11.08526,2.357855,9.021313,3.194165
1951,"OR",9.684669,,2.383552,8.931187,3.767414
1952,"OR",9.708981,,2.435446,8.745725,4.816279
1953,"OR",9.702752,,2.464366,8.741949,4.804015
1954,"OR",9.669641,,2.506185,8.91394,3.778501
1955,"OR",9.732124,,2.526078,8.942122,3.950014
1956,"OR",9.76405,,2.523794,9.102235,3.309078
1957,"OR",9.723231,,2.453895,9.08438,3.194256
1958,"OR",9.718277,,2.381549,9.058959,3.29659
1959,"OR",9.774299,,2.397203,9.144552,3.148732
1960,"OR",9.774844,11.30741,2.448034,9.204766,2.850389
1961,"OR",9.792645,,2.564397,9.449637,1.71504
1962,"OR",9.828383,,2.386451,9.65948,.8445168
1963,"OR",9.848498,,2.057099,9.812818,.1784039
1964,"OR",9.891251,,2.065873,9.801044,.4510307
1965,"OR",9.935195,,2.150145,9.754681,.9025717
1966,"OR",9.96729,,1.916823,9.688309,1.394906
1967,"OR",9.99161,,1.860852,9.638989,1.763101
1968,"OR",10.02422,,1.775537,9.652911,1.856561
1969,"OR",10.04257,,1.82651,9.6384,2.020869
1970,"OR",10.0532,11.43028,1.57774,9.660146,1.965265
1971,"OR",10.07689,,1.616488,9.684669,1.961117
1972,"OR",10.13805,,1.637959,9.708981,2.145348
1973,"OR",10.18148,,1.676736,9.702752,2.393661
1974,"OR",10.18647,,1.692357,9.669641,2.584171
1975,"OR",10.18067,,1.686711,9.732124,2.242737
1976,"OR",10.2338,,1.671739,9.76405,2.348771
1977,"OR",10.25783,,1.770353,9.723231,2.672982
1978,"OR",10.29565,,1.894832,9.718277,2.886858
1979,"OR",10.28836,,1.949039,9.774299,2.57031
1980,"OR",10.24338,12.00976,1.995659,9.774844,2.342691
1981,"OR",10.21381,,2.003927,9.792645,2.105818
1982,"OR",10.18263,,1.912184,9.828383,1.771226
1983,"OR",10.2149,,1.794558,9.848498,1.832008
1984,"OR",10.25065,,1.726408,9.891251,1.797004
1985,"OR",10.26278,,1.609645,9.935195,1.637936
1986,"OR",10.29025,,1.548028,9.96729,1.614795
1987,"OR",10.30063,,1.555147,9.99161,1.545091
1988,"OR",10.32909,,1.566434,10.02422,1.524353
1989,"OR",10.35416,,1.512866,10.04257,1.557941
1990,"OR",10.35543,11.67709,1.544156,10.0532,1.511154
1991,"OR",10.3458,,1.545382,10.07689,1.344519
1992,"OR",10.35501,,1.54789,10.13805,1.084805
1993,"OR",10.37013,,1.5628,10.18148,.9432125
1994,"OR",10.40015,,1.568217,10.18647,1.068377
1995,"OR",10.43219,,1.573482,10.18067,1.257615
1996,"OR",10.45581,,1.569834,10.2338,1.11002
1997,"OR",10.47855,,1.517472,10.25783,1.103601
1998,"OR",10.50878,,1.447821,10.29565,1.065655
1999,"OR",10.52465,,1.374283,10.28836,1.18144
2000,"OR",10.55303,12.21969,1.306176,10.24338,1.548262
2001,"OR",10.54298,,1.311183,10.21381,1.645851
2002,"OR",10.54582,,1.382089,10.18263,1.815939
2003,"OR",10.54929,,1.452451,10.2149,1.671963
2004,"OR",10.56453,,1.458077,10.25065,1.569409
2005,"OR",10.56351,,1.507626,10.26278,1.503644
2006,"OR",10.58837,,1.566505,10.29025,1.490612
2007,"OR",10.60303,,1.603761,10.30063,1.512036
2008,"OR",10.60065,,1.591558,10.32909,1.35776
2009,"OR",10.55021,,1.555061,10.35416,.9802628
2010,"OR",10.54809,12.45076,1.471238,10.35543,.9632826
1880,"PA",8.512268,,,,
1900,"PA",8.832391,,1.931286,8.512268,1.600614
1920,"PA",9.052716,,1.623678,8.832391,1.101627
1929,"PA",9.246659,,,,
1930,"PA",9.190062,11.17821,,,
1931,"PA",9.111922,,,,
1932,"PA",8.928553,,,,
1933,"PA",8.907621,,,,
1934,"PA",9.019653,,,,
1935,"PA",9.069873,,,,
1936,"PA",9.203509,,,,
1937,"PA",9.225124,,,,
1938,"PA",9.123275,,,,
1939,"PA",9.203918,,,,
1940,"PA",9.275603,10.86946,.6325483,9.052716,1.114435
1941,"PA",9.402192,,,,
1942,"PA",9.501912,,,,
1943,"PA",9.629605,,,,
1944,"PA",9.700011,,,,
1945,"PA",9.701151,,,,
1946,"PA",9.624555,,,,
1947,"PA",9.54591,,,,
1948,"PA",9.519608,,,,
1949,"PA",9.508013,,.3317547,9.246659,1.306767
1950,"PA",9.596561,11.09312,.4259396,9.190062,2.032499
1951,"PA",9.620247,,.3740311,9.111922,2.541623
1952,"PA",9.644486,,.36479,8.928553,3.579669
1953,"PA",9.694191,,.4296875,8.907621,3.932848
1954,"PA",9.649964,,.4962349,9.019653,3.151555
1955,"PA",9.70104,,.5630493,9.069873,3.155837
1956,"PA",9.761246,,.5816841,9.203509,2.788682
1957,"PA",9.780948,,.5617142,9.225124,2.779117
1958,"PA",9.749364,,.5269051,9.123275,3.130445
1959,"PA",9.775629,,.6315422,9.203918,2.858558
1960,"PA",9.786045,11.27842,.6761742,9.275603,2.552209
1961,"PA",9.79108,,.6928062,9.402192,1.944442
1962,"PA",9.825306,,.7804489,9.501912,1.616969
1963,"PA",9.841866,,.9622765,9.629605,1.061301
1964,"PA",9.88821,,1.09849,9.700011,.9409952
1965,"PA",9.932955,,1.178503,9.701151,1.159019
1966,"PA",9.975457,,.8299732,9.624555,1.754513
1967,"PA",10.01178,,.6773853,9.54591,2.329335
1968,"PA",10.04794,,.6610298,9.519608,2.641654
1969,"PA",10.07708,,.6112099,9.508013,2.84534
1970,"PA",10.08871,11.31259,.5851841,9.596561,2.460732
1971,"PA",10.09849,,.637846,9.620247,2.3912
1972,"PA",10.15382,,.626297,9.644486,2.546659
1973,"PA",10.19054,,.5430412,9.694191,2.481761
1974,"PA",10.185,,.4619122,9.649964,2.67519
1975,"PA",10.18012,,.420084,9.70104,2.395377
1976,"PA",10.21883,,.4006958,9.761246,2.287898
1977,"PA",10.25087,,.4065418,9.780948,2.349591
1978,"PA",10.27799,,.3520966,9.749364,2.643137
1979,"PA",10.27176,,.2768517,9.775629,2.480655
1980,"PA",10.23881,11.59834,.2325249,9.786045,2.263837
1981,"PA",10.24103,,.2006912,9.79108,2.249732
1982,"PA",10.24914,,.2112961,9.825306,2.119169
1983,"PA",10.26423,,.1778793,9.841866,2.111807
1984,"PA",10.3007,,.1269341,9.88821,2.062459
1985,"PA",10.3269,,.064497,9.932955,1.969709
1986,"PA",10.35614,,.0506496,9.975457,1.903405
1987,"PA",10.37472,,.0552845,10.01178,1.814713
1988,"PA",10.40775,,.0444126,10.04794,1.799035
1989,"PA",10.43654,,.052948,10.07708,1.797309
1990,"PA",10.4379,11.7151,.038681,10.08871,1.745954
1991,"PA",10.43391,,.0409794,10.09849,1.677136
1992,"PA",10.44692,,.0604916,10.15382,1.465511
1993,"PA",10.44577,,.0977039,10.19054,1.276126
1994,"PA",10.45231,,.1257324,10.185,1.336541
1995,"PA",10.46255,,.1247692,10.18012,1.412168
1996,"PA",10.48211,,.1381302,10.21883,1.316419
1997,"PA",10.50678,,.1434994,10.25087,1.279573
1998,"PA",10.55941,,.1579952,10.27799,1.407084
1999,"PA",10.57277,,.1616859,10.27176,1.505036
2000,"PA",10.60012,11.76986,.172205,10.23881,1.80655
2001,"PA",10.59081,,.1823235,10.24103,1.748929
2002,"PA",10.59943,,.2010059,10.24914,1.751428
2003,"PA",10.60355,,.221796,10.26423,1.69663
2004,"PA",10.62621,,.2458858,10.3007,1.627545
2005,"PA",10.62781,,.2804661,10.3269,1.50455
2006,"PA",10.65194,,.299778,10.35614,1.479015
2007,"PA",10.68259,,.3090477,10.37472,1.539354
2008,"PA",10.68452,,.3135109,10.40775,1.383858
2009,"PA",10.65297,,.3265667,10.43654,1.082149
2010,"PA",10.65652,11.97863,.3277206,10.4379,1.093121
1880,"RI",8.739672,,,,
1900,"RI",8.991079,,2.190495,8.739672,1.257038
1920,"RI",9.184119,,1.71905,8.991079,.9651995
1929,"RI",9.371747,,,,
1930,"RI",9.29192,11.34534,,,
1931,"RI",9.283368,,,,
1932,"RI",9.17657,,,,
1933,"RI",9.201367,,,,
1934,"RI",9.240924,,,,
1935,"RI",9.291322,,,,
1936,"RI",9.373675,,,,
1937,"RI",9.366064,,,,
1938,"RI",9.302825,,,,
1939,"RI",9.385407,,,,
1940,"RI",9.420596,11.0523,.8681488,9.184119,1.182384
1941,"RI",9.589283,,,,
1942,"RI",9.692193,,,,
1943,"RI",9.677511,,,,
1944,"RI",9.719186,,,,
1945,"RI",9.700275,,,,
1946,"RI",9.68535,,,,
1947,"RI",9.613371,,,,
1948,"RI",9.518394,,,,
1949,"RI",9.490768,,.7895184,9.371747,.5951071
1950,"RI",9.59897,11.44061,.6803942,9.29192,1.535254
1951,"RI",9.62461,,.704236,9.283368,1.706209
1952,"RI",9.633144,,.847187,9.17657,2.282872
1953,"RI",9.675225,,.942378,9.201367,2.369289
1954,"RI",9.662427,,.9485054,9.240924,2.107515
1955,"RI",9.724791,,.9690428,9.291322,2.167344
1956,"RI",9.730913,,1.012621,9.373675,1.786189
1957,"RI",9.711432,,1.019702,9.366064,1.726837
1958,"RI",9.717305,,1.060662,9.302825,2.072401
1959,"RI",9.765311,,1.004648,9.385407,1.899519
1960,"RI",9.7721,11.46563,.8661985,9.420596,1.757522
1961,"RI",9.803761,,.7128143,9.589283,1.072388
1962,"RI",9.848043,,.56458,9.692193,.7792521
1963,"RI",9.872759,,.0458717,9.677511,.9762383
1964,"RI",9.913468,,.2253437,9.719186,.9714127
1965,"RI",9.962,,.2940321,9.700275,1.308622
1966,"RI",10.01532,,.6462526,9.68535,1.649823
1967,"RI",10.05548,,.7396793,9.613371,2.21055
1968,"RI",10.08861,,.7915831,9.518394,2.85109
1969,"RI",10.08837,,.7573557,9.490768,2.988019
1970,"RI",10.09591,11.59518,.9504795,9.59897,2.484684
1971,"RI",10.09771,,1.033278,9.62461,2.365479
1972,"RI",10.13982,,.9836388,9.633144,2.533398
1973,"RI",10.15095,,.9116554,9.675225,2.378645
1974,"RI",10.12958,,.7786417,9.662427,2.335782
1975,"RI",10.12516,,.6982231,9.724791,2.001829
1976,"RI",10.15913,,.6169891,9.730913,2.141061
1977,"RI",10.18187,,.5771685,9.711432,2.352171
1978,"RI",10.1992,,.5472374,9.717305,2.409487
1979,"RI",10.19853,,.5499649,9.765311,2.166085
1980,"RI",10.19863,11.78237,.5203438,9.7721,2.13264
1981,"RI",10.2074,,.5251169,9.803761,2.018218
1982,"RI",10.2201,,.4559994,9.848043,1.860299
1983,"RI",10.25949,,.4389572,9.872759,1.93367
1984,"RI",10.3126,,.4165888,9.913468,1.995673
1985,"RI",10.34213,,.4081631,9.962,1.90064
1986,"RI",10.38422,,.417757,10.01532,1.84454
1987,"RI",10.40764,,.4248047,10.05548,1.760807
1988,"RI",10.45591,,.3880501,10.08861,1.836481
1989,"RI",10.48823,,.355444,10.08837,1.999283
1990,"RI",10.45763,12.365,.2833986,10.09591,1.808634
1991,"RI",10.42449,,.2364159,10.09771,1.633897
1992,"RI",10.43595,,.1821089,10.13982,1.480627
1993,"RI",10.44323,,.1861715,10.15095,1.461396
1994,"RI",10.44527,,.317235,10.12958,1.578436
1995,"RI",10.46847,,.3600693,10.12516,1.71659
1996,"RI",10.47865,,.3581667,10.15913,1.597614
1997,"RI",10.50894,,.3547335,10.18187,1.635389
1998,"RI",10.54385,,.3719187,10.1992,1.723232
1999,"RI",10.55111,,.4196596,10.19853,1.762891
2000,"RI",10.57946,12.0855,.5081558,10.19863,1.90414
2001,"RI",10.60741,,.5184841,10.2074,2.000046
2002,"RI",10.62212,,.5541086,10.2201,2.010088
2003,"RI",10.63974,,.5675459,10.25949,1.901217
2004,"RI",10.66446,,.553894,10.3126,1.759267
2005,"RI",10.6673,,.4862261,10.34213,1.625867
2006,"RI",10.68561,,.4205275,10.38422,1.506944
2007,"RI",10.71847,,.3309107,10.40764,1.554122
2008,"RI",10.71233,,.2857161,10.45591,1.282134
2009,"RI",10.68506,,.2579546,10.48823,.9841681
2010,"RI",10.6927,12.60069,.2277899,10.45763,1.175342
1880,"SC",7.391533,,,,
1900,"SC",7.619728,,1.486688,7.391533,1.140976
1920,"SC",8.256138,,1.140513,7.619728,3.182049
1929,"SC",8.180444,,,,
1930,"SC",8.092112,10.52535,,,
1931,"SC",8.021854,,,,
1932,"SC",7.864915,,,,
1933,"SC",8.012519,,,,
1934,"SC",8.168166,,,,
1935,"SC",8.239487,,,,
1936,"SC",8.342291,,,,
1937,"SC",8.364825,,,,
1938,"SC",8.297387,,,,
1939,"SC",8.411574,,,,
1940,"SC",8.521256,10.46789,.6094933,8.256138,1.325593
1941,"SC",8.720021,,,,
1942,"SC",8.940412,,,,
1943,"SC",9.05564,,,,
1944,"SC",9.158895,,,,
1945,"SC",9.164743,,,,
1946,"SC",9.116209,,,,
1947,"SC",8.998045,,,,
1948,"SC",9.059087,,,,
1949,"SC",9.027922,,.7711601,8.180444,4.23739
1950,"SC",9.077063,10.79319,.9567738,8.092112,4.924755
1951,"SC",9.190825,,1.060071,8.021854,5.844855
1952,"SC",9.241213,,1.099677,7.864915,6.881487
1953,"SC",9.264742,,1.095128,8.012519,6.261115
1954,"SC",9.199018,,1.060872,8.168166,5.154257
1955,"SC",9.256546,,1.090212,8.239487,5.085297
1956,"SC",9.26686,,1.121888,8.342291,4.622846
1957,"SC",9.254358,,1.163216,8.364825,4.447665
1958,"SC",9.24841,,1.140738,8.297387,4.755116
1959,"SC",9.296721,,1.132779,8.411574,4.425735
1960,"SC",9.311956,10.97094,1.146116,8.521256,3.9535
1961,"SC",9.343386,,1.023688,8.720021,3.116822
1962,"SC",9.399462,,.9169722,8.940412,2.295251
1963,"SC",9.427185,,1.100497,9.05564,1.857724
1964,"SC",9.482719,,1.192055,9.158895,1.619124
1965,"SC",9.556947,,1.305213,9.164743,1.961017
1966,"SC",9.634366,,1.29756,9.116209,2.590785
1967,"SC",9.677164,,1.191297,8.998045,3.395596
1968,"SC",9.729743,,1.242356,9.059087,3.353281
1969,"SC",9.777984,,1.181817,9.027922,3.75031
1970,"SC",9.80208,11.27713,1.033568,9.077063,3.625088
1971,"SC",9.825881,,1.028366,9.190825,3.175278
1972,"SC",9.890121,,1.108189,9.241213,3.244543
1973,"SC",9.940913,,1.205134,9.264742,3.380857
1974,"SC",9.939119,,1.337209,9.199018,3.700509
1975,"SC",9.912522,,1.38154,9.256546,3.279881
1976,"SC",9.961668,,1.386676,9.26686,3.47404
1977,"SC",9.974292,,1.366959,9.254358,3.599668
1978,"SC",10.00708,,1.387811,9.24841,3.793344
1979,"SC",10.00308,,1.367993,9.296721,3.531775
1980,"SC",9.978165,11.49042,1.351705,9.311956,3.331041
1981,"SC",9.986475,,1.387177,9.343386,3.215446
1982,"SC",9.980163,,1.402602,9.399462,2.903504
1983,"SC",10.02402,,1.367898,9.427185,2.984195
1984,"SC",10.08912,,1.395597,9.482719,3.032026
1985,"SC",10.11551,,1.405034,9.556947,2.79283
1986,"SC",10.14789,,1.412687,9.634366,2.567611
1987,"SC",10.17137,,1.443105,9.677164,2.471018
1988,"SC",10.2029,,1.438551,9.729743,2.365761
1989,"SC",10.22696,,1.482153,9.777984,2.244887
1990,"SC",10.23367,11.58341,1.491351,9.80208,2.157941
1991,"SC",10.21812,,1.46831,9.825881,1.961174
1992,"SC",10.23381,,1.432786,9.890121,1.718445
1993,"SC",10.24133,,1.387792,9.940913,1.50207
1994,"SC",10.26725,,1.324306,9.939119,1.640677
1995,"SC",10.28177,,1.283064,9.912522,1.846223
1996,"SC",10.3017,,1.275563,9.961668,1.700177
1997,"SC",10.32359,,1.278281,9.974292,1.746488
1998,"SC",10.36683,,1.268439,10.00708,1.798739
1999,"SC",10.38735,,1.263914,10.00308,1.921349
2000,"SC",10.41708,11.74797,1.249309,9.978165,2.194586
2001,"SC",10.41113,,1.228828,9.986475,2.123294
2002,"SC",10.41137,,1.236801,9.980163,2.156038
2003,"SC",10.41216,,1.247196,10.02402,1.940665
2004,"SC",10.4364,,1.261606,10.08912,1.736393
2005,"SC",10.45232,,1.28377,10.11551,1.684022
2006,"SC",10.46878,,1.325908,10.14789,1.604438
2007,"SC",10.48632,,1.367769,10.17137,1.574783
2008,"SC",10.47434,,1.415868,10.2029,1.357212
2009,"SC",10.43329,,1.41758,10.22696,1.031656
2010,"SC",10.43279,11.80793,1.404133,10.23367,.9956121
1880,"SD",8.649366,,,,
1900,"SD",8.523902,,7.038417,8.649366,-.6273222
1920,"SD",8.729747,,2.303381,8.523902,1.029224
1929,"SD",8.618957,,,,
1930,"SD",8.491321,10.68528,,,
1931,"SD",8.194206,,,,
1932,"SD",8.051826,,,,
1933,"SD",7.766289,,,,
1934,"SD",8.071019,,,,
1935,"SD",8.530301,,,,
1936,"SD",8.303944,,,,
1937,"SD",8.531167,,,,
1938,"SD",8.540403,,,,
1939,"SD",8.62787,,,,
1940,"SD",8.666718,10.18594,.0348568,8.729747,-.3151417
1941,"SD",8.890859,,,,
1942,"SD",9.253662,,,,
1943,"SD",9.311446,,,,
1944,"SD",9.436502,,,,
1945,"SD",9.516681,,,,
1946,"SD",9.478031,,,,
1947,"SD",9.453094,,,,
1948,"SD",9.561625,,,,
1949,"SD",9.280356,,-.4469252,8.618957,3.306999
1950,"SD",9.413704,10.84984,-.2819729,8.491321,4.611917
1951,"SD",9.494834,,-.2891827,8.194206,6.503139
1952,"SD",9.354403,,-.3053808,8.051826,6.51289
1953,"SD",9.433088,,-.314002,7.766289,8.333996
1954,"SD",9.437531,,-.2019739,8.071019,6.832561
1955,"SD",9.356936,,-.0822735,8.530301,4.133172
1956,"SD",9.398946,,.0299406,8.303944,5.475011
1957,"SD",9.533816,,.0756454,8.531167,5.013247
1958,"SD",9.546446,,.0536394,8.540403,5.030212
1959,"SD",9.420856,,.1676989,8.62787,3.96493
1960,"SD",9.591678,11.13078,.3173256,8.666718,4.624796
1961,"SD",9.572729,,.6133223,8.890859,3.409352
1962,"SD",9.678483,,.8314037,9.253662,2.124104
1963,"SD",9.625932,,.9370995,9.311446,1.572428
1964,"SD",9.599431,,1.105032,9.436502,.8146477
1965,"SD",9.716523,,.9434986,9.516681,.9992123
1966,"SD",9.77983,,.7488394,9.478031,1.508994
1967,"SD",9.781757,,.5592012,9.453094,1.643314
1968,"SD",9.814439,,.4452562,9.561625,1.264071
1969,"SD",9.849735,,.2849102,9.280356,2.846894
1970,"SD",9.874995,11.12991,.0880814,9.413704,2.306457
1971,"SD",9.913461,,.1235151,9.494834,2.093134
1972,"SD",10.01914,,.198679,9.354403,3.323674
1973,"SD",10.1945,,.233202,9.433088,3.807054
1974,"SD",10.09203,,.1863861,9.437531,3.27251
1975,"SD",10.1,,.1370192,9.356936,3.715329
1976,"SD",10.02527,,.1241398,9.398946,3.131623
1977,"SD",10.08825,,.1696968,9.533816,2.772155
1978,"SD",10.15448,,.2475262,9.546446,3.040147
1979,"SD",10.14566,,.1623869,9.420856,3.624034
1980,"SD",10.01843,11.53227,.0571489,9.591678,2.133741
1981,"SD",10.07584,,-.0247049,9.572729,2.515535
