year,stateabbrev,lagliInc,dliInc,sid,highReg
1982,"GA",9.539403,2.707629,"GA",1
1983,"GA",9.588839,2.693195,"GA",1
1984,"GA",9.636131,2.806888,"GA",1
1985,"GA",9.700723,2.667875,"GA",1
1986,"GA",9.758265,2.609062,"GA",1
1987,"GA",9.804506,2.46532,"GA",1
1988,"GA",9.848637,2.384691,"GA",1
1989,"GA",9.888192,2.241178,"GA",1
1990,"GA",9.902855,2.169242,"GA",1
1991,"GA",9.937285,1.944408,"GA",1
1992,"GA",10.00304,1.743546,"GA",1
1993,"GA",10.05033,1.545973,"GA",1
1994,"GA",10.02566,1.807418,"GA",1
1995,"GA",9.998985,2.051983,"GA",1
1996,"GA",10.04074,1.988173,"GA",1
1997,"GA",10.06407,1.957016,"GA",1
1998,"GA",10.10517,1.953073,"GA",1
1999,"GA",10.09427,2.106452,"GA",1
2000,"GA",10.06142,2.425318,"GA",1
2001,"GA",10.07401,2.361135,"GA",1
2002,"GA",10.08093,2.278781,"GA",1
2003,"GA",10.12748,2.022281,"GA",1
2004,"GA",10.19751,1.751657,"GA",1
2005,"GA",10.2343,1.679416,"GA",1
2006,"GA",10.28008,1.447601,"GA",1
2007,"GA",10.29757,1.445875,"GA",1
2008,"GA",10.32557,1.165619,"GA",1
2009,"GA",10.33643,.8550882,"GA",1
2010,"GA",10.3367,.828495,"GA",1
2011,"GA",10.3367,.828495,"GA",1
2012,"GA",10.3367,.1789856,"GA",1
1940,"IA",8.775472,1.098533,"IA",0
1941,"IA",,,"IA",0
1942,"IA",,,"IA",0
1943,"IA",,,"IA",0
1944,"IA",,,"IA",0
1945,"IA",,,"IA",0
1946,"IA",,,"IA",0
1947,"IA",,,"IA",0
1948,"IA",,,"IA",0
1949,"IA",8.940035,2.675796,"IA",0
1950,"IA",8.83256,3.771658,"IA",0
1951,"IA",8.692723,4.426684,"IA",0
1952,"IA",8.494209,5.59751,"IA",0
1953,"IA",8.39403,5.856576,"IA",0
1954,"IA",8.436881,5.995965,"IA",0
1955,"IA",8.849687,3.600531,"IA",0
1956,"IA",8.767832,4.187484,"IA",0
1957,"IA",9.006226,3.330841,"IA",0
1958,"IA",8.895804,3.866057,"IA",0
1959,"IA",8.948523,3.651204,"IA",0
1960,"IA",8.995178,3.413563,"IA",0
1961,"IA",9.145798,2.898121,"IA",0
1962,"IA",9.357311,2.01468,"IA",0
1963,"IA",9.504331,1.527963,"IA",0
1964,"IA",9.468643,1.873698,"IA",0
1965,"IA",9.530787,2.007937,"IA",0
1966,"IA",9.576997,2.025933,"IA",0
1967,"IA",9.419776,2.697816,"IA",0
1968,"IA",9.638786,1.73665,"IA",0
1969,"IA",9.475194,2.823248,"IA",0
1970,"IA",9.586891,2.26851,"IA",0
1971,"IA",9.57806,2.285242,"IA",0
1972,"IA",9.613711,2.504511,"IA",0
1973,"IA",9.565345,3.366532,"IA",0
1974,"IA",9.636074,2.665658,"IA",0
1975,"IA",9.569793,3.091445,"IA",0
1976,"IA",9.605329,2.917981,"IA",0
1977,"IA",9.672394,2.75208,"IA",0
1978,"IA",9.669016,3.115559,"IA",0
1979,"IA",9.678763,2.883086,"IA",0
1980,"IA",9.677891,2.566133,"IA",0
1981,"IA",9.725422,2.459135,"IA",0
1982,"IA",9.760247,2.165813,"IA",0
1983,"IA",9.809923,1.887808,"IA",0
1984,"IA",9.843383,2.038054,"IA",0
1985,"IA",9.932375,1.630073,"IA",0
1986,"IA",9.982183,1.516552,"IA",0
1987,"IA",9.959339,1.727195,"IA",0
1988,"IA",9.986116,1.530738,"IA",0
1989,"IA",10.03984,1.430316,"IA",0
1990,"IA",10.04059,1.419401,"IA",0
1991,"IA",10.03511,1.340733,"IA",0
1992,"IA",10.11461,1.093359,"IA",0
1993,"IA",10.23865,.3021097,"IA",0
1994,"IA",10.16921,.9498262,"IA",0
1995,"IA",10.18808,.8701468,"IA",0
1996,"IA",10.18892,1.127343,"IA",0
1997,"IA",10.22281,1.050739,"IA",0
1998,"IA",10.29213,.8636189,"IA",0
1999,"IA",10.25538,1.065116,"IA",0
2000,"IA",10.19112,1.551857,"IA",0
2001,"IA",10.21725,1.393833,"IA",0
2002,"IA",10.19341,1.595826,"IA",0
2003,"IA",10.18748,1.611595,"IA",0
2004,"IA",10.25099,1.558776,"IA",0
2005,"IA",10.25839,1.471109,"IA",0
2006,"IA",10.28549,1.370111,"IA",0
2007,"IA",10.30478,1.476355,"IA",0
2008,"IA",10.29226,1.662583,"IA",0
2009,"IA",10.32591,1.328578,"IA",0
2010,"IA",10.32447,1.340489,"IA",0
2011,"IA",10.32447,1.340489,"IA",0
2012,"IA",10.32447,.3571815,"IA",0
1940,"ID",8.832919,.4340601,"ID",1
1941,"ID",,,"ID",1
1942,"ID",,,"ID",1
1943,"ID",,,"ID",1
1944,"ID",,,"ID",1
1945,"ID",,,"ID",1
1946,"ID",,,"ID",1
1947,"ID",,,"ID",1
1948,"ID",,,"ID",1
1949,"ID",8.805725,3.027134,"ID",1
1950,"ID",8.806999,3.164406,"ID",1
1951,"ID",8.612987,4.354053,"ID",1
1952,"ID",8.402095,5.789771,"ID",1
1953,"ID",8.289145,6.010838,"ID",1
1954,"ID",8.797068,3.466043,"ID",1
1955,"ID",8.788209,3.645082,"ID",1
1956,"ID",8.943447,3.203588,"ID",1
1957,"ID",8.806939,3.885698,"ID",1
1958,"ID",8.828343,3.709745,"ID",1
1959,"ID",8.866108,3.685751,"ID",1
1960,"ID",8.919731,3.344197,"ID",1
1961,"ID",9.124979,2.457023,"ID",1
1962,"ID",9.452778,1.049843,"ID",1
1963,"ID",9.508483,.874691,"ID",1
1964,"ID",9.556936,.7474041,"ID",1
1965,"ID",9.568969,1.249218,"ID",1
1966,"ID",9.546238,1.275635,"ID",1
1967,"ID",9.469622,1.82188,"ID",1
1968,"ID",9.444863,2.010846,"ID",1
1969,"ID",9.411152,2.563524,"ID",1
1970,"ID",9.43988,2.54611,"ID",1
1971,"ID",9.483797,2.388191,"ID",1
1972,"ID",9.560049,2.348752,"ID",1
1973,"ID",9.491313,3.018775,"ID",1
1974,"ID",9.490276,3.166671,"ID",1
1975,"ID",9.517225,2.796011,"ID",1
1976,"ID",9.584165,2.633376,"ID",1
1977,"ID",9.584079,2.620163,"ID",1
1978,"ID",9.570292,2.887011,"ID",1
1979,"ID",9.603258,2.546144,"ID",1
1980,"ID",9.588571,2.498307,"ID",1
1981,"ID",9.616384,2.280049,"ID",1
1982,"ID",9.662746,1.877666,"ID",1
1983,"ID",9.683421,1.972013,"ID",1
1984,"ID",9.706417,1.953883,"ID",1
1985,"ID",9.818812,1.443238,"ID",1
1986,"ID",9.801365,1.55746,"ID",1
1987,"ID",9.833998,1.48519,"ID",1
1988,"ID",9.847033,1.607966,"ID",1
1989,"ID",9.923857,1.414294,"ID",1
1990,"ID",9.949102,1.346393,"ID",1
1991,"ID",9.961435,1.208749,"ID",1
1992,"ID",10.0298,1.035609,"ID",1
1993,"ID",10.09507,.8596277,"ID",1
1994,"ID",10.12361,.7947063,"ID",1
1995,"ID",10.07643,1.098623,"ID",1
1996,"ID",10.11084,.9949732,"ID",1
1997,"ID",10.10811,1.000237,"ID",1
1998,"ID",10.14769,1.019859,"ID",1
1999,"ID",10.11249,1.314311,"ID",1
2000,"ID",10.08823,1.565561,"ID",1
2001,"ID",10.07239,1.699185,"ID",1
2002,"ID",10.03828,1.864119,"ID",1
2003,"ID",10.07782,1.63198,"ID",1
2004,"ID",10.09719,1.797109,"ID",1
2005,"ID",10.10746,1.794815,"ID",1
2006,"ID",10.11286,1.891785,"ID",1
2007,"ID",10.13104,1.871958,"ID",1
2008,"ID",10.16863,1.550651,"ID",1
2009,"ID",10.20672,1.034865,"ID",1
2010,"ID",10.21838,.9984732,"ID",1
2011,"ID",10.21838,.9984732,"ID",1
2012,"ID",10.21838,.2112427,"ID",1
1940,"IL",9.16067,1.291575,"IL",1
1941,"IL",,,"IL",1
1942,"IL",,,"IL",1
1943,"IL",,,"IL",1
1944,"IL",,,"IL",1
1945,"IL",,,"IL",1
1946,"IL",,,"IL",1
1947,"IL",,,"IL",1
1948,"IL",,,"IL",1
1949,"IL",9.450705,1.206512,"IL",1
1950,"IL",9.312704,2.257462,"IL",1
1951,"IL",9.220857,2.84894,"IL",1
1952,"IL",9.003157,3.997717,"IL",1
1953,"IL",8.951398,4.493675,"IL",1
1954,"IL",9.064812,3.817043,"IL",1
1955,"IL",9.168661,3.527975,"IL",1
1956,"IL",9.280365,3.287935,"IL",1
1957,"IL",9.36054,2.858567,"IL",1
1958,"IL",9.262487,3.143368,"IL",1
1959,"IL",9.360625,2.865224,"IL",1
1960,"IL",9.418985,2.596345,"IL",1
1961,"IL",9.540956,2.100563,"IL",1
1962,"IL",9.586202,2.021194,"IL",1
1963,"IL",9.721728,1.411567,"IL",1
1964,"IL",9.8019,1.190882,"IL",1
1965,"IL",9.834933,1.296077,"IL",1
1966,"IL",9.797167,1.677728,"IL",1
1967,"IL",9.728018,2.128186,"IL",1
1968,"IL",9.751246,2.130489,"IL",1
1969,"IL",9.692007,2.576895,"IL",1
1970,"IL",9.764196,2.201209,"IL",1
1971,"IL",9.790645,2.172136,"IL",1
1972,"IL",9.8027,2.343793,"IL",1
1973,"IL",9.850133,2.369986,"IL",1
1974,"IL",9.82822,2.41003,"IL",1
1975,"IL",9.874256,2.15652,"IL",1
1976,"IL",9.937952,1.976743,"IL",1
1977,"IL",9.932254,2.153282,"IL",1
1978,"IL",9.891161,2.483978,"IL",1
1979,"IL",9.93367,2.20818,"IL",1
1980,"IL",9.938254,1.95014,"IL",1
1981,"IL",9.961069,1.851449,"IL",1
1982,"IL",9.99044,1.692953,"IL",1
1983,"IL",10.00404,1.676736,"IL",1
1984,"IL",10.04008,1.76095,"IL",1
1985,"IL",10.09415,1.568208,"IL",1
1986,"IL",10.13271,1.528282,"IL",1
1987,"IL",10.15366,1.522393,"IL",1
1988,"IL",10.17734,1.568885,"IL",1
1989,"IL",10.20739,1.476598,"IL",1
1990,"IL",10.20444,1.515613,"IL",1
1991,"IL",10.22507,1.280766,"IL",1
1992,"IL",10.27146,1.222186,"IL",1
1993,"IL",10.32413,.924201,"IL",1
1994,"IL",10.31023,1.102958,"IL",1
1995,"IL",10.30556,1.228862,"IL",1
1996,"IL",10.3333,1.217647,"IL",1
1997,"IL",10.36291,1.197267,"IL",1
1998,"IL",10.38796,1.273994,"IL",1
1999,"IL",10.37531,1.372557,"IL",1
2000,"IL",10.32828,1.762867,"IL",1
2001,"IL",10.33136,1.696286,"IL",1
2002,"IL",10.32903,1.713166,"IL",1
2003,"IL",10.33939,1.683493,"IL",1
2004,"IL",10.39227,1.527886,"IL",1
2005,"IL",10.40779,1.476936,"IL",1
2006,"IL",10.43837,1.447268,"IL",1
2007,"IL",10.45813,1.496196,"IL",1
2008,"IL",10.49112,1.302896,"IL",1
2009,"IL",10.50271,.9548759,"IL",1
2010,"IL",10.50756,.9211397,"IL",1
2011,"IL",10.50756,.9211397,"IL",1
2012,"IL",10.50756,.2168417,"IL",1
1940,"IN",8.807091,1.491404,"IN",0
1941,"IN",,,"IN",0
1942,"IN",,,"IN",0
1943,"IN",,,"IN",0
1944,"IN",,,"IN",0
1945,"IN",,,"IN",0
1946,"IN",,,"IN",0
1947,"IN",,,"IN",0
1948,"IN",,,"IN",0
1949,"IN",8.998474,2.38246,"IN",0
1950,"IN",8.856248,3.604951,"IN",0
1951,"IN",8.785501,4.16244,"IN",0
1952,"IN",8.544514,5.459571,"IN",0
1953,"IN",8.547878,5.853171,"IN",0
1954,"IN",8.714328,4.613972,"IN",0
1955,"IN",8.852302,4.215236,"IN",0
1956,"IN",8.974676,3.78901,"IN",0
1957,"IN",9.066871,3.248248,"IN",0
1958,"IN",8.940241,3.681836,"IN",0
1959,"IN",9.048821,3.380694,"IN",0
1960,"IN",9.105371,3.198667,"IN",0
1961,"IN",9.329779,2.113051,"IN",0
1962,"IN",9.458071,1.757555,"IN",0
1963,"IN",9.619682,1.063142,"IN",0
1964,"IN",9.654886,1.077704,"IN",0
1965,"IN",9.674622,1.336255,"IN",0
1966,"IN",9.553278,2.106128,"IN",0
1967,"IN",9.504255,2.378249,"IN",0
1968,"IN",9.528678,2.429571,"IN",0
1969,"IN",9.474966,2.861686,"IN",0
1970,"IN",9.577238,2.204537,"IN",0
1971,"IN",9.61799,2.160783,"IN",0
1972,"IN",9.636428,2.324638,"IN",0
1973,"IN",9.718513,2.289734,"IN",0
1974,"IN",9.637122,2.497301,"IN",0
1975,"IN",9.695349,2.137108,"IN",0
1976,"IN",9.732478,2.212586,"IN",0
1977,"IN",9.71652,2.46264,"IN",0
1978,"IN",9.676608,2.814627,"IN",0
1979,"IN",9.72496,2.500973,"IN",0
1980,"IN",9.745105,2.114296,"IN",0
1981,"IN",9.752389,2.062917,"IN",0
1982,"IN",9.809582,1.66204,"IN",0
1983,"IN",9.832311,1.624041,"IN",0
1984,"IN",9.870427,1.73913,"IN",0
1985,"IN",9.941873,1.467404,"IN",0
1986,"IN",9.974504,1.463366,"IN",0
1987,"IN",9.979905,1.534557,"IN",0
1988,"IN",10.01459,1.45956,"IN",0
1989,"IN",10.0473,1.448503,"IN",0
1990,"IN",10.01815,1.561565,"IN",0
1991,"IN",10.05015,1.311774,"IN",0
1992,"IN",10.10136,1.241484,"IN",0
1993,"IN",10.17646,.920186,"IN",0
1994,"IN",10.13658,1.259584,"IN",0
1995,"IN",10.12277,1.346378,"IN",0
1996,"IN",10.175,1.167836,"IN",0
1997,"IN",10.20905,1.090097,"IN",0
1998,"IN",10.23953,1.18073,"IN",0
1999,"IN",10.22515,1.286311,"IN",0
2000,"IN",10.16796,1.699376,"IN",0
2001,"IN",10.16497,1.676641,"IN",0
2002,"IN",10.14199,1.792469,"IN",0
2003,"IN",10.15712,1.778064,"IN",0
2004,"IN",10.21825,1.550975,"IN",0
2005,"IN",10.23535,1.418571,"IN",0
2006,"IN",10.26718,1.303148,"IN",0
2007,"IN",10.28682,1.249733,"IN",0
2008,"IN",10.3065,1.123471,"IN",0
2009,"IN",10.337,.7456923,"IN",0
2010,"IN",10.33046,.7495451,"IN",0
2011,"IN",10.33046,.7495451,"IN",0
2012,"IN",10.33046,.1988163,"IN",0
1940,"KS",8.816736,.1184273,"KS",0
1941,"KS",,,"KS",0
1942,"KS",,,"KS",0
1943,"KS",,,"KS",0
1944,"KS",,,"KS",0
1945,"KS",,,"KS",0
1946,"KS",,,"KS",0
1947,"KS",,,"KS",0
1948,"KS",,,"KS",0
1949,"KS",8.861465,2.845516,"KS",0
1950,"KS",8.750838,3.948226,"KS",0
1951,"KS",8.691053,4.318337,"KS",0
1952,"KS",8.402039,6.346912,"KS",0
1953,"KS",8.388005,6.114769,"KS",0
1954,"KS",8.497894,5.692101,"KS",0
1955,"KS",8.699459,4.584188,"KS",0
1956,"KS",8.755148,4.423614,"KS",0
1957,"KS",8.819701,4.177418,"KS",0
1958,"KS",8.730912,4.904552,"KS",0
1959,"KS",8.742155,4.810452,"KS",0
1960,"KS",8.840422,4.384904,"KS",0
1961,"KS",9.054354,3.404036,"KS",0
1962,"KS",9.383016,1.880178,"KS",0
1963,"KS",9.53137,1.230226,"KS",0
1964,"KS",9.62523,.9654427,"KS",0
1965,"KS",9.599545,1.343498,"KS",0
1966,"KS",9.489661,2.118506,"KS",0
1967,"KS",9.49134,2.19624,"KS",0
1968,"KS",9.448289,2.580018,"KS",0
1969,"KS",9.430568,2.894707,"KS",0
1970,"KS",9.540483,2.43094,"KS",0
1971,"KS",9.554721,2.556639,"KS",0
1972,"KS",9.671421,2.34798,"KS",0
1973,"KS",9.610959,3.012733,"KS",0
1974,"KS",9.636314,2.758884,"KS",0
1975,"KS",9.616297,2.838449,"KS",0
1976,"KS",9.639871,2.835693,"KS",0
1977,"KS",9.655185,2.846503,"KS",0
1978,"KS",9.711823,2.682371,"KS",0
1979,"KS",9.704246,2.824912,"KS",0
1980,"KS",9.717402,2.556443,"KS",0
1981,"KS",9.735161,2.572789,"KS",0
1982,"KS",9.759051,2.523732,"KS",0
1983,"KS",9.777415,2.444882,"KS",0
1984,"KS",9.818318,2.471218,"KS",0
1985,"KS",9.868245,2.291327,"KS",0
1986,"KS",9.913363,2.194014,"KS",0
1987,"KS",9.930588,2.128592,"KS",0
1988,"KS",9.964293,1.958609,"KS",0
1989,"KS",10.00951,1.738591,"KS",0
1990,"KS",10.02667,1.682587,"KS",0
1991,"KS",10.06605,1.435375,"KS",0
1992,"KS",10.14102,1.20069,"KS",0
1993,"KS",10.21351,.8555984,"KS",0
1994,"KS",10.18809,1.063919,"KS",0
1995,"KS",10.18399,1.092067,"KS",0
1996,"KS",10.20701,1.13862,"KS",0
1997,"KS",10.22449,1.199403,"KS",0
1998,"KS",10.2483,1.305447,"KS",0
1999,"KS",10.26923,1.241703,"KS",0
2000,"KS",10.22869,1.576223,"KS",0
2001,"KS",10.24972,1.53616,"KS",0
2002,"KS",10.2638,1.400771,"KS",0
2003,"KS",10.26639,1.451917,"KS",0
2004,"KS",10.31256,1.29632,"KS",0
2005,"KS",10.32651,1.268101,"KS",0
2006,"KS",10.35217,1.319151,"KS",0
2007,"KS",10.35631,1.466441,"KS",0
2008,"KS",10.35601,1.61593,"KS",0
2009,"KS",10.35723,1.327543,"KS",0
2010,"KS",10.36319,1.266356,"KS",0
2011,"KS",10.36319,1.266356,"KS",0
2012,"KS",10.36319,.2881489,"KS",0
1940,"KY",8.433178,.6168509,"KY",0
1941,"KY",,,"KY",0
1942,"KY",,,"KY",0
1943,"KY",,,"KY",0
1944,"KY",,,"KY",0
1945,"KY",,,"KY",0
1946,"KY",,,"KY",0
1947,"KY",,,"KY",0
1948,"KY",,,"KY",0
1949,"KY",8.554194,2.729306,"KY",0
1950,"KY",8.390978,3.756604,"KY",0
1951,"KY",8.36817,4.265857,"KY",0
1952,"KY",8.150449,5.605502,"KY",0
1953,"KY",8.178847,5.700541,"KY",0
1954,"KY",8.278348,5.108681,"KY",0
1955,"KY",8.387245,4.800148,"KY",0
1956,"KY",8.475838,4.614711,"KY",0
1957,"KY",8.586213,4.081798,"KY",0
1958,"KY",8.469592,4.678826,"KY",0
1959,"KY",8.513408,4.610457,"KY",0
1960,"KY",8.556548,4.400296,"KY",0
1961,"KY",8.718864,3.830328,"KY",0
1962,"KY",8.926262,3.002005,"KY",0
1963,"KY",9.131795,2.132888,"KY",0
1964,"KY",9.204026,1.874566,"KY",0
1965,"KY",9.227436,2.069788,"KY",0
1966,"KY",9.174005,2.629175,"KY",0
1967,"KY",9.083158,3.287549,"KY",0
1968,"KY",9.146893,3.175864,"KY",0
1969,"KY",9.100056,3.637161,"KY",0
1970,"KY",9.142299,3.493276,"KY",0
1971,"KY",9.221341,3.199205,"KY",0
1972,"KY",9.271549,3.245306,"KY",0
1973,"KY",9.318955,3.25192,"KY",0
1974,"KY",9.300084,3.353496,"KY",0
1975,"KY",9.347275,3.043618,"KY",0
1976,"KY",9.39878,3.00333,"KY",0
1977,"KY",9.402573,3.205638,"KY",0
1978,"KY",9.405357,3.358593,"KY",0
1979,"KY",9.435499,3.25942,"KY",0
1980,"KY",9.436607,2.945194,"KY",0
1981,"KY",9.48493,2.72738,"KY",0
1982,"KY",9.526663,2.521553,"KY",0
1983,"KY",9.558372,2.364464,"KY",0
1984,"KY",9.578939,2.612724,"KY",0
1985,"KY",9.641394,2.333188,"KY",0
1986,"KY",9.69984,2.083988,"KY",0
1987,"KY",9.740668,1.974931,"KY",0
1988,"KY",9.782065,1.975808,"KY",0
1989,"KY",9.827488,1.861115,"KY",0
1990,"KY",9.840954,1.808639,"KY",0
1991,"KY",9.861182,1.749773,"KY",0
1992,"KY",9.92061,1.607108,"KY",0
1993,"KY",9.969339,1.33224,"KY",0
1994,"KY",9.970783,1.408973,"KY",0
1995,"KY",9.955998,1.522799,"KY",0
1996,"KY",9.999446,1.417851,"KY",0
1997,"KY",10.0437,1.336575,"KY",0
1998,"KY",10.07708,1.375322,"KY",0
1999,"KY",10.08738,1.388621,"KY",0
2000,"KY",10.02565,1.898685,"KY",0
2001,"KY",10.03041,1.849961,"KY",0
2002,"KY",10.03097,1.864853,"KY",0
2003,"KY",10.03127,1.844878,"KY",0
2004,"KY",10.10148,1.61099,"KY",0
2005,"KY",10.10803,1.609612,"KY",0
2006,"KY",10.11664,1.635642,"KY",0
2007,"KY",10.13565,1.624374,"KY",0
2008,"KY",10.17723,1.418881,"KY",0
2009,"KY",10.19971,1.216793,"KY",0
2010,"KY",10.20268,1.137495,"KY",0
2011,"KY",10.20268,1.137495,"KY",0
2012,"KY",10.20268,.2392759,"KY",0
1940,"LA",8.495849,.9701252,"LA",1
1941,"LA",,,"LA",1
1942,"LA",,,"LA",1
1943,"LA",,,"LA",1
1944,"LA",,,"LA",1
1945,"LA",,,"LA",1
1946,"LA",,,"LA",1
1947,"LA",,,"LA",1
1948,"LA",,,"LA",1
1949,"LA",8.609965,3.146467,"LA",1
1950,"LA",8.486461,3.901119,"LA",1
1951,"LA",8.465608,4.03399,"LA",1
1952,"LA",8.290445,5.097184,"LA",1
1953,"LA",8.287337,5.322318,"LA",1
1954,"LA",8.412338,4.648051,"LA",1
1955,"LA",8.482385,4.528737,"LA",1
1956,"LA",8.595358,4.255652,"LA",1
1957,"LA",8.630273,4.276071,"LA",1
1958,"LA",8.636474,4.163671,"LA",1
1959,"LA",8.683512,4.039011,"LA",1
1960,"LA",8.689874,3.933411,"LA",1
1961,"LA",8.853329,3.214598,"LA",1
1962,"LA",9.025332,2.484808,"LA",1
1963,"LA",9.250013,1.572852,"LA",1
1964,"LA",9.340816,1.29446,"LA",1
1965,"LA",9.33389,1.572533,"LA",1
1966,"LA",9.185347,2.602544,"LA",1
1967,"LA",9.10906,3.243318,"LA",1
1968,"LA",9.170816,3.152699,"LA",1
1969,"LA",9.239259,2.809052,"LA",1
1970,"LA",9.266685,2.73294,"LA",1
1971,"LA",9.272406,2.835884,"LA",1
1972,"LA",9.309882,2.876458,"LA",1
1973,"LA",9.351801,2.896018,"LA",1
1974,"LA",9.341949,3.032126,"LA",1
1975,"LA",9.388132,2.856779,"LA",1
1976,"LA",9.446488,2.847824,"LA",1
1977,"LA",9.485487,2.81765,"LA",1
1978,"LA",9.469208,3.152013,"LA",1
1979,"LA",9.491314,3.07229,"LA",1
1980,"LA",9.476556,3.133111,"LA",1
1981,"LA",9.496248,3.197389,"LA",1
1982,"LA",9.522294,3.045893,"LA",1
1983,"LA",9.564584,2.820759,"LA",1
1984,"LA",9.599708,2.756414,"LA",1
1985,"LA",9.648396,2.519531,"LA",1
1986,"LA",9.705855,2.12925,"LA",1
1987,"LA",9.757724,1.781812,"LA",1
1988,"LA",9.801356,1.682029,"LA",1
1989,"LA",9.801069,1.794457,"LA",1
1990,"LA",9.813272,1.885176,"LA",1
1991,"LA",9.839582,1.791868,"LA",1
1992,"LA",9.885174,1.697984,"LA",1
1993,"LA",9.931005,1.52544,"LA",1
1994,"LA",9.948374,1.611218,"LA",1
1995,"LA",9.959488,1.606932,"LA",1
1996,"LA",10.01605,1.378112,"LA",1
1997,"LA",10.04902,1.325889,"LA",1
1998,"LA",10.09961,1.234488,"LA",1
1999,"LA",10.10577,1.170411,"LA",1
2000,"LA",10.10318,1.256394,"LA",1
2001,"LA",10.13573,1.3059,"LA",1
2002,"LA",10.13147,1.344428,"LA",1
2003,"LA",10.12874,1.373067,"LA",1
2004,"LA",10.15099,1.395617,"LA",1
2005,"LA",10.1523,1.574464,"LA",1
2006,"LA",10.13171,2.074566,"LA",1
2007,"LA",10.11409,2.422948,"LA",1
2008,"LA",10.13776,2.386684,"LA",1
2009,"LA",10.15996,2.032952,"LA",1
2010,"LA",10.19031,1.869721,"LA",1
2011,"LA",10.19031,1.869721,"LA",1
2012,"LA",10.19031,.3732882,"LA",1
1940,"MA",9.250437,1.029243,"MA",1
1941,"MA",,,"MA",1
1942,"MA",,,"MA",1
1943,"MA",,,"MA",1
1944,"MA",,,"MA",1
1945,"MA",,,"MA",1
1946,"MA",,,"MA",1
1947,"MA",,,"MA",1
1948,"MA",,,"MA",1
1949,"MA",9.406311,.779171,"MA",1
1950,"MA",9.349231,1.569471,"MA",1
1951,"MA",9.347236,1.672153,"MA",1
1952,"MA",9.239702,2.326059,"MA",1
1953,"MA",9.200528,2.615876,"MA",1
1954,"MA",9.254823,2.260318,"MA",1
1955,"MA",9.287156,2.472091,"MA",1
1956,"MA",9.376837,2.242494,"MA",1
1957,"MA",9.365904,2.361517,"MA",1
1958,"MA",9.300917,2.577949,"MA",1
1959,"MA",9.389596,2.325344,"MA",1
1960,"MA",9.456285,2.071414,"MA",1
1961,"MA",9.551506,1.730256,"MA",1
1962,"MA",9.623315,1.563272,"MA",1
1963,"MA",9.726336,1.099744,"MA",1
1964,"MA",9.738482,1.207113,"MA",1
1965,"MA",9.75321,1.329145,"MA",1
1966,"MA",9.705119,1.779652,"MA",1
1967,"MA",9.596656,2.53736,"MA",1
1968,"MA",9.57198,2.879376,"MA",1
1969,"MA",9.562145,3.052182,"MA",1
1970,"MA",9.663125,2.600107,"MA",1
1971,"MA",9.681666,2.587547,"MA",1
1972,"MA",9.704914,2.677851,"MA",1
1973,"MA",9.723703,2.694964,"MA",1
1974,"MA",9.706886,2.662883,"MA",1
1975,"MA",9.781574,2.207899,"MA",1
1976,"MA",9.825336,2.110305,"MA",1
1977,"MA",9.838207,2.154737,"MA",1
1978,"MA",9.816506,2.403665,"MA",1
1979,"MA",9.854665,2.209148,"MA",1
1980,"MA",9.870568,2.098351,"MA",1
1981,"MA",9.897557,1.999307,"MA",1
1982,"MA",9.935969,1.974697,"MA",1
1983,"MA",9.946284,2.156491,"MA",1
1984,"MA",9.979904,2.351122,"MA",1
1985,"MA",10.01904,2.338085,"MA",1
1986,"MA",10.06105,2.382264,"MA",1
1987,"MA",10.10413,2.360582,"MA",1
1988,"MA",10.14785,2.366385,"MA",1
1989,"MA",10.17258,2.231531,"MA",1
1990,"MA",10.18315,2.071991,"MA",1
1991,"MA",10.19918,1.897731,"MA",1
1992,"MA",10.24048,1.775174,"MA",1
1993,"MA",10.2627,1.669869,"MA",1
1994,"MA",10.23946,1.894331,"MA",1
1995,"MA",10.22315,2.071056,"MA",1
1996,"MA",10.2474,2.088385,"MA",1
1997,"MA",10.26915,2.13738,"MA",1
1998,"MA",10.29724,2.247534,"MA",1
1999,"MA",10.29649,2.388144,"MA",1
2000,"MA",10.29024,2.741575,"MA",1
2001,"MA",10.29742,2.735815,"MA",1
2002,"MA",10.33091,2.496266,"MA",1
2003,"MA",10.37758,2.233777,"MA",1
2004,"MA",10.45013,2.019424,"MA",1
2005,"MA",10.48666,1.90134,"MA",1
2006,"MA",10.5375,1.829543,"MA",1
2007,"MA",10.57624,1.798387,"MA",1
2008,"MA",10.62113,1.535621,"MA",1
2009,"MA",10.61889,1.340685,"MA",1
2010,"MA",10.59754,1.464791,"MA",1
2011,"MA",10.59754,1.464791,"MA",1
2012,"MA",10.59754,.3371592,"MA",1
1940,"MD",9.028388,1.675892,"MD",1
1941,"MD",,,"MD",1
1942,"MD",,,"MD",1
1943,"MD",,,"MD",1
1944,"MD",,,"MD",1
1945,"MD",,,"MD",1
1946,"MD",,,"MD",1
1947,"MD",,,"MD",1
1948,"MD",,,"MD",1
1949,"MD",9.240598,1.654539,"MD",1
1950,"MD",9.189957,2.319384,"MD",1
1951,"MD",9.173728,2.528629,"MD",1
1952,"MD",9.061692,3.335218,"MD",1
1953,"MD",9.020053,3.694849,"MD",1
1954,"MD",9.103926,3.034611,"MD",1
1955,"MD",9.129821,3.199682,"MD",1
1956,"MD",9.232096,2.940063,"MD",1
